Datetime,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S
2022-08-30 09:30:00-04:00,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,META,AVGO,ADBE,PEP,COST,CSCO,AMD,INTC,HON,TXN,QCOM,AMGN,INTU,AMAT,SBUX,BKNG,PYPL,ADP,MU,MDLZ,ISRG,LRCX,SNPS,REGN,MRVL,ASML,KLAC,ADI,MCHP,CDNS,MAR,FTNT,DXCM,VRTX,MNST,EA,WDAY,BIDU,LULU,IDXX,NXPI,PCAR,KDP,PAYX,EBAY,ODFL,CSGP,TEAM,AZN,VRSK,CHTR,CPRT,FAST,MRNA,SWKS,CTAS,VRSN,MELI,BIIB,OKTA,ALGN,DDOG,NTES,ANSS,CDW,ZS,SE,LCID,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-30 10:30:00-04:00,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,META,AVGO,ADBE,PEP,COST,CSCO,AMD,INTC,HON,TXN,QCOM,AMGN,INTU,AMAT,SBUX,BKNG,ADP,MU,ISRG,LRCX,SNPS,REGN,MRVL,ASML,KLAC,ADI,MCHP,CDNS,MAR,FTNT,DXCM,MNST,EA,BIDU,IDXX,NXPI,PCAR,KDP,PAYX,EBAY,ODFL,CSGP,TEAM,AZN,VRSK,CHTR,CPRT,FAST,MRNA,SWKS,CTAS,VRSN,MELI,BIIB,ALGN,DDOG,NTES,ANSS,CDW,SE,LCID,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OKTA
2022-08-30 11:30:00-04:00,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,META,AVGO,ADBE,PEP,COST,CSCO,AMD,INTC,HON,TXN,QCOM,INTU,AMAT,SBUX,BKNG,ADP,MU,MDLZ,ISRG,LRCX,SNPS,REGN,MRVL,ASML,KLAC,ADI,MCHP,CDNS,MAR,FTNT,DXCM,VRTX,EA,WDAY,BIDU,IDXX,NXPI,PCAR,KDP,PAYX,ODFL,TEAM,AZN,VRSK,CHTR,CPRT,FAST,MRNA,SWKS,CTAS,VRSN,BIIB,ALGN,DDOG,NTES,ANSS,CDW,SE,LCID,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMGN
2022-08-30 12:30:00-04:00,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,META,AVGO,ADBE,PEP,COST,CSCO,AMD,INTC,HON,TXN,QCOM,AMGN,INTU,AMAT,SBUX,BKNG,ADP,MU,MDLZ,ISRG,LRCX,SNPS,REGN,MRVL,ASML,KLAC,ADI,MCHP,CDNS,MAR,FTNT,DXCM,MNST,EA,WDAY,BIDU,LULU,IDXX,NXPI,PCAR,KDP,PAYX,EBAY,ODFL,CSGP,TEAM,AZN,VRSK,ENPH,CHTR,CPRT,FAST,MRNA,SWKS,CTAS,VRSN,MELI,BIIB,OKTA,ALGN,MTCH,DDOG,NTES,ANSS,CDW,SE,LCID,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-30 13:30:00-04:00,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,META,AVGO,ADBE,PEP,COST,CSCO,AMD,INTC,HON,TXN,QCOM,AMGN,INTU,AMAT,SBUX,BKNG,ADP,MU,MDLZ,ISRG,LRCX,SNPS,REGN,MRVL,ASML,KLAC,ADI,MCHP,CDNS,MAR,FTNT,DXCM,MNST,EA,BIDU,IDXX,NXPI,PCAR,KDP,PAYX,EBAY,ODFL,CSGP,TEAM,AZN,VRSK,CHTR,CPRT,FAST,SWKS,CTAS,VRSN,MELI,BIIB,MTCH,DDOG,NTES,ANSS,CDW,SE,LCID,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PDD,ALGN"
2022-08-30 14:30:00-04:00,"AAPL,MSFT,NVDA,TSLA,META,AVGO,ADBE,PEP,COST,CSCO,AMD,INTC,TXN,QCOM,AMGN,INTU,AMAT,ADP,MU,MDLZ,ISRG,LRCX,SNPS,MRVL,ASML,KLAC,ADI,CDNS,MAR,DXCM,EA,BIDU,NXPI,PCAR,KDP,PAYX,ODFL,AZN,CHTR,CPRT,SWKS,CTAS,VRSN,BIIB,ALGN,MTCH,NTES,ANSS,CDW,LCID,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDD
2022-08-30 15:30:00-04:00,"AAPL,NVDA,META,AVGO,CSCO,AMD,INTC,QCOM,INTU,AMAT,ADP,MDLZ,ISRG,SNPS,MRVL,ASML,KLAC,ADI,MAR,DXCM,EA,BIDU,PCAR,PAYX,ODFL,AZN,CHTR,CPRT,SWKS,CTAS,VRSN,MTCH,NTES,CDW,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDD
2022-08-31 09:30:00-04:00,"NVDA,AVGO,CSCO,AMD,INTC,TXN,QCOM,INTU,AMAT,ISRG,LRCX,MRVL,ASML,KLAC,ADI,DXCM,EA,PCAR,PAYX,ODFL,AZN,CHTR,SWKS,CTAS,VRSN,CDW,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,GILD"
2022-08-31 10:30:00-04:00,"NVDA,AVGO,CSCO,AMD,INTC,TXN,QCOM,AMAT,ISRG,MRVL,ASML,KLAC,CRWD,DXCM,EA,PCAR,KDP,PAYX,ODFL,AZN,SWKS,CTAS,VRSN,MTCH,CDW,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GILD
2022-08-31 11:30:00-04:00,"NVDA,AVGO,COST,CSCO,AMD,INTC,HON,TXN,QCOM,AMAT,ADP,ASML,KLAC,ADI,AEP,DXCM,XEL,LULU,PCAR,KDP,PAYX,ODFL,AZN,SWKS,CTAS,VRSN,BIIB,CDW,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GILD,ISRG,MRVL"
2022-08-31 12:30:00-04:00,"AAPL,NVDA,AVGO,COST,CSCO,AMD,INTC,HON,TXN,QCOM,AMAT,ADP,MU,LRCX,REGN,MRVL,ASML,ORLY,KLAC,ADI,AEP,CRWD,DXCM,XEL,LULU,NXPI,PCAR,KDP,EXC,PAYX,ODFL,AZN,CPRT,FAST,MRNA,SWKS,CTAS,VRSN,BIIB,MTCH,CDW,LCID,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-31 13:30:00-04:00,"AAPL,NVDA,AVGO,COST,CSCO,AMD,INTC,HON,TXN,QCOM,AMAT,ADP,REGN,MRVL,ASML,ORLY,KLAC,ADI,AEP,XEL,LULU,KDP,EXC,PAYX,ODFL,AZN,FAST,MRNA,SWKS,CTAS,VRSN,BIIB,CDW,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-31 14:30:00-04:00,"AAPL,AMZN,NVDA,AVGO,COST,CSCO,AMD,INTC,HON,QCOM,ADP,REGN,ASML,AEP,XEL,EA,ILMN,KDP,EXC,PAYX,EBAY,ODFL,AZN,FAST,MRNA,CTAS,CDW,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GILD,ADI,SWKS"
2022-08-31 15:30:00-04:00,"AAPL,AMZN,AVGO,COST,CSCO,AMD,INTC,HON,QCOM,ADP,REGN,AEP,XEL,ILMN,KDP,EXC,PAYX,ODFL,AZN,FAST,MRNA,SWKS,CTAS,CDW,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NVDA,GILD,ASML,PDD,EBAY"
2022-09-01 09:30:00-04:00,"AAPL,MSFT,NVDA,AVGO,PEP,CSCO,AMD,INTC,QCOM,AMAT,BKNG,MRVL,ASML,KLAC,ADI,AEP,CRWD,DXCM,XEL,ILMN,LULU,KDP,EXC,PAYX,TEAM,AZN,CPRT,SWKS,CTAS,MELI,OKTA,ALGN,MTCH,CDW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GILD,PDD,BIDU"
2022-09-01 10:30:00-04:00,"AAPL,MSFT,AMZN,NVDA,TSLA,AVGO,ADBE,AMD,INTC,QCOM,AMAT,BKNG,SNPS,MRVL,ASML,KLAC,ADI,PANW,CRWD,DXCM,LULU,KDP,PAYX,TEAM,AZN,CPRT,SWKS,CTAS,MELI,OKTA,MTCH,DDOG,ANSS,CDW,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GILD,ILMN"
2022-09-01 11:30:00-04:00,"AAPL,MSFT,AMZN,NVDA,AVGO,AMD,INTC,QCOM,AMAT,BKNG,SNPS,MRVL,ASML,KLAC,ADI,CRWD,ILMN,PCAR,KDP,PAYX,TEAM,AZN,CPRT,SWKS,CTAS,OKTA,MTCH,CDW,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"META,GILD,NXPI,ANSS"
2022-09-01 12:30:00-04:00,"AAPL,NVDA,AMD,QCOM,SNPS,MRVL,ASML,ADI,CRWD,KDP,PAYX,AZN,OKTA,CDW,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,GILD,LRCX,BIIB"
2022-09-01 13:30:00-04:00,"NVDA,SNPS,ASML,CDNS,CRWD,BIDU,TEAM,AZN,OKTA,CDW,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,GILD,BIIB"
2022-09-01 14:30:00-04:00,"NVDA,AMD,SNPS,ASML,CDNS,CRWD,LULU,TEAM,CTAS,OKTA,CDW,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,GILD,VRTX,AZN"
2022-09-01 15:30:00-04:00,"NVDA,ASML,CRWD,TEAM,AZN,OKTA,CDW,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,SBUX,GILD,KLAC,VRTX,EA,PDD"
2022-09-02 09:30:00-04:00,"NVDA,BIDU,TEAM,OKTA,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADBE,COST,AMGN,AMAT,GILD,ORLY,VRTX,LULU,PCAR,ODFL,VRSK"
2022-09-02 10:30:00-04:00,"TEAM,OKTA,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"COST,AMGN,GILD,REGN,ORLY,VRTX,MNST,PCAR,EBAY,ODFL,FAST,BIIB"
2022-09-02 11:30:00-04:00,"NVDA,TEAM,OKTA,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMD,TXN,GILD,ORLY,MRNA"
2022-09-02 12:30:00-04:00,"NVDA,MDLZ,SNPS,TEAM,AZN,OKTA,ZS,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CPRT,MRNA"
2022-09-02 13:30:00-04:00,"NVDA,SNPS,CRWD,TEAM,AZN,OKTA,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GOOGL,GOOG,MRNA"
2022-09-02 14:30:00-04:00,"NVDA,INTU,ADP,SNPS,CDNS,CRWD,PAYX,TEAM,AZN,OKTA,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AVGO,DXCM,MRNA"
2022-09-02 15:30:00-04:00,"NVDA,INTU,ADP,SNPS,CRWD,TEAM,AZN,OKTA,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ODFL,MRNA"
2022-09-06 09:30:00-04:00,"META,HON,INTU,ADP,EA,BIDU,PAYX,ZS,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LULU,CSGP"
2022-09-06 10:30:00-04:00,"INTU,ADP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SNPS,FTNT,LULU,CSGP,ENPH,CTAS"
2022-09-06 11:30:00-04:00,"INTU,ADP,MDLZ,BIDU,CHTR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MCHP,FTNT,LULU,CSGP,ENPH"
2022-09-06 12:30:00-04:00,"HON,INTU,ADP,GILD,MDLZ,BIDU,AZN,CHTR,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MSFT,LULU,CSGP"
2022-09-06 13:30:00-04:00,"HON,ADP,MDLZ,BIDU,CHTR,BIIB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FTNT,LULU,CSGP,ENPH,ZS"
2022-09-06 14:30:00-04:00,"META,HON,INTU,ADP,REGN,VRTX,BIDU,CHTR,BIIB,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MDLZ,FTNT,LULU,CSGP"
2022-09-06 15:30:00-04:00,"META,AMD,NFLX,INTC,HON,INTU,ADP,GILD,MU,MDLZ,VRTX,PDD,BIDU,PAYX,EBAY,AZN,CHTR,MRNA,BIIB,LCID,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REGN,LULU,CSGP,DDOG"
2022-09-07 09:30:00-04:00,"AAPL,MSFT,AMZN,NVDA,META,CSCO,AMD,INTC,HON,QCOM,ADP,MU,MDLZ,SNPS,PANW,CRWD,EA,PDD,BIDU,NXPI,ODFL,AZN,FAST,SWKS,OKTA,DDOG,NTES,SE,LCID,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CSGP,ENPH"
2022-09-07 10:30:00-04:00,"AAPL,MSFT,META,AMD,NFLX,INTC,HON,QCOM,ADP,MU,MDLZ,LRCX,SNPS,PANW,CRWD,PDD,BIDU,ODFL,AZN,CHTR,FAST,OKTA,ZM,DDOG,NTES,ANSS,SE,LCID,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CSGP,CTAS,VRSN"
2022-09-07 11:30:00-04:00,"AAPL,MSFT,META,AMD,INTC,HON,ADP,MU,MDLZ,SNPS,BIDU,AZN,CHTR,OKTA,DDOG,NTES,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CDNS,CRWD,LULU,CSGP,ENPH,CTAS,MELI"
2022-09-07 12:30:00-04:00,"MU,BIDU,OKTA,NTES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMZN,SBUX,PYPL,ORLY,FTNT,AEP,DXCM,WDAY,LULU,EXC,CSGP,VRSK,ENPH,CTAS,VRSN,CDW,LPLA"
2022-09-07 13:30:00-04:00,"PDD,OKTA,NTES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"INTU,SBUX,PYPL,ISRG,ORLY,FTNT,AEP,DXCM,WDAY,LULU,PCAR,PAYX,CSGP,VRSK,ENPH,CTAS,VRSN,CDW,LPLA"
2022-09-07 14:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TSLA,ADBE,COST,TMUS,INTU,SBUX,PYPL,ADP,ISRG,ORLY,CDNS,MAR,FTNT,AEP,DXCM,XEL,WDAY,LULU,IDXX,PCAR,PAYX,CSGP,VRSK,ENPH,CPRT,CTAS,VRSN,MELI,BIIB,CDW,LPLA"
2022-09-07 15:30:00-04:00,OKTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TSLA,ADBE,NFLX,TMUS,INTU,SBUX,PYPL,ADP,ISRG,ORLY,FTNT,AEP,DXCM,XEL,WDAY,LULU,IDXX,PCAR,PAYX,CSGP,VRSK,ENPH,CPRT,CTAS,VRSN,CDW,LPLA"
2022-09-08 09:30:00-04:00,"ODFL,NTES,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMZN,TSLA,ADBE,COST,CSCO,TMUS,INTU,AMAT,SBUX,BKNG,PYPL,GILD,REGN,MRVL,ORLY,KLAC,PANW,MAR,FTNT,DXCM,WDAY,LULU,IDXX,ABNB,PAYX,CSGP,TEAM,VRSK,ENPH,CTAS,MELI,BIIB,ALGN,MTCH,DDOG,CDW,ZS,LPLA,BMRN"
2022-09-08 10:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMZN,TSLA,ADBE,COST,CSCO,AMD,NFLX,TMUS,INTU,AMAT,SBUX,BKNG,PYPL,GILD,REGN,MRVL,ORLY,KLAC,PANW,MAR,FTNT,AEP,DXCM,XEL,WDAY,LULU,IDXX,ABNB,PAYX,CSGP,TEAM,VRSK,ENPH,CTAS,MELI,BIIB,ALGN,MTCH,DDOG,ANSS,CDW,ZS,LPLA,BMRN"
2022-09-08 11:30:00-04:00,ODFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TSLA,SBUX,BKNG,PYPL,REGN,MAR,DXCM,XEL,WDAY,LULU,IDXX,PAYX,CTAS,BIIB,ALGN,MTCH,ANSS,CDW,LPLA"
2022-09-08 12:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,TSLA,ADBE,CSCO,INTU,AMAT,SBUX,BKNG,PYPL,GILD,SNPS,REGN,MRVL,ORLY,KLAC,PANW,CDNS,MAR,FTNT,AEP,DXCM,VRTX,XEL,WDAY,LULU,IDXX,ABNB,KDP,EXC,PAYX,CSGP,TEAM,VRSK,ENPH,MRNA,CTAS,MELI,BIIB,ALGN,MTCH,DDOG,ANSS,CDW,ZS,LPLA,BMRN"
2022-09-08 13:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TSLA,INTU,SBUX,BKNG,PYPL,GILD,REGN,ORLY,KLAC,PANW,MAR,AEP,DXCM,XEL,WDAY,LULU,IDXX,KDP,EXC,PAYX,CSGP,VRSK,ENPH,MRNA,CTAS,MELI,BIIB,ALGN,MTCH,ANSS,CDW,LPLA,BMRN"
2022-09-08 14:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TSLA,INTU,SBUX,BKNG,PYPL,GILD,REGN,MRVL,ORLY,KLAC,MAR,DXCM,VRTX,XEL,WDAY,LULU,IDXX,ABNB,EXC,PAYX,TEAM,ENPH,FAST,MRNA,CTAS,MELI,BIIB,ALGN,MTCH,DDOG,ANSS,CDW,ZS,LPLA,BMRN"
2022-09-08 15:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TSLA,ADBE,CSCO,INTU,AMAT,SBUX,BKNG,PYPL,GILD,REGN,MRVL,ORLY,KLAC,PANW,MAR,FTNT,DXCM,VRTX,XEL,MNST,WDAY,LULU,IDXX,ABNB,KDP,EXC,PAYX,CSGP,TEAM,ENPH,MRNA,CTAS,MELI,BIIB,ALGN,MTCH,DDOG,ANSS,CDW,ZS,LPLA,BMRN"
2022-09-09 09:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MSFT,AMZN,NVDA,TSLA,META,ADBE,CSCO,AMD,NFLX,INTU,AMAT,SBUX,BKNG,PYPL,ISRG,LRCX,SNPS,REGN,MRVL,ASML,KLAC,MCHP,PANW,CDNS,MAR,FTNT,CRWD,DXCM,MNST,EA,WDAY,PDD,LULU,IDXX,ABNB,PAYX,TEAM,CTAS,MELI,BIIB,ALGN,MTCH,DDOG,ANSS,CDW,ZS,SE,JD,LPLA,BMRN"
2022-09-09 10:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MSFT,AMZN,NVDA,TSLA,META,AVGO,ADBE,CSCO,AMD,AMGN,INTU,AMAT,BKNG,PYPL,GILD,ISRG,LRCX,SNPS,REGN,MRVL,ASML,KLAC,PANW,CDNS,MAR,FTNT,CRWD,DXCM,MNST,EA,WDAY,PDD,LULU,IDXX,ABNB,PAYX,TEAM,MRNA,CTAS,MELI,BIIB,ALGN,MTCH,DDOG,ANSS,CDW,ZS,SE,LPLA,BMRN"
2022-09-09 11:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NVDA,TSLA,META,AVGO,ADBE,AMD,INTU,AMAT,BKNG,ISRG,SNPS,REGN,MRVL,ASML,KLAC,PANW,MAR,FTNT,CRWD,DXCM,MNST,EA,WDAY,PDD,LULU,IDXX,ABNB,EXC,PAYX,TEAM,AZN,MRNA,CTAS,MELI,BIIB,ALGN,MTCH,DDOG,ANSS,CDW,ZS,SE,LPLA,BMRN"
2022-09-09 12:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMZN,NVDA,TSLA,META,AVGO,ADBE,AMD,AMGN,INTU,AMAT,BKNG,PYPL,ISRG,SNPS,REGN,MRVL,ASML,KLAC,PANW,CDNS,MAR,FTNT,CRWD,DXCM,MNST,EA,WDAY,PDD,LULU,IDXX,ABNB,PAYX,TEAM,AZN,MRNA,MELI,BIIB,OKTA,ALGN,MTCH,DDOG,ANSS,CDW,ZS,SE,LPLA,BMRN"
2022-09-09 13:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TSLA,META,ADBE,PEP,AMD,INTU,AMAT,BKNG,ISRG,REGN,MRVL,ASML,KLAC,PANW,MAR,FTNT,CRWD,DXCM,MNST,EA,WDAY,PDD,LULU,IDXX,ABNB,PAYX,TEAM,MRNA,MELI,BIIB,OKTA,ALGN,MTCH,DDOG,ANSS,CDW,ZS,SE,LPLA"
2022-09-09 14:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TSLA,META,AMD,HON,AMAT,BKNG,ISRG,REGN,MRVL,KLAC,PANW,MAR,FTNT,CRWD,DXCM,MNST,EA,WDAY,LULU,IDXX,ABNB,PAYX,TEAM,MRNA,MELI,BIIB,ALGN,MTCH,DDOG,ANSS,ZS,SE,LPLA,BMRN"
2022-09-09 15:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NVDA,TSLA,META,AVGO,ADBE,AMD,INTU,AMAT,BKNG,MU,ISRG,LRCX,REGN,MRVL,ASML,KLAC,PANW,MAR,FTNT,CRWD,DXCM,VRTX,EA,IDXX,ABNB,PAYX,TEAM,MRNA,MELI,BIIB,OKTA,ALGN,MTCH,DDOG,ANSS,ZS,SE,LPLA,BMRN"
2022-09-12 09:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,NVDA,TSLA,META,AVGO,CSCO,NFLX,INTC,HON,QCOM,INTU,AMAT,BKNG,ADP,GILD,MU,ISRG,SNPS,MRVL,ASML,ORLY,KLAC,MCHP,PANW,MAR,FTNT,CRWD,DXCM,VRTX,MNST,EA,ILMN,LULU,IDXX,ABNB,NXPI,PCAR,KDP,PAYX,EBAY,ODFL,TEAM,AZN,SWKS,VRSN,MELI,BIIB,ALGN,MTCH,DDOG,NTES,ANSS,ZS,SE,LCID,LPLA"
2022-09-12 10:30:00-04:00,BMRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,TSLA,META,AVGO,CSCO,INTC,QCOM,BKNG,GILD,MU,ISRG,ASML,PANW,MAR,FTNT,CRWD,DXCM,MNST,EA,ILMN,IDXX,ABNB,PCAR,PAYX,EBAY,ODFL,TEAM,AZN,MELI,BIIB,MTCH,ZS,SE,LCID"
