Datetime,Buy_Count,Sell_Count,Short Position,Long Position,Price,
2021-10-29 14:30:00+01:00,0,0,0,0,15693.59,0
2021-10-29 15:30:00+01:00,0,0,0,0,15746.69,0
2021-10-29 16:30:00+01:00,0,0,0,0,15804.11,0
2021-10-29 17:30:00+01:00,0,0,0,0,15812.09,0
2021-10-29 18:30:00+01:00,0,0,0,0,15778.54,0
2021-10-29 19:30:00+01:00,0,0,0,0,15794.39,0
2021-10-29 20:30:00+01:00,0,0,0,0,15848.17,0
2021-11-01 13:30:00+00:00,0,0,0,0,15830.69,0
2021-11-01 14:30:00+00:00,0,0,0,0,15858.64,0
2021-11-01 15:30:00+00:00,0,0,0,0,15868.33,0
2021-11-01 16:30:00+00:00,0,0,0,0,15848.64,0
2021-11-01 17:30:00+00:00,0,0,0,0,15820.09,0
2021-11-01 18:30:00+00:00,0,0,0,0,15862.59,0
2021-11-01 19:30:00+00:00,3,30,0,27,15907.48,27
2021-11-02 13:30:00+00:00,1,25,0,24,15959.22,24
2021-11-02 14:30:00+00:00,3,24,0,21,15965.53,21
2021-11-02 15:30:00+00:00,2,19,0,17,15951.66,17
2021-11-02 16:30:00+00:00,5,20,0,15,15945.34,15
2021-11-02 17:30:00+00:00,3,21,0,18,15931.27,18
2021-11-02 18:30:00+00:00,2,23,0,21,15964.72,21
2021-11-02 19:30:00+00:00,5,23,0,18,15973.70,18
2021-11-03 13:30:00+00:00,2,23,0,21,15969.19,21
2021-11-03 14:30:00+00:00,3,21,0,18,15974.48,18
2021-11-03 15:30:00+00:00,2,21,0,19,15990.90,19
2021-11-03 16:30:00+00:00,3,27,0,24,15990.55,24
2021-11-03 17:30:00+00:00,4,31,0,27,16026.01,27
2021-11-03 18:30:00+00:00,2,31,0,29,16110.44,29
2021-11-03 19:30:00+00:00,0,32,0,32,16143.13,32
2021-11-04 13:30:00+00:00,1,37,0,36,16306.80,36
2021-11-04 14:30:00+00:00,3,25,0,22,16260.13,22
2021-11-04 15:30:00+00:00,3,33,0,30,16314.11,30
2021-11-04 16:30:00+00:00,4,36,0,32,16326.51,32
2021-11-04 17:30:00+00:00,6,35,0,29,16369.14,29
2021-11-04 18:30:00+00:00,5,29,0,24,16340.08,24
2021-11-04 19:30:00+00:00,4,30,0,26,16347.31,26
2021-11-05 13:30:00+00:00,7,49,0,42,16427.97,42
2021-11-05 14:30:00+00:00,8,42,0,34,16417.91,34
2021-11-05 15:30:00+00:00,8,41,0,33,16427.62,33
2021-11-05 16:30:00+00:00,10,32,0,22,16304.61,22
2021-11-05 17:30:00+00:00,6,34,0,28,16370.91,28
2021-11-05 18:30:00+00:00,8,27,0,19,16353.11,19
2021-11-05 19:30:00+00:00,7,25,0,18,16354.70,18
2021-11-08 14:30:00+00:00,12,16,0,4,16351.02,4
2021-11-08 15:30:00+00:00,11,24,0,13,16370.76,13
2021-11-08 16:30:00+00:00,16,21,0,5,16336.02,5
2021-11-08 17:30:00+00:00,12,19,0,7,16370.67,7
2021-11-08 18:30:00+00:00,9,16,0,7,16352.05,7
2021-11-08 19:30:00+00:00,10,16,0,6,16359.41,6
2021-11-08 20:30:00+00:00,12,15,0,3,16334.94,3
2021-11-09 14:30:00+00:00,12,8,4,0,16248.28,-4
2021-11-09 15:30:00+00:00,16,10,6,0,16244.32,-6
2021-11-09 16:30:00+00:00,14,10,4,0,16215.69,-4
2021-11-09 17:30:00+00:00,12,15,0,3,16200.29,3
2021-11-09 18:30:00+00:00,14,12,2,0,16219.18,-2
2021-11-09 19:30:00+00:00,11,10,1,0,16201.12,-1
2021-11-09 20:30:00+00:00,12,11,1,0,16222.00,-1
2021-11-10 14:30:00+00:00,12,11,1,0,16187.75,-1
2021-11-10 15:30:00+00:00,18,15,3,0,16156.15,-3
2021-11-10 16:30:00+00:00,17,17,0,0,16129.98,0
2021-11-10 17:30:00+00:00,27,13,14,0,16061.68,-14
2021-11-10 18:30:00+00:00,35,12,23,0,15945.00,-23
2021-11-10 19:30:00+00:00,33,8,25,0,15988.82,-25
2021-11-10 20:30:00+00:00,35,6,29,0,15984.09,-29
2021-11-11 14:30:00+00:00,17,5,12,0,16058.30,-12
2021-11-11 15:30:00+00:00,19,8,11,0,16079.48,-11
2021-11-11 16:30:00+00:00,21,6,15,0,16047.74,-15
2021-11-11 17:30:00+00:00,21,7,14,0,16050.95,-14
2021-11-11 18:30:00+00:00,19,8,11,0,16067.38,-11
2021-11-11 19:30:00+00:00,24,8,16,0,16038.40,-16
2021-11-11 20:30:00+00:00,26,6,20,0,16031.53,-20
2021-11-12 14:30:00+00:00,21,8,13,0,16070.62,-13
2021-11-12 15:30:00+00:00,10,15,0,5,16186.37,5
2021-11-12 16:30:00+00:00,10,17,0,7,16194.83,7
2021-11-12 17:30:00+00:00,10,26,0,16,16182.86,16
2021-11-12 18:30:00+00:00,11,38,0,27,16177.75,27
2021-11-12 19:30:00+00:00,9,40,0,31,16202.29,31
2021-11-12 20:30:00+00:00,7,38,0,31,16200.83,31
2021-11-15 14:30:00+00:00,6,28,0,22,16168.92,22
2021-11-15 15:30:00+00:00,6,25,0,19,16170.66,19
2021-11-15 16:30:00+00:00,5,14,0,9,16111.73,9
2021-11-15 17:30:00+00:00,5,23,0,18,16152.33,18
2021-11-15 18:30:00+00:00,5,19,0,14,16139.73,14
2021-11-15 19:30:00+00:00,5,25,0,20,16198.07,20
2021-11-15 20:30:00+00:00,4,27,0,23,16192.82,23
2021-11-16 14:30:00+00:00,4,22,0,18,16208.94,18
2021-11-16 15:30:00+00:00,6,19,0,13,16301.60,13
2021-11-16 16:30:00+00:00,5,16,0,11,16296.60,11
2021-11-16 17:30:00+00:00,7,16,0,9,16296.85,9
2021-11-16 18:30:00+00:00,6,15,0,9,16319.14,9
2021-11-16 19:30:00+00:00,6,14,0,8,16310.53,8
2021-11-16 20:30:00+00:00,6,17,0,11,16308.28,11
2021-11-17 14:30:00+00:00,10,14,0,4,16318.02,4
2021-11-17 15:30:00+00:00,10,14,0,4,16357.11,4
2021-11-17 16:30:00+00:00,10,20,0,10,16314.15,10
2021-11-17 17:30:00+00:00,10,23,0,13,16329.84,13
2021-11-17 18:30:00+00:00,11,21,0,10,16339.03,10
2021-11-17 19:30:00+00:00,8,17,0,9,16314.90,9
2021-11-17 20:30:00+00:00,10,14,0,4,16307.32,4
2021-11-18 14:30:00+00:00,19,9,10,0,16335.31,-10
2021-11-18 15:30:00+00:00,20,11,9,0,16390.74,-9
2021-11-18 16:30:00+00:00,13,14,0,1,16488.94,1
2021-11-18 17:30:00+00:00,15,14,1,0,16442.71,-1
2021-11-18 18:30:00+00:00,15,6,9,0,16427.49,-9
2021-11-18 19:30:00+00:00,14,7,7,0,16473.83,-7
2021-11-18 20:30:00+00:00,12,8,4,0,16483.96,-4
2021-11-19 14:30:00+00:00,15,15,0,0,16555.01,0
2021-11-19 15:30:00+00:00,13,15,0,2,16606.07,2
2021-11-19 16:30:00+00:00,13,23,0,10,16609.22,10
2021-11-19 17:30:00+00:00,18,16,2,0,16559.20,-2
2021-11-19 18:30:00+00:00,16,16,0,0,16580.97,0
2021-11-19 19:30:00+00:00,19,15,4,0,16578.42,-4
2021-11-19 20:30:00+00:00,19,17,2,0,16574.46,-2
2021-11-22 14:30:00+00:00,14,34,0,20,16738.43,20
2021-11-22 15:30:00+00:00,26,23,3,0,16612.07,-3
2021-11-22 16:30:00+00:00,24,15,9,0,16509.09,-9
2021-11-22 17:30:00+00:00,24,13,11,0,16541.74,-11
2021-11-22 18:30:00+00:00,24,9,15,0,16534.91,-15
2021-11-22 19:30:00+00:00,23,12,11,0,16550.98,-11
2021-11-22 20:30:00+00:00,29,7,22,0,16377.41,-22
2021-11-23 14:30:00+00:00,35,6,29,0,16246.10,-29
2021-11-23 15:30:00+00:00,39,9,30,0,16249.19,-30
2021-11-23 16:30:00+00:00,37,6,31,0,16223.28,-31
2021-11-23 17:30:00+00:00,37,7,30,0,16152.45,-30
2021-11-23 18:30:00+00:00,33,6,27,0,16167.33,-27
2021-11-23 19:30:00+00:00,32,6,26,0,16248.48,-26
2021-11-23 20:30:00+00:00,24,8,16,0,16310.98,-16
2021-11-24 14:30:00+00:00,33,1,32,0,16251.68,-32
2021-11-24 15:30:00+00:00,19,0,19,0,16317.59,-19
2021-11-24 16:30:00+00:00,16,1,15,0,16285.13,-15
2021-11-24 17:30:00+00:00,13,2,11,0,16327.60,-11
2021-11-24 18:30:00+00:00,16,1,15,0,16284.21,-15
2021-11-24 19:30:00+00:00,11,2,9,0,16357.94,-9
2021-11-24 20:30:00+00:00,5,7,0,2,16370.56,2
2021-11-26 14:30:00+00:00,8,11,0,3,16175.65,3
2021-11-26 15:30:00+00:00,19,5,14,0,16075.92,-14
2021-11-26 16:30:00+00:00,15,6,9,0,16120.63,-9
2021-11-29 14:30:00+00:00,8,6,2,0,16270.20,-2
2021-11-29 15:30:00+00:00,8,8,0,0,16293.59,0
2021-11-29 16:30:00+00:00,7,9,0,2,16385.58,2
2021-11-29 17:30:00+00:00,5,9,0,4,16402.48,4
2021-11-29 18:30:00+00:00,8,12,0,4,16399.73,4
2021-11-29 19:30:00+00:00,9,13,0,4,16419.79,4
2021-11-29 20:30:00+00:00,8,10,0,2,16396.05,2
2021-11-30 14:30:00+00:00,16,8,8,0,16413.10,-8
2021-11-30 15:30:00+00:00,18,1,17,0,16174.84,-17
2021-11-30 16:30:00+00:00,26,1,25,0,16140.22,-25
2021-11-30 17:30:00+00:00,26,1,25,0,16134.16,-25
2021-11-30 18:30:00+00:00,12,3,9,0,16199.71,-9
2021-11-30 19:30:00+00:00,12,5,7,0,16122.42,-7
2021-11-30 20:30:00+00:00,22,4,18,0,16143.68,-18
2021-12-01 14:30:00+00:00,18,8,10,0,16315.35,-10
2021-12-01 15:30:00+00:00,17,10,7,0,16410.79,-7
2021-12-01 16:30:00+00:00,22,6,16,0,16330.68,-16
2021-12-01 17:30:00+00:00,27,2,25,0,16252.78,-25
2021-12-01 18:30:00+00:00,29,2,27,0,16187.34,-27
2021-12-01 19:30:00+00:00,47,0,47,0,15986.76,-47
2021-12-01 20:30:00+00:00,50,1,49,0,15864.44,-49
2021-12-02 14:30:00+00:00,27,0,27,0,15908.79,-27
2021-12-02 15:30:00+00:00,18,1,17,0,15961.29,-17
2021-12-02 16:30:00+00:00,11,1,10,0,16048.91,-10
2021-12-02 17:30:00+00:00,14,1,13,0,15946.34,-13
2021-12-02 18:30:00+00:00,11,1,10,0,16020.78,-10
2021-12-02 19:30:00+00:00,10,1,9,0,15992.04,-9
2021-12-02 20:30:00+00:00,12,1,11,0,15991.30,-11
2021-12-03 14:30:00+00:00,32,1,31,0,15810.25,-31
2021-12-03 15:30:00+00:00,39,1,38,0,15711.42,-38
2021-12-03 16:30:00+00:00,35,1,34,0,15647.26,-34
2021-12-03 17:30:00+00:00,30,1,29,0,15650.63,-29
2021-12-03 18:30:00+00:00,29,2,27,0,15622.05,-27
2021-12-03 19:30:00+00:00,25,4,21,0,15613.79,-21
2021-12-03 20:30:00+00:00,14,16,0,2,15715.91,2
2021-12-06 14:30:00+00:00,17,16,1,0,15763.29,-1
2021-12-06 15:30:00+00:00,22,13,9,0,15708.07,-9
2021-12-06 16:30:00+00:00,22,11,11,0,15783.54,-11
2021-12-06 17:30:00+00:00,12,16,0,4,15871.80,4
2021-12-06 18:30:00+00:00,15,11,4,0,15885.19,-4
2021-12-06 19:30:00+00:00,14,12,2,0,15855.58,-2
2021-12-06 20:30:00+00:00,15,11,4,0,15843.24,-4
2021-12-07 14:30:00+00:00,1,39,0,38,16238.52,38
2021-12-07 15:30:00+00:00,1,54,0,53,16277.19,53
2021-12-07 16:30:00+00:00,1,57,0,56,16308.92,56
2021-12-07 17:30:00+00:00,1,58,0,57,16314.84,57
2021-12-07 18:30:00+00:00,1,67,0,66,16320.50,66
2021-12-07 19:30:00+00:00,1,62,0,61,16268.64,61
2021-12-07 20:30:00+00:00,1,58,0,57,16324.00,57
2021-12-08 14:30:00+00:00,3,41,0,38,16294.69,38
2021-12-08 15:30:00+00:00,4,54,0,50,16320.82,50
2021-12-08 16:30:00+00:00,4,53,0,49,16307.16,49
2021-12-08 17:30:00+00:00,1,48,0,47,16345.46,47
2021-12-08 18:30:00+00:00,1,42,0,41,16354.76,41
2021-12-08 19:30:00+00:00,1,54,0,53,16372.05,53
2021-12-08 20:30:00+00:00,1,60,0,59,16393.91,59
2021-12-09 14:30:00+00:00,8,13,0,5,16277.93,5
2021-12-09 15:30:00+00:00,9,14,0,5,16335.72,5
2021-12-09 16:30:00+00:00,9,7,2,0,16279.83,-2
2021-12-09 17:30:00+00:00,9,5,4,0,16270.90,-4
2021-12-09 18:30:00+00:00,12,6,6,0,16238.69,-6
2021-12-09 19:30:00+00:00,10,3,7,0,16171.67,-7
2021-12-09 20:30:00+00:00,17,1,16,0,16151.06,-16
2021-12-10 14:30:00+00:00,10,9,1,0,16291.08,-1
2021-12-10 15:30:00+00:00,23,9,14,0,16211.29,-14
2021-12-10 16:30:00+00:00,21,10,11,0,16244.72,-11
2021-12-10 17:30:00+00:00,23,10,13,0,16270.68,-13
2021-12-10 18:30:00+00:00,23,10,13,0,16263.06,-13
2021-12-10 19:30:00+00:00,30,8,22,0,16272.62,-22
2021-12-10 20:30:00+00:00,28,10,18,0,16329.48,-18
2021-12-13 14:30:00+00:00,24,10,14,0,16216.43,-14
2021-12-13 15:30:00+00:00,32,8,24,0,16156.68,-24
2021-12-13 16:30:00+00:00,29,10,19,0,16174.29,-19
2021-12-13 17:30:00+00:00,25,9,16,0,16149.75,-16
2021-12-13 18:30:00+00:00,18,9,9,0,16174.02,-9
2021-12-13 19:30:00+00:00,13,18,0,5,16156.13,5
2021-12-13 20:30:00+00:00,15,18,0,3,16085.30,3
2021-12-14 14:30:00+00:00,34,3,31,0,15921.88,-31
2021-12-14 15:30:00+00:00,39,6,33,0,15816.41,-33
2021-12-14 16:30:00+00:00,43,3,40,0,15772.72,-40
2021-12-14 17:30:00+00:00,50,2,48,0,15792.97,-48
2021-12-14 18:30:00+00:00,44,5,39,0,15834.49,-39
2021-12-14 19:30:00+00:00,27,6,21,0,15942.25,-21
2021-12-14 20:30:00+00:00,38,5,33,0,15922.13,-33
2021-12-15 14:30:00+00:00,32,4,28,0,15857.88,-28
2021-12-15 15:30:00+00:00,30,4,26,0,15816.89,-26
2021-12-15 16:30:00+00:00,34,4,30,0,15792.34,-30
2021-12-15 17:30:00+00:00,31,2,29,0,15807.53,-29
2021-12-15 18:30:00+00:00,19,3,16,0,15918.55,-16
2021-12-15 19:30:00+00:00,2,8,0,6,16205.85,6
2021-12-15 20:30:00+00:00,1,13,0,12,16292.86,12
2021-12-16 14:30:00+00:00,2,24,0,22,16178.21,22
2021-12-16 15:30:00+00:00,2,21,0,19,16064.29,19
2021-12-16 16:30:00+00:00,4,18,0,14,15949.47,14
2021-12-16 17:30:00+00:00,4,19,0,15,15966.55,15
2021-12-16 18:30:00+00:00,5,15,0,10,15857.51,10
2021-12-16 19:30:00+00:00,4,11,0,7,15889.33,7
2021-12-16 20:30:00+00:00,4,13,0,9,15867.27,9
2021-12-17 14:30:00+00:00,5,8,0,3,15739.48,3
2021-12-17 15:30:00+00:00,4,17,0,13,15925.29,13
2021-12-17 16:30:00+00:00,4,11,0,7,15815.20,7
2021-12-17 17:30:00+00:00,3,15,0,12,15882.22,12
2021-12-17 18:30:00+00:00,5,14,0,9,15859.60,9
2021-12-17 19:30:00+00:00,19,5,14,0,15844.75,-14
2021-12-17 20:30:00+00:00,32,4,28,0,15797.12,-28
2021-12-20 14:30:00+00:00,46,4,42,0,15591.79,-42
2021-12-20 15:30:00+00:00,40,4,36,0,15535.36,-36
2021-12-20 16:30:00+00:00,29,4,25,0,15571.80,-25
2021-12-20 17:30:00+00:00,28,4,24,0,15550.50,-24
2021-12-20 18:30:00+00:00,22,5,17,0,15583.65,-17
2021-12-20 19:30:00+00:00,20,5,15,0,15624.41,-15
2021-12-20 20:30:00+00:00,14,4,10,0,15624.27,-10
2021-12-21 14:30:00+00:00,8,6,2,0,15636.40,-2
2021-12-21 15:30:00+00:00,15,6,9,0,15730.51,-9
2021-12-21 16:30:00+00:00,2,9,0,7,15843.64,7
2021-12-21 17:30:00+00:00,5,6,0,1,15892.02,1
2021-12-21 18:30:00+00:00,4,12,0,8,15944.61,8
2021-12-21 19:30:00+00:00,3,15,0,12,15949.07,12
2021-12-21 20:30:00+00:00,1,20,0,19,15986.50,19
2021-12-22 14:30:00+00:00,1,45,0,44,16016.46,44
2021-12-22 15:30:00+00:00,1,63,0,62,16121.36,62
2021-12-22 16:30:00+00:00,1,63,0,62,16116.11,62
2021-12-22 17:30:00+00:00,1,61,0,60,16085.16,60
2021-12-22 18:30:00+00:00,1,56,0,55,16056.06,55
2021-12-22 19:30:00+00:00,1,55,0,54,16128.04,54
2021-12-22 20:30:00+00:00,2,62,0,60,16179.47,60
2021-12-23 14:30:00+00:00,1,66,0,65,16270.82,65
2021-12-23 15:30:00+00:00,1,61,0,60,16304.21,60
2021-12-23 16:30:00+00:00,0,46,0,46,16311.39,46
2021-12-23 17:30:00+00:00,1,47,0,46,16335.21,46
2021-12-23 18:30:00+00:00,2,50,0,48,16333.96,48
2021-12-23 19:30:00+00:00,1,47,0,46,16322.77,46
2021-12-23 20:30:00+00:00,2,40,0,38,16303.72,38
2021-12-27 14:30:00+00:00,3,59,0,56,16506.49,56
2021-12-27 15:30:00+00:00,2,49,0,47,16522.12,47
2021-12-27 16:30:00+00:00,2,52,0,50,16532.41,50
2021-12-27 17:30:00+00:00,2,52,0,50,16545.00,50
2021-12-27 18:30:00+00:00,1,54,0,53,16559.22,53
2021-12-27 19:30:00+00:00,2,54,0,52,16541.09,52
2021-12-27 20:30:00+00:00,2,52,0,50,16567.47,50
2021-12-28 14:30:00+00:00,3,34,0,31,16551.70,31
2021-12-28 15:30:00+00:00,4,34,0,30,16528.26,30
2021-12-28 16:30:00+00:00,2,35,0,33,16514.05,33
2021-12-28 17:30:00+00:00,6,30,0,24,16496.98,24
2021-12-28 18:30:00+00:00,6,28,0,22,16488.83,22
2021-12-28 19:30:00+00:00,3,33,0,30,16501.65,30
2021-12-28 20:30:00+00:00,3,34,0,31,16492.75,31
2021-12-29 14:30:00+00:00,20,24,0,4,16438.23,4
2021-12-29 15:30:00+00:00,14,22,0,8,16451.42,8
2021-12-29 16:30:00+00:00,20,15,5,0,16429.57,-5
2021-12-29 17:30:00+00:00,17,19,0,2,16446.90,2
2021-12-29 18:30:00+00:00,13,20,0,7,16486.66,7
2021-12-29 19:30:00+00:00,10,23,0,13,16488.28,13
2021-12-29 20:30:00+00:00,9,16,0,7,16491.55,7
2021-12-30 14:30:00+00:00,2,11,0,9,16560.87,9
2021-12-30 15:30:00+00:00,2,12,0,10,16551.55,10
2021-12-30 16:30:00+00:00,1,12,0,11,16545.65,11
2021-12-30 17:30:00+00:00,1,15,0,14,16542.76,14
2021-12-30 18:30:00+00:00,2,14,0,12,16530.03,12
2021-12-30 19:30:00+00:00,1,13,0,12,16501.89,12
2021-12-30 20:30:00+00:00,3,6,0,3,16436.09,3
2021-12-31 14:30:00+00:00,8,8,0,0,16405.95,0
2021-12-31 15:30:00+00:00,9,9,0,0,16404.13,0
2021-12-31 16:30:00+00:00,8,8,0,0,16366.52,0
2021-12-31 17:30:00+00:00,9,9,0,0,16390.69,0
2021-12-31 18:30:00+00:00,17,5,12,0,16367.27,-12
2021-12-31 19:30:00+00:00,16,8,8,0,16384.92,-8
2021-12-31 20:30:00+00:00,26,5,21,0,16321.55,-21
2022-01-03 14:30:00+00:00,38,3,35,0,16421.35,-35
2022-01-03 15:30:00+00:00,46,1,45,0,16415.97,-45
2022-01-03 16:30:00+00:00,44,2,42,0,16422.93,-42
2022-01-03 17:30:00+00:00,45,2,43,0,16438.31,-43
2022-01-03 18:30:00+00:00,37,3,34,0,16470.51,-34
2022-01-03 19:30:00+00:00,33,4,29,0,16490.13,-29
2022-01-03 20:30:00+00:00,23,10,13,0,16496.56,-13
2022-01-04 14:30:00+00:00,36,9,27,0,16408.88,-27
2022-01-04 15:30:00+00:00,36,6,30,0,16197.51,-30
2022-01-04 16:30:00+00:00,36,5,31,0,16221.06,-31
2022-01-04 17:30:00+00:00,40,4,36,0,16205.13,-36
2022-01-04 18:30:00+00:00,41,4,37,0,16177.11,-37
2022-01-04 19:30:00+00:00,25,4,21,0,16295.61,-21
2022-01-04 20:30:00+00:00,23,7,16,0,16278.88,-16
2022-01-05 14:30:00+00:00,22,10,12,0,16206.88,-12
2022-01-05 15:30:00+00:00,24,13,11,0,16172.34,-11
2022-01-05 16:30:00+00:00,26,12,14,0,16140.11,-14
2022-01-05 17:30:00+00:00,32,10,22,0,16082.26,-22
2022-01-05 18:30:00+00:00,47,7,40,0,15981.49,-40
2022-01-05 19:30:00+00:00,53,5,48,0,15844.29,-48
2022-01-05 20:30:00+00:00,57,2,55,0,15764.91,-55
2022-01-06 14:30:00+00:00,42,1,41,0,15775.07,-41
2022-01-06 15:30:00+00:00,27,0,27,0,15829.37,-27
2022-01-06 16:30:00+00:00,27,2,25,0,15838.54,-25
2022-01-06 17:30:00+00:00,30,1,29,0,15785.56,-29
2022-01-06 18:30:00+00:00,25,4,21,0,15807.94,-21
2022-01-06 19:30:00+00:00,36,1,35,0,15813.36,-35
2022-01-06 20:30:00+00:00,41,1,40,0,15767.14,-40
2022-01-07 14:30:00+00:00,46,3,43,0,15672.89,-43
2022-01-07 15:30:00+00:00,48,5,43,0,15624.11,-43
2022-01-07 16:30:00+00:00,45,2,43,0,15631.19,-43
2022-01-07 17:30:00+00:00,46,3,43,0,15625.11,-43
2022-01-07 18:30:00+00:00,42,3,39,0,15590.79,-39
2022-01-07 19:30:00+00:00,33,8,25,0,15622.60,-25
2022-01-07 20:30:00+00:00,31,9,22,0,15588.72,-22
2022-01-10 14:30:00+00:00,53,4,49,0,15241.36,-49
2022-01-10 15:30:00+00:00,56,3,53,0,15337.18,-53
2022-01-10 16:30:00+00:00,62,2,60,0,15230.77,-60
2022-01-10 17:30:00+00:00,48,2,46,0,15370.15,-46
2022-01-10 18:30:00+00:00,37,4,33,0,15486.79,-33
2022-01-10 19:30:00+00:00,37,3,34,0,15489.10,-34
2022-01-10 20:30:00+00:00,18,6,12,0,15614.06,-12
2022-01-11 14:30:00+00:00,13,7,6,0,15612.47,-6
2022-01-11 15:30:00+00:00,6,8,0,2,15759.69,2
2022-01-11 16:30:00+00:00,5,5,0,0,15759.94,0
2022-01-11 17:30:00+00:00,4,7,0,3,15795.54,3
2022-01-11 18:30:00+00:00,3,10,0,7,15799.32,7
2022-01-11 19:30:00+00:00,1,11,0,10,15830.27,10
2022-01-11 20:30:00+00:00,1,12,0,11,15842.34,11
2022-01-12 14:30:00+00:00,2,60,0,58,15990.55,58
2022-01-12 15:30:00+00:00,1,45,0,44,15879.31,44
2022-01-12 16:30:00+00:00,0,59,0,59,15916.40,59
2022-01-12 17:30:00+00:00,0,52,0,52,15909.02,52
2022-01-12 18:30:00+00:00,0,45,0,45,15924.51,45
2022-01-12 19:30:00+00:00,0,39,0,39,15883.73,39
2022-01-12 20:30:00+00:00,1,28,0,27,15903.74,27
2022-01-13 14:30:00+00:00,2,31,0,29,15875.66,29
2022-01-13 15:30:00+00:00,8,21,0,13,15820.32,13
2022-01-13 16:30:00+00:00,16,10,6,0,15646.05,-6
2022-01-13 17:30:00+00:00,14,10,4,0,15680.08,-4
2022-01-13 18:30:00+00:00,16,8,8,0,15641.83,-8
2022-01-13 19:30:00+00:00,27,3,24,0,15587.94,-24
2022-01-13 20:30:00+00:00,31,3,28,0,15504.69,-28
2022-01-14 14:30:00+00:00,48,6,42,0,15525.37,-42
2022-01-14 15:30:00+00:00,44,4,40,0,15479.88,-40
2022-01-14 16:30:00+00:00,47,3,44,0,15524.72,-44
2022-01-14 17:30:00+00:00,51,3,48,0,15433.84,-48
2022-01-14 18:30:00+00:00,47,3,44,0,15491.67,-44
2022-01-14 19:30:00+00:00,32,6,26,0,15573.95,-26
2022-01-14 20:30:00+00:00,28,6,22,0,15606.71,-22
2022-01-18 14:30:00+00:00,39,2,37,0,15425.71,-37
2022-01-18 15:30:00+00:00,47,0,47,0,15302.99,-47
2022-01-18 16:30:00+00:00,35,1,34,0,15301.53,-34
2022-01-18 17:30:00+00:00,41,1,40,0,15253.23,-40
2022-01-18 18:30:00+00:00,34,2,32,0,15272.64,-32
2022-01-18 19:30:00+00:00,34,3,31,0,15258.25,-31
2022-01-18 20:30:00+00:00,32,1,31,0,15218.98,-31
2022-01-19 14:30:00+00:00,20,1,19,0,15298.72,-19
2022-01-19 15:30:00+00:00,25,2,23,0,15150.76,-23
2022-01-19 16:30:00+00:00,13,3,10,0,15305.70,-10
2022-01-19 17:30:00+00:00,11,3,8,0,15275.04,-8
2022-01-19 18:30:00+00:00,18,4,14,0,15168.52,-14
2022-01-19 19:30:00+00:00,37,1,36,0,15149.35,-36
2022-01-19 20:30:00+00:00,47,0,47,0,15046.96,-47
2022-01-20 14:30:00+00:00,17,4,13,0,15283.76,-13
2022-01-20 15:30:00+00:00,10,6,4,0,15312.81,-4
2022-01-20 16:30:00+00:00,7,5,2,0,15295.59,-2
2022-01-20 17:30:00+00:00,10,6,4,0,15216.56,-4
2022-01-20 18:30:00+00:00,15,3,12,0,15147.63,-12
2022-01-20 19:30:00+00:00,20,2,18,0,14981.99,-18
2022-01-20 20:30:00+00:00,22,4,18,0,14847.44,-18
2022-01-21 14:30:00+00:00,29,2,27,0,14639.23,-27
2022-01-21 15:30:00+00:00,11,1,10,0,14849.77,-10
2022-01-21 16:30:00+00:00,27,1,26,0,14664.79,-26
2022-01-21 17:30:00+00:00,30,0,30,0,14612.79,-30
2022-01-21 18:30:00+00:00,24,0,24,0,14577.28,-24
2022-01-21 19:30:00+00:00,33,1,32,0,14479.89,-32
2022-01-21 20:30:00+00:00,22,1,21,0,14432.64,-21
2022-01-24 14:30:00+00:00,74,0,74,0,14092.77,-74
2022-01-24 15:30:00+00:00,76,3,73,0,14032.59,-73
2022-01-24 16:30:00+00:00,81,1,80,0,13802.75,-80
2022-01-24 17:30:00+00:00,73,1,72,0,13990.02,-72
2022-01-24 18:30:00+00:00,55,1,54,0,14084.92,-54
2022-01-24 19:30:00+00:00,23,1,22,0,14275.26,-22
2022-01-24 20:30:00+00:00,6,0,6,0,14517.10,-6
2022-01-25 14:30:00+00:00,4,0,4,0,14215.55,-4
2022-01-25 15:30:00+00:00,18,1,17,0,14145.70,-17
2022-01-25 16:30:00+00:00,9,0,9,0,14133.13,-9
2022-01-25 17:30:00+00:00,3,1,2,0,14186.20,-2
2022-01-25 18:30:00+00:00,1,0,1,0,14328.82,-1
2022-01-25 19:30:00+00:00,1,1,0,0,14224.12,0
2022-01-25 20:30:00+00:00,1,0,1,0,14154.72,-1
2022-01-26 14:30:00+00:00,1,3,0,2,14395.72,2
2022-01-26 15:30:00+00:00,0,10,0,10,14447.38,10
2022-01-26 16:30:00+00:00,0,26,0,26,14509.74,26
2022-01-26 17:30:00+00:00,1,13,0,12,14508.87,12
2022-01-26 18:30:00+00:00,1,10,0,9,14521.91,9
2022-01-26 19:30:00+00:00,10,0,10,0,14179.67,-10
2022-01-26 20:30:00+00:00,32,0,32,0,14168.90,-32
2022-01-27 14:30:00+00:00,10,3,7,0,14275.68,-7
2022-01-27 15:30:00+00:00,7,4,3,0,14263.68,-3
2022-01-27 16:30:00+00:00,9,2,7,0,14175.06,-7
2022-01-27 17:30:00+00:00,16,2,14,0,14005.04,-14
2022-01-27 18:30:00+00:00,22,1,21,0,14027.97,-21
2022-01-27 19:30:00+00:00,19,1,18,0,14014.35,-18
