Datetime,Buy_Count,Sell_Count
2022-03-17 14:30:00+00:00,0,35
2022-03-17 15:30:00+00:00,0,37
2022-03-17 16:30:00+00:00,0,59
2022-03-17 17:30:00+00:00,0,56
2022-03-17 18:30:00+00:00,0,40
2022-03-17 19:30:00+00:00,0,48
2022-03-18 13:30:00+00:00,0,28
2022-03-18 14:30:00+00:00,0,31
2022-03-18 15:30:00+00:00,0,39
2022-03-18 16:30:00+00:00,0,54
2022-03-18 17:30:00+00:00,0,69
2022-03-18 18:30:00+00:00,0,60
2022-03-18 19:30:00+00:00,0,57
2022-03-21 13:30:00+00:00,1,15
2022-03-21 14:30:00+00:00,0,28
2022-03-21 15:30:00+00:00,1,21
2022-03-21 16:30:00+00:00,2,3
2022-03-21 17:30:00+00:00,1,5
2022-03-21 18:30:00+00:00,0,4
2022-03-21 19:30:00+00:00,0,5
2022-03-22 13:30:00+00:00,0,9
2022-03-22 14:30:00+00:00,0,11
2022-03-22 15:30:00+00:00,0,8
2022-03-22 16:30:00+00:00,0,8
2022-03-22 17:30:00+00:00,0,3
2022-03-22 18:30:00+00:00,0,2
2022-03-22 19:30:00+00:00,0,1
2022-03-23 13:30:00+00:00,1,11
2022-03-23 14:30:00+00:00,0,10
2022-03-23 15:30:00+00:00,1,11
2022-03-23 16:30:00+00:00,1,15
2022-03-23 17:30:00+00:00,4,12
2022-03-23 18:30:00+00:00,3,11
2022-03-23 19:30:00+00:00,11,5
2022-03-24 13:30:00+00:00,23,4
2022-03-24 14:30:00+00:00,15,5
2022-03-24 15:30:00+00:00,12,4
2022-03-24 16:30:00+00:00,12,5
2022-03-24 17:30:00+00:00,11,5
2022-03-24 18:30:00+00:00,7,8
2022-03-24 19:30:00+00:00,5,8
2022-03-25 13:30:00+00:00,4,14
2022-03-25 14:30:00+00:00,16,3
2022-03-25 15:30:00+00:00,8,8
2022-03-25 16:30:00+00:00,3,14
2022-03-25 17:30:00+00:00,3,18
2022-03-25 18:30:00+00:00,6,11
2022-03-25 19:30:00+00:00,2,24
2022-03-28 14:30:00+01:00,1,14
2022-03-28 15:30:00+01:00,1,9
2022-03-28 16:30:00+01:00,2,8
2022-03-28 17:30:00+01:00,1,9
2022-03-28 18:30:00+01:00,2,10
2022-03-28 19:30:00+01:00,2,10
2022-03-28 20:30:00+01:00,2,10
2022-03-29 14:30:00+01:00,0,21
2022-03-29 15:30:00+01:00,0,61
2022-03-29 16:30:00+01:00,1,52
2022-03-29 17:30:00+01:00,1,49
2022-03-29 18:30:00+01:00,0,48
2022-03-29 19:30:00+01:00,0,63
2022-03-29 20:30:00+01:00,0,55
2022-03-30 14:30:00+01:00,0,48
2022-03-30 15:30:00+01:00,0,34
2022-03-30 16:30:00+01:00,1,53
2022-03-30 17:30:00+01:00,1,41
2022-03-30 18:30:00+01:00,0,27
2022-03-30 19:30:00+01:00,0,14
2022-03-30 20:30:00+01:00,2,14
2022-03-31 14:30:00+01:00,15,13
2022-03-31 15:30:00+01:00,16,17
2022-03-31 16:30:00+01:00,16,14
2022-03-31 17:30:00+01:00,12,16
2022-03-31 18:30:00+01:00,30,12
2022-03-31 19:30:00+01:00,34,6
2022-03-31 20:30:00+01:00,45,1
2022-04-01 14:30:00+01:00,33,0
2022-04-01 15:30:00+01:00,27,1
2022-04-01 16:30:00+01:00,37,1
2022-04-01 17:30:00+01:00,38,1
2022-04-01 18:30:00+01:00,25,1
2022-04-01 19:30:00+01:00,22,4
2022-04-01 20:30:00+01:00,14,3
2022-04-04 14:30:00+01:00,7,11
2022-04-04 15:30:00+01:00,9,10
2022-04-04 16:30:00+01:00,7,16
2022-04-04 17:30:00+01:00,9,16
2022-04-04 18:30:00+01:00,9,15
2022-04-04 19:30:00+01:00,4,17
2022-04-04 20:30:00+01:00,3,33
2022-04-05 14:30:00+01:00,9,14
2022-04-05 15:30:00+01:00,10,17
2022-04-05 16:30:00+01:00,8,13
2022-04-05 17:30:00+01:00,4,14
2022-04-05 18:30:00+01:00,6,9
2022-04-05 19:30:00+01:00,8,5
2022-04-05 20:30:00+01:00,8,2
2022-04-06 14:30:00+01:00,56,5
2022-04-06 15:30:00+01:00,57,4
2022-04-06 16:30:00+01:00,61,8
2022-04-06 17:30:00+01:00,49,11
2022-04-06 18:30:00+01:00,54,6
2022-04-06 19:30:00+01:00,53,6
2022-04-06 20:30:00+01:00,50,8
2022-04-07 14:30:00+01:00,36,4
2022-04-07 15:30:00+01:00,42,4
2022-04-07 16:30:00+01:00,38,4
2022-04-07 17:30:00+01:00,33,6
2022-04-07 18:30:00+01:00,28,8
2022-04-07 19:30:00+01:00,13,7
2022-04-07 20:30:00+01:00,17,10
2022-04-08 14:30:00+01:00,1,12
2022-04-08 15:30:00+01:00,1,13
2022-04-08 16:30:00+01:00,3,15
2022-04-08 17:30:00+01:00,3,10
2022-04-08 18:30:00+01:00,3,13
2022-04-08 19:30:00+01:00,5,10
2022-04-08 20:30:00+01:00,9,8
2022-04-11 14:30:00+01:00,34,7
2022-04-11 15:30:00+01:00,18,9
2022-04-11 16:30:00+01:00,16,8
2022-04-11 17:30:00+01:00,20,3
2022-04-11 18:30:00+01:00,29,1
2022-04-11 19:30:00+01:00,45,1
2022-04-11 20:30:00+01:00,50,2
2022-04-12 14:30:00+01:00,11,3
2022-04-12 15:30:00+01:00,16,1
2022-04-12 16:30:00+01:00,24,1
2022-04-12 17:30:00+01:00,22,2
2022-04-12 18:30:00+01:00,26,2
2022-04-12 19:30:00+01:00,35,1
2022-04-12 20:30:00+01:00,26,1
2022-04-13 14:30:00+01:00,5,3
2022-04-13 15:30:00+01:00,4,8
2022-04-13 16:30:00+01:00,6,6
2022-04-13 17:30:00+01:00,5,6
2022-04-13 18:30:00+01:00,3,8
2022-04-13 19:30:00+01:00,1,9
2022-04-13 20:30:00+01:00,0,11
2022-04-14 14:30:00+01:00,5,6
2022-04-14 15:30:00+01:00,5,4
2022-04-14 16:30:00+01:00,4,7
2022-04-14 17:30:00+01:00,4,9
2022-04-14 18:30:00+01:00,1,17
2022-04-14 19:30:00+01:00,2,15
2022-04-14 20:30:00+01:00,3,11
2022-04-18 14:30:00+01:00,16,3
2022-04-18 15:30:00+01:00,35,2
2022-04-18 16:30:00+01:00,46,1
2022-04-18 17:30:00+01:00,39,1
2022-04-18 18:30:00+01:00,26,3
2022-04-18 19:30:00+01:00,43,1
2022-04-18 20:30:00+01:00,34,1
2022-04-19 14:30:00+01:00,6,2
2022-04-19 15:30:00+01:00,4,4
2022-04-19 16:30:00+01:00,4,8
2022-04-19 17:30:00+01:00,5,7
2022-04-19 18:30:00+01:00,5,4
2022-04-19 19:30:00+01:00,3,18
2022-04-19 20:30:00+01:00,2,27
2022-04-20 14:30:00+01:00,1,33
2022-04-20 15:30:00+01:00,1,35
2022-04-20 16:30:00+01:00,1,45
2022-04-20 17:30:00+01:00,1,45
2022-04-20 18:30:00+01:00,5,34
2022-04-20 19:30:00+01:00,4,40
2022-04-20 20:30:00+01:00,6,34
2022-04-21 14:30:00+01:00,11,31
2022-04-21 15:30:00+01:00,20,17
2022-04-21 16:30:00+01:00,26,12
2022-04-21 17:30:00+01:00,26,15
2022-04-21 18:30:00+01:00,32,11
2022-04-21 19:30:00+01:00,38,4
2022-04-21 20:30:00+01:00,40,2
2022-04-22 14:30:00+01:00,61,1
2022-04-22 15:30:00+01:00,51,1
2022-04-22 16:30:00+01:00,58,0
2022-04-22 17:30:00+01:00,65,2
2022-04-22 18:30:00+01:00,71,0
2022-04-22 19:30:00+01:00,73,2
2022-04-22 20:30:00+01:00,75,1
2022-04-25 14:30:00+01:00,72,1
2022-04-25 15:30:00+01:00,71,1
2022-04-25 16:30:00+01:00,54,2
2022-04-25 17:30:00+01:00,53,0
2022-04-25 18:30:00+01:00,32,3
2022-04-25 19:30:00+01:00,22,0
2022-04-25 20:30:00+01:00,11,3
2022-04-26 14:30:00+01:00,16,0
2022-04-26 15:30:00+01:00,26,1
2022-04-26 16:30:00+01:00,12,2
2022-04-26 17:30:00+01:00,19,4
2022-04-26 18:30:00+01:00,10,1
2022-04-26 19:30:00+01:00,15,0
2022-04-26 20:30:00+01:00,14,0
2022-04-27 14:30:00+01:00,28,4
2022-04-27 15:30:00+01:00,10,6
2022-04-27 16:30:00+01:00,5,4
2022-04-27 17:30:00+01:00,8,4
2022-04-27 18:30:00+01:00,15,2
2022-04-27 19:30:00+01:00,21,3
2022-04-27 20:30:00+01:00,46,1
2022-04-28 14:30:00+01:00,21,2
2022-04-28 15:30:00+01:00,14,4
2022-04-28 16:30:00+01:00,7,5
2022-04-28 17:30:00+01:00,4,14
2022-04-28 18:30:00+01:00,4,16
2022-04-28 19:30:00+01:00,2,35
2022-04-28 20:30:00+01:00,2,43
2022-04-29 14:30:00+01:00,4,29
2022-04-29 15:30:00+01:00,6,21
2022-04-29 16:30:00+01:00,8,10
2022-04-29 17:30:00+01:00,8,10
2022-04-29 18:30:00+01:00,10,7
2022-04-29 19:30:00+01:00,10,6
2022-04-29 20:30:00+01:00,11,5
2022-05-02 14:30:00+01:00,3,6
2022-05-02 15:30:00+01:00,13,3
2022-05-02 16:30:00+01:00,22,4
2022-05-02 17:30:00+01:00,42,2
2022-05-02 18:30:00+01:00,60,2
2022-05-02 19:30:00+01:00,28,2
2022-05-02 20:30:00+01:00,22,2
2022-05-03 14:30:00+01:00,9,0
2022-05-03 15:30:00+01:00,8,0
2022-05-03 16:30:00+01:00,9,1
2022-05-03 17:30:00+01:00,8,0
2022-05-03 18:30:00+01:00,9,1
2022-05-03 19:30:00+01:00,3,2
2022-05-03 20:30:00+01:00,0,6
2022-05-04 14:30:00+01:00,9,3
2022-05-04 15:30:00+01:00,8,5
2022-05-04 16:30:00+01:00,3,5
2022-05-04 17:30:00+01:00,1,16
2022-05-04 18:30:00+01:00,1,28
2022-05-04 19:30:00+01:00,0,36
2022-05-04 20:30:00+01:00,0,35
2022-05-05 14:30:00+01:00,3,6
2022-05-05 15:30:00+01:00,3,1
2022-05-05 16:30:00+01:00,3,2
2022-05-05 17:30:00+01:00,3,1
2022-05-05 18:30:00+01:00,3,1
2022-05-05 19:30:00+01:00,6,2
2022-05-05 20:30:00+01:00,3,1
2022-05-06 14:30:00+01:00,2,2
2022-05-06 15:30:00+01:00,3,2
2022-05-06 16:30:00+01:00,4,2
2022-05-06 17:30:00+01:00,11,3
2022-05-06 18:30:00+01:00,16,0
2022-05-06 19:30:00+01:00,71,2
2022-05-06 20:30:00+01:00,64,0
2022-05-09 14:30:00+01:00,55,0
2022-05-09 15:30:00+01:00,52,1
2022-05-09 16:30:00+01:00,37,1
2022-05-09 17:30:00+01:00,45,1
2022-05-09 18:30:00+01:00,40,2
2022-05-09 19:30:00+01:00,37,5
2022-05-09 20:30:00+01:00,62,0
2022-05-10 14:30:00+01:00,15,5
2022-05-10 15:30:00+01:00,52,1
2022-05-10 16:30:00+01:00,45,1
2022-05-10 17:30:00+01:00,24,2
2022-05-10 18:30:00+01:00,7,0
2022-05-10 19:30:00+01:00,7,0
2022-05-10 20:30:00+01:00,16,0
2022-05-11 14:30:00+01:00,1,4
2022-05-11 15:30:00+01:00,2,5
2022-05-11 16:30:00+01:00,9,1
2022-05-11 17:30:00+01:00,12,1
2022-05-11 18:30:00+01:00,9,1
2022-05-11 19:30:00+01:00,11,1
2022-05-11 20:30:00+01:00,11,2
2022-05-12 14:30:00+01:00,18,1
2022-05-12 15:30:00+01:00,6,2
2022-05-12 16:30:00+01:00,10,3
2022-05-12 17:30:00+01:00,22,2
2022-05-12 18:30:00+01:00,45,1
2022-05-12 19:30:00+01:00,37,1
2022-05-12 20:30:00+01:00,21,3
2022-05-13 14:30:00+01:00,0,3
2022-05-13 15:30:00+01:00,0,5
2022-05-13 16:30:00+01:00,0,13
2022-05-13 17:30:00+01:00,0,21
2022-05-13 18:30:00+01:00,0,15
2022-05-13 19:30:00+01:00,0,37
2022-05-13 20:30:00+01:00,0,41
2022-05-16 14:30:00+01:00,0,33
2022-05-16 15:30:00+01:00,0,10
2022-05-16 16:30:00+01:00,0,19
2022-05-16 17:30:00+01:00,0,27
2022-05-16 18:30:00+01:00,1,52
2022-05-16 19:30:00+01:00,0,25
2022-05-16 20:30:00+01:00,0,12
2022-05-17 14:30:00+01:00,6,6
2022-05-17 15:30:00+01:00,3,5
2022-05-17 16:30:00+01:00,5,7
2022-05-17 17:30:00+01:00,4,9
2022-05-17 18:30:00+01:00,5,8
2022-05-17 19:30:00+01:00,9,5
2022-05-17 20:30:00+01:00,7,7
2022-05-18 14:30:00+01:00,14,3
2022-05-18 15:30:00+01:00,10,5
2022-05-18 16:30:00+01:00,12,4
2022-05-18 17:30:00+01:00,18,4
2022-05-18 18:30:00+01:00,28,1
2022-05-18 19:30:00+01:00,24,0
2022-05-18 20:30:00+01:00,21,0
2022-05-19 14:30:00+01:00,32,2
2022-05-19 15:30:00+01:00,30,2
2022-05-19 16:30:00+01:00,27,3
2022-05-19 17:30:00+01:00,35,3
2022-05-19 18:30:00+01:00,22,2
2022-05-19 19:30:00+01:00,44,0
2022-05-19 20:30:00+01:00,45,0
2022-05-20 14:30:00+01:00,23,3
2022-05-20 15:30:00+01:00,25,2
2022-05-20 16:30:00+01:00,24,1
2022-05-20 17:30:00+01:00,29,1
2022-05-20 18:30:00+01:00,20,1
2022-05-20 19:30:00+01:00,5,3
2022-05-20 20:30:00+01:00,1,4
2022-05-23 14:30:00+01:00,0,11
2022-05-23 15:30:00+01:00,1,13
2022-05-23 16:30:00+01:00,0,10
2022-05-23 17:30:00+01:00,0,8
2022-05-23 18:30:00+01:00,0,6
2022-05-23 19:30:00+01:00,0,6
2022-05-23 20:30:00+01:00,0,8
2022-05-24 14:30:00+01:00,10,4
2022-05-24 15:30:00+01:00,2,5
2022-05-24 16:30:00+01:00,0,12
2022-05-24 17:30:00+01:00,0,17
2022-05-24 18:30:00+01:00,1,18
2022-05-24 19:30:00+01:00,6,14
2022-05-24 20:30:00+01:00,11,9
2022-05-25 14:30:00+01:00,4,6
2022-05-25 15:30:00+01:00,2,6
2022-05-25 16:30:00+01:00,12,4
2022-05-25 17:30:00+01:00,7,7
2022-05-25 18:30:00+01:00,6,6
2022-05-25 19:30:00+01:00,1,10
2022-05-25 20:30:00+01:00,4,8
2022-05-26 14:30:00+01:00,0,59
2022-05-26 15:30:00+01:00,0,62
2022-05-26 16:30:00+01:00,0,60
2022-05-26 17:30:00+01:00,0,68
2022-05-26 18:30:00+01:00,0,65
2022-05-26 19:30:00+01:00,0,55
2022-05-26 20:30:00+01:00,1,52
2022-05-27 14:30:00+01:00,0,69
2022-05-27 15:30:00+01:00,0,71
2022-05-27 16:30:00+01:00,0,73
2022-05-27 17:30:00+01:00,0,74
2022-05-27 18:30:00+01:00,0,68
2022-05-27 19:30:00+01:00,1,68
2022-05-27 20:30:00+01:00,0,74
2022-05-31 14:30:00+01:00,3,37
2022-05-31 15:30:00+01:00,2,35
2022-05-31 16:30:00+01:00,1,34
2022-05-31 17:30:00+01:00,2,31
2022-05-31 18:30:00+01:00,0,28
2022-05-31 19:30:00+01:00,1,35
2022-05-31 20:30:00+01:00,1,26
2022-06-01 14:30:00+01:00,12,7
2022-06-01 15:30:00+01:00,17,2
2022-06-01 16:30:00+01:00,23,1
2022-06-01 17:30:00+01:00,18,2
2022-06-01 18:30:00+01:00,10,2
2022-06-01 19:30:00+01:00,16,2
2022-06-01 20:30:00+01:00,23,2
2022-06-02 14:30:00+01:00,11,2
2022-06-02 15:30:00+01:00,6,7
2022-06-02 16:30:00+01:00,5,8
2022-06-02 17:30:00+01:00,3,11
2022-06-02 18:30:00+01:00,3,11
2022-06-02 19:30:00+01:00,3,14
2022-06-02 20:30:00+01:00,2,21
2022-06-03 14:30:00+01:00,1,11
2022-06-03 15:30:00+01:00,2,8
2022-06-03 16:30:00+01:00,0,12
2022-06-03 17:30:00+01:00,0,12
2022-06-03 18:30:00+01:00,0,8
2022-06-03 19:30:00+01:00,2,6
2022-06-03 20:30:00+01:00,1,12
2022-06-06 14:30:00+01:00,0,23
2022-06-06 15:30:00+01:00,2,6
2022-06-06 16:30:00+01:00,4,2
2022-06-06 17:30:00+01:00,8,2
2022-06-06 18:30:00+01:00,14,1
2022-06-06 19:30:00+01:00,16,1
2022-06-06 20:30:00+01:00,22,1
2022-06-07 14:30:00+01:00,12,5
2022-06-07 15:30:00+01:00,6,12
2022-06-07 16:30:00+01:00,9,8
2022-06-07 17:30:00+01:00,3,9
2022-06-07 18:30:00+01:00,3,11
2022-06-07 19:30:00+01:00,3,13
2022-06-07 20:30:00+01:00,0,14
2022-06-08 14:30:00+01:00,9,9
2022-06-08 15:30:00+01:00,5,23
2022-06-08 16:30:00+01:00,3,25
2022-06-08 17:30:00+01:00,7,16
2022-06-08 18:30:00+01:00,9,13
2022-06-08 19:30:00+01:00,4,17
2022-06-08 20:30:00+01:00,8,13
2022-06-09 14:30:00+01:00,5,7
2022-06-09 15:30:00+01:00,9,1
2022-06-09 16:30:00+01:00,4,2
2022-06-09 17:30:00+01:00,15,1
2022-06-09 18:30:00+01:00,31,1
2022-06-09 19:30:00+01:00,47,0
2022-06-09 20:30:00+01:00,59,0
2022-06-10 14:30:00+01:00,81,0
2022-06-10 15:30:00+01:00,86,0
2022-06-10 16:30:00+01:00,84,0
2022-06-10 17:30:00+01:00,75,1
2022-06-10 18:30:00+01:00,72,0
2022-06-10 19:30:00+01:00,74,0
2022-06-10 20:30:00+01:00,81,0
2022-06-13 14:30:00+01:00,91,1
2022-06-13 15:30:00+01:00,91,0
2022-06-13 16:30:00+01:00,89,0
2022-06-13 17:30:00+01:00,90,0
2022-06-13 18:30:00+01:00,89,0
2022-06-13 19:30:00+01:00,89,0
2022-06-13 20:30:00+01:00,86,0
2022-06-14 14:30:00+01:00,67,0
2022-06-14 15:30:00+01:00,60,0
2022-06-14 16:30:00+01:00,59,1
2022-06-14 17:30:00+01:00,55,0
2022-06-14 18:30:00+01:00,62,1
2022-06-14 19:30:00+01:00,76,0
2022-06-14 20:30:00+01:00,58,0
2022-06-15 14:30:00+01:00,3,9
2022-06-15 15:30:00+01:00,5,12
2022-06-15 16:30:00+01:00,5,9
2022-06-15 17:30:00+01:00,3,10
2022-06-15 18:30:00+01:00,4,7
2022-06-15 19:30:00+01:00,0,36
2022-06-15 20:30:00+01:00,0,14
2022-06-16 14:30:00+01:00,1,0
2022-06-16 15:30:00+01:00,3,2
2022-06-16 16:30:00+01:00,2,3
2022-06-16 17:30:00+01:00,4,1
2022-06-16 18:30:00+01:00,7,1
2022-06-16 19:30:00+01:00,3,1
2022-06-16 20:30:00+01:00,3,0
2022-06-17 14:30:00+01:00,20,2
2022-06-17 15:30:00+01:00,7,0
2022-06-17 16:30:00+01:00,13,2
2022-06-17 17:30:00+01:00,5,0
2022-06-17 18:30:00+01:00,3,2
2022-06-17 19:30:00+01:00,31,0
2022-06-17 20:30:00+01:00,27,2
2022-06-21 14:30:00+01:00,1,33
2022-06-21 15:30:00+01:00,0,38
2022-06-21 16:30:00+01:00,1,34
2022-06-21 17:30:00+01:00,1,34
2022-06-21 18:30:00+01:00,1,56
2022-06-21 19:30:00+01:00,0,51
2022-06-21 20:30:00+01:00,1,47
2022-06-22 14:30:00+01:00,2,60
2022-06-22 15:30:00+01:00,3,47
2022-06-22 16:30:00+01:00,2,36
2022-06-22 17:30:00+01:00,2,32
2022-06-22 18:30:00+01:00,2,34
2022-06-22 19:30:00+01:00,3,20
2022-06-22 20:30:00+01:00,3,24
2022-06-23 14:30:00+01:00,15,20
2022-06-23 15:30:00+01:00,10,21
2022-06-23 16:30:00+01:00,14,21
2022-06-23 17:30:00+01:00,21,15
2022-06-23 18:30:00+01:00,16,26
2022-06-23 19:30:00+01:00,11,27
2022-06-23 20:30:00+01:00,10,30
2022-06-24 14:30:00+01:00,0,41
2022-06-24 15:30:00+01:00,0,32
2022-06-24 16:30:00+01:00,0,47
2022-06-24 17:30:00+01:00,0,42
2022-06-24 18:30:00+01:00,0,41
2022-06-24 19:30:00+01:00,0,56
2022-06-24 20:30:00+01:00,0,65
2022-06-27 14:30:00+01:00,1,38
2022-06-27 15:30:00+01:00,0,45
2022-06-27 16:30:00+01:00,0,40
2022-06-27 17:30:00+01:00,0,54
2022-06-27 18:30:00+01:00,0,44
2022-06-27 19:30:00+01:00,0,40
2022-06-27 20:30:00+01:00,0,34
2022-06-28 14:30:00+01:00,0,11
2022-06-28 15:30:00+01:00,3,5
2022-06-28 16:30:00+01:00,13,5
2022-06-28 17:30:00+01:00,18,4
2022-06-28 18:30:00+01:00,21,4
2022-06-28 19:30:00+01:00,29,4
2022-06-28 20:30:00+01:00,54,1
2022-06-29 14:30:00+01:00,38,2
2022-06-29 15:30:00+01:00,63,2
2022-06-29 16:30:00+01:00,61,0
2022-06-29 17:30:00+01:00,58,0
2022-06-29 18:30:00+01:00,48,1
2022-06-29 19:30:00+01:00,49,2
2022-06-29 20:30:00+01:00,47,1
2022-06-30 14:30:00+01:00,71,1
2022-06-30 15:30:00+01:00,22,1
2022-06-30 16:30:00+01:00,5,2
2022-06-30 17:30:00+01:00,5,2
2022-06-30 18:30:00+01:00,4,2
2022-06-30 19:30:00+01:00,5,6
2022-06-30 20:30:00+01:00,4,4
2022-07-01 14:30:00+01:00,11,6
2022-07-01 15:30:00+01:00,9,8
2022-07-01 16:30:00+01:00,6,7
2022-07-01 17:30:00+01:00,8,6
2022-07-01 18:30:00+01:00,6,9
2022-07-01 19:30:00+01:00,5,8
2022-07-01 20:30:00+01:00,5,12
2022-07-05 14:30:00+01:00,3,28
2022-07-05 15:30:00+01:00,18,17
2022-07-05 16:30:00+01:00,16,17
2022-07-05 17:30:00+01:00,14,23
2022-07-05 18:30:00+01:00,9,26
2022-07-05 19:30:00+01:00,4,35
2022-07-05 20:30:00+01:00,4,41
2022-07-06 14:30:00+01:00,1,39
2022-07-06 15:30:00+01:00,3,33
2022-07-06 16:30:00+01:00,2,35
2022-07-06 17:30:00+01:00,1,39
2022-07-06 18:30:00+01:00,1,37
2022-07-06 19:30:00+01:00,1,41
2022-07-06 20:30:00+01:00,0,26
2022-07-07 14:30:00+01:00,2,52
2022-07-07 15:30:00+01:00,0,64
2022-07-07 16:30:00+01:00,0,54
2022-07-07 17:30:00+01:00,1,53
2022-07-07 18:30:00+01:00,1,51
2022-07-07 19:30:00+01:00,1,45
2022-07-07 20:30:00+01:00,3,41
2022-07-08 14:30:00+01:00,0,40
2022-07-08 15:30:00+01:00,0,56
2022-07-08 16:30:00+01:00,0,23
2022-07-08 17:30:00+01:00,1,24
2022-07-08 18:30:00+01:00,1,25
2022-07-08 19:30:00+01:00,1,13
2022-07-08 20:30:00+01:00,1,24
2022-07-11 14:30:00+01:00,8,2
2022-07-11 15:30:00+01:00,9,1
2022-07-11 16:30:00+01:00,15,1
2022-07-11 17:30:00+01:00,8,0
2022-07-11 18:30:00+01:00,16,0
2022-07-11 19:30:00+01:00,21,0
2022-07-11 20:30:00+01:00,20,0
2022-07-12 14:30:00+01:00,30,0
2022-07-12 15:30:00+01:00,32,2
2022-07-12 16:30:00+01:00,20,2
2022-07-12 17:30:00+01:00,29,1
2022-07-12 18:30:00+01:00,34,1
2022-07-12 19:30:00+01:00,45,0
2022-07-12 20:30:00+01:00,42,0
2022-07-13 14:30:00+01:00,34,2
2022-07-13 15:30:00+01:00,27,2
2022-07-13 16:30:00+01:00,19,3
2022-07-13 17:30:00+01:00,22,2
2022-07-13 18:30:00+01:00,20,3
2022-07-13 19:30:00+01:00,18,4
2022-07-13 20:30:00+01:00,21,2
2022-07-14 14:30:00+01:00,35,1
2022-07-14 15:30:00+01:00,32,0
2022-07-14 16:30:00+01:00,29,2
2022-07-14 17:30:00+01:00,20,2
2022-07-14 18:30:00+01:00,19,3
2022-07-14 19:30:00+01:00,7,12
2022-07-14 20:30:00+01:00,11,10
2022-07-15 14:30:00+01:00,4,24
2022-07-15 15:30:00+01:00,11,19
2022-07-15 16:30:00+01:00,9,15
2022-07-15 17:30:00+01:00,8,13
2022-07-15 18:30:00+01:00,8,12
2022-07-15 19:30:00+01:00,4,17
2022-07-15 20:30:00+01:00,3,22
2022-07-18 14:30:00+01:00,0,71
2022-07-18 15:30:00+01:00,0,62
2022-07-18 16:30:00+01:00,0,69
2022-07-18 17:30:00+01:00,0,65
2022-07-18 18:30:00+01:00,2,16
2022-07-18 19:30:00+01:00,6,8
2022-07-18 20:30:00+01:00,4,7
2022-07-19 14:30:00+01:00,2,20
2022-07-19 15:30:00+01:00,0,28
2022-07-19 16:30:00+01:00,0,28
2022-07-19 17:30:00+01:00,1,28
2022-07-19 18:30:00+01:00,0,29
2022-07-19 19:30:00+01:00,0,33
2022-07-19 20:30:00+01:00,1,29
2022-07-20 14:30:00+01:00,3,38
2022-07-20 15:30:00+01:00,1,42
2022-07-20 16:30:00+01:00,4,43
2022-07-20 17:30:00+01:00,3,36
2022-07-20 18:30:00+01:00,0,64
2022-07-20 19:30:00+01:00,0,73
2022-07-20 20:30:00+01:00,1,69
2022-07-21 14:30:00+01:00,4,53
2022-07-21 15:30:00+01:00,3,54
2022-07-21 16:30:00+01:00,1,55
2022-07-21 17:30:00+01:00,2,53
2022-07-21 18:30:00+01:00,4,52
2022-07-21 19:30:00+01:00,4,48
2022-07-21 20:30:00+01:00,4,51
2022-07-22 14:30:00+01:00,2,26
2022-07-22 15:30:00+01:00,5,8
2022-07-22 16:30:00+01:00,9,6
2022-07-22 17:30:00+01:00,8,8
2022-07-22 18:30:00+01:00,9,2
2022-07-22 19:30:00+01:00,10,3
2022-07-22 20:30:00+01:00,10,5
2022-07-25 14:30:00+01:00,11,8
2022-07-25 15:30:00+01:00,17,7
2022-07-25 16:30:00+01:00,28,6
2022-07-25 17:30:00+01:00,25,8
2022-07-25 18:30:00+01:00,36,5
2022-07-25 19:30:00+01:00,38,4
2022-07-25 20:30:00+01:00,31,5
2022-07-26 14:30:00+01:00,47,4
2022-07-26 15:30:00+01:00,42,5
2022-07-26 16:30:00+01:00,32,6
2022-07-26 17:30:00+01:00,27,9
2022-07-26 18:30:00+01:00,28,8
2022-07-26 19:30:00+01:00,40,9
2022-07-26 20:30:00+01:00,41,7
2022-07-27 14:30:00+01:00,5,12
2022-07-27 15:30:00+01:00,5,6
2022-07-27 16:30:00+01:00,4,6
2022-07-27 17:30:00+01:00,5,6
2022-07-27 18:30:00+01:00,5,12
2022-07-27 19:30:00+01:00,0,37
2022-07-27 20:30:00+01:00,2,14
2022-07-28 14:30:00+01:00,2,25
2022-07-28 15:30:00+01:00,1,51
2022-07-28 16:30:00+01:00,3,47
2022-07-28 17:30:00+01:00,4,50
2022-07-28 18:30:00+01:00,1,62
2022-07-28 19:30:00+01:00,1,68
2022-07-28 20:30:00+01:00,1,68
2022-07-29 14:30:00+01:00,2,55
2022-07-29 15:30:00+01:00,5,38
2022-07-29 16:30:00+01:00,4,38
2022-07-29 17:30:00+01:00,4,49
2022-07-29 18:30:00+01:00,3,49
2022-07-29 19:30:00+01:00,4,36
2022-07-29 20:30:00+01:00,6,45
2022-08-01 14:30:00+01:00,0,48
2022-08-01 15:30:00+01:00,5,36
2022-08-01 16:30:00+01:00,3,30
2022-08-01 17:30:00+01:00,3,17
2022-08-01 18:30:00+01:00,8,14
2022-08-01 19:30:00+01:00,6,12
2022-08-01 20:30:00+01:00,3,15
2022-08-02 14:30:00+01:00,3,4
2022-08-02 15:30:00+01:00,0,20
2022-08-02 16:30:00+01:00,0,27
2022-08-02 17:30:00+01:00,0,12
2022-08-02 18:30:00+01:00,0,13
2022-08-02 19:30:00+01:00,0,10
2022-08-02 20:30:00+01:00,0,4
2022-08-03 14:30:00+01:00,4,18
