Date_Time,Buy_Count,Sell_Count,B_S,Position,Close
2023-04-05 14:30:00+00:00,36,9,27,No Signal,12925.46582
2023-04-05 15:30:00+00:00,35,7,28,No Signal,12903.25195
2023-04-05 16:30:00+00:00,31,9,22,No Signal,12926.93066
2023-04-05 17:30:00+00:00,28,9,19,No Signal,12941.36816
2023-04-05 18:30:00+00:00,36,8,28,No Signal,12941.68652
2023-04-05 19:30:00+00:00,39,8,31,No Signal,12966.76465
2023-04-06 13:30:00+00:00,47,8,39,No Signal,12918.74707
2023-04-06 14:30:00+00:00,36,10,26,No Signal,12962.87695
2023-04-06 15:30:00+00:00,21,14,7,No Signal,13028.08594
2023-04-06 16:30:00+00:00,25,14,11,No Signal,13037.36328
2023-04-06 17:30:00+00:00,18,14,4,No Signal,13071.3584
2023-04-06 18:30:00+00:00,17,14,3,No Signal,13061.70996
2023-04-06 19:30:00+00:00,24,12,12,No Signal,13060.96387
2023-04-10 13:30:00+00:00,16,3,13,No Signal,12886.55957
2023-04-10 14:30:00+00:00,4,10,-6,No Signal,12955.69824
2023-04-10 15:30:00+00:00,7,9,-2,No Signal,12937.35938
2023-04-10 16:30:00+00:00,2,13,-11,No Signal,13023.16113
2023-04-10 17:30:00+00:00,3,14,-11,No Signal,13030.01172
2023-04-10 18:30:00+00:00,2,12,-10,No Signal,13027.27148
2023-04-10 19:30:00+00:00,1,11,-10,No Signal,13046.6377
2023-04-11 13:30:00+00:00,2,20,-18,No Signal,12996.75293
2023-04-11 14:30:00+00:00,3,18,-15,No Signal,12967.41602
2023-04-11 15:30:00+00:00,7,17,-10,No Signal,12977.31934
2023-04-11 16:30:00+00:00,5,16,-11,No Signal,12991.94922
2023-04-11 17:30:00+00:00,1,16,-15,No Signal,13016.24414
2023-04-11 18:30:00+00:00,3,20,-17,No Signal,13013.52441
2023-04-11 19:30:00+00:00,4,14,-10,No Signal,12964.92383
2023-04-12 13:30:00+00:00,2,39,-37,Short,13011.01855
2023-04-12 14:30:00+00:00,4,17,-13,No Signal,12919.52539
2023-04-12 15:30:00+00:00,3,18,-15,No Signal,12971.88574
2023-04-12 16:30:00+00:00,5,13,-8,No Signal,12984.28809
2023-04-12 17:30:00+00:00,8,9,-1,No Signal,12913.52441
2023-04-12 18:30:00+00:00,16,5,11,No Signal,12845.78418
2023-04-12 19:30:00+00:00,16,3,13,No Signal,12848.96289
2023-04-13 13:30:00+00:00,13,6,7,No Signal,13028.0459
2023-04-13 14:30:00+00:00,12,9,3,No Signal,13026.3252
2023-04-13 15:30:00+00:00,7,4,3,No Signal,13052.94629
2023-04-13 16:30:00+00:00,4,3,1,No Signal,13060.56055
2023-04-13 17:30:00+00:00,4,6,-2,No Signal,13100.9873
2023-04-13 18:30:00+00:00,5,6,-1,No Signal,13116.47363
2023-04-13 19:30:00+00:00,4,8,-4,No Signal,13108.26465
2023-04-14 13:30:00+00:00,5,2,3,No Signal,13043.67188
2023-04-14 14:30:00+00:00,4,10,-6,No Signal,13036.98828
2023-04-14 15:30:00+00:00,8,6,2,No Signal,13008.9082
2023-04-14 16:30:00+00:00,9,3,6,No Signal,12986.42578
2023-04-14 17:30:00+00:00,1,10,-9,No Signal,13053.13379
2023-04-14 18:30:00+00:00,2,23,-21,No Signal,13057.9209
2023-04-14 19:30:00+00:00,1,26,-25,No Signal,13080.94336
2023-04-17 13:30:00+00:00,6,18,-12,No Signal,13055.50586
2023-04-17 14:30:00+00:00,8,12,-4,No Signal,13021.95605
2023-04-17 15:30:00+00:00,12,9,3,No Signal,12995.9082
2023-04-17 16:30:00+00:00,10,9,1,No Signal,13021.14551
2023-04-17 17:30:00+00:00,11,7,4,No Signal,13008.21875
2023-04-17 18:30:00+00:00,11,9,2,No Signal,13075.07813
2023-04-17 19:30:00+00:00,8,9,-1,No Signal,13086.82227
2023-04-18 13:30:00+00:00,5,17,-12,No Signal,13079.94238
2023-04-18 14:30:00+00:00,6,22,-16,No Signal,13087.85449
2023-04-18 15:30:00+00:00,5,25,-20,No Signal,13100.6709
2023-04-18 16:30:00+00:00,7,26,-19,No Signal,13073.84863
2023-04-18 17:30:00+00:00,7,22,-15,No Signal,13090.5957
2023-04-18 18:30:00+00:00,7,22,-15,No Signal,13076.64063
2023-04-18 19:30:00+00:00,8,19,-11,No Signal,13093.82813
2023-04-19 13:30:00+00:00,14,5,9,No Signal,13020.85449
2023-04-19 14:30:00+00:00,11,7,4,No Signal,13052.63086
2023-04-19 15:30:00+00:00,5,14,-9,No Signal,13094.4834
2023-04-19 16:30:00+00:00,8,13,-5,No Signal,13111.59863
2023-04-19 17:30:00+00:00,8,13,-5,No Signal,13107.88379
2023-04-19 18:30:00+00:00,15,12,3,No Signal,13106.78223
2023-04-19 19:30:00+00:00,19,10,9,No Signal,13088.6123
2023-04-20 13:30:00+00:00,19,10,9,No Signal,13042.88965
2023-04-20 14:30:00+00:00,20,14,6,No Signal,13033.57617
2023-04-20 15:30:00+00:00,22,16,6,No Signal,13055.88379
2023-04-20 16:30:00+00:00,11,26,-15,No Signal,13101.39648
2023-04-20 17:30:00+00:00,18,10,8,No Signal,13018.4209
2023-04-20 18:30:00+00:00,25,2,23,Long,12936.39063
2023-04-20 19:30:00+00:00,17,2,15,No Signal,12984.90723
2023-04-21 13:30:00+00:00,15,8,7,No Signal,12974.2207
2023-04-21 14:30:00+00:00,13,6,7,No Signal,12977.82715
2023-04-21 15:30:00+00:00,18,4,14,No Signal,12980.77441
2023-04-21 16:30:00+00:00,24,3,21,No Signal,12983.51855
2023-04-21 17:30:00+00:00,12,6,6,No Signal,13017.43652
2023-04-21 18:30:00+00:00,17,6,11,No Signal,12986.63086
2023-04-21 19:30:00+00:00,9,4,5,No Signal,13001.71582
2023-04-24 13:30:00+00:00,6,7,-1,No Signal,13003.13672
2023-04-24 14:30:00+00:00,13,2,11,No Signal,12911.85547
2023-04-24 15:30:00+00:00,15,2,13,No Signal,12916.23633
2023-04-24 16:30:00+00:00,18,1,17,No Signal,12932.53418
2023-04-24 17:30:00+00:00,9,2,7,No Signal,12963.42188
2023-04-24 18:30:00+00:00,6,12,-6,No Signal,12963.49512
2023-04-24 19:30:00+00:00,7,10,-3,No Signal,12968.51367
2023-04-25 13:30:00+00:00,24,9,15,No Signal,12863.74902
2023-04-25 14:30:00+00:00,27,9,18,No Signal,12869.83301
2023-04-25 15:30:00+00:00,34,8,26,No Signal,12827.63965
2023-04-25 16:30:00+00:00,36,7,29,No Signal,12800.57324
2023-04-25 17:30:00+00:00,45,3,42,No Signal,12774.4209
2023-04-25 18:30:00+00:00,44,4,40,No Signal,12760.91992
2023-04-25 19:30:00+00:00,53,4,49,No Signal,12726.65918
2023-04-26 13:30:00+00:00,54,2,52,No Signal,12838.96191
2023-04-26 14:30:00+00:00,39,6,33,No Signal,12894.68359
2023-04-26 15:30:00+00:00,38,5,33,No Signal,12911.3252
2023-04-26 16:30:00+00:00,42,5,37,No Signal,12869.2832
2023-04-26 17:30:00+00:00,52,5,47,No Signal,12841.88086
2023-04-26 18:30:00+00:00,55,3,52,No Signal,12809.48926
2023-04-26 19:30:00+00:00,57,0,57,No Signal,12806.89941
2023-04-27 13:30:00+00:00,31,8,23,No Signal,13001.76953
2023-04-27 14:30:00+00:00,27,10,17,No Signal,13061.05176
2023-04-27 15:30:00+00:00,21,16,5,No Signal,13078.26172
2023-04-27 16:30:00+00:00,18,20,-2,No Signal,13108.69629
2023-04-27 17:30:00+00:00,14,24,-10,No Signal,13142.66797
2023-04-27 18:30:00+00:00,11,30,-19,No Signal,13163.93164
2023-04-27 19:30:00+00:00,10,33,-23,Short,13157.56738
2023-04-28 13:30:00+00:00,5,41,-36,No Signal,13213.81445
2023-04-28 14:30:00+00:00,12,31,-19,No Signal,13137.92383
2023-04-28 15:30:00+00:00,8,35,-27,No Signal,13179.1084
2023-04-28 16:30:00+00:00,7,47,-40,No Signal,13209.43262
2023-04-28 17:30:00+00:00,6,50,-44,No Signal,13201.05273
2023-04-28 18:30:00+00:00,4,56,-52,No Signal,13210.8125
2023-04-28 19:30:00+00:00,2,59,-57,No Signal,13245.65039
2023-05-01 13:30:00+00:00,5,49,-44,No Signal,13213.73535
2023-05-01 14:30:00+00:00,5,47,-42,No Signal,13195.75293
2023-05-01 15:30:00+00:00,7,44,-37,No Signal,13246.23926
2023-05-01 16:30:00+00:00,9,44,-35,No Signal,13267.38281
2023-05-01 17:30:00+00:00,10,35,-25,No Signal,13250.99609
2023-05-01 18:30:00+00:00,9,26,-17,No Signal,13231.96191
2023-05-01 19:30:00+00:00,7,30,-23,No Signal,13230.3252
2023-05-02 13:30:00+00:00,19,8,11,No Signal,13138.14844
2023-05-02 14:30:00+00:00,20,8,12,No Signal,13063.61133
2023-05-02 15:30:00+00:00,23,6,17,No Signal,13083.48535
2023-05-02 16:30:00+00:00,25,6,19,No Signal,13117.74219
2023-05-02 17:30:00+00:00,25,5,20,Long,13107.33887
2023-05-02 18:30:00+00:00,22,8,14,No Signal,13130.16211
2023-05-02 19:30:00+00:00,31,6,25,No Signal,13111.81055
2023-05-03 13:30:00+00:00,19,8,11,No Signal,13125.42188
2023-05-03 14:30:00+00:00,15,6,9,No Signal,13116.93359
2023-05-03 15:30:00+00:00,19,5,14,No Signal,13141.85742
2023-05-03 16:30:00+00:00,17,5,12,No Signal,13157.83594
2023-05-03 17:30:00+00:00,11,7,4,No Signal,13194.23535
2023-05-03 18:30:00+00:00,17,5,12,No Signal,13060.18359
2023-05-03 19:30:00+00:00,22,5,17,No Signal,13034.76953
2023-05-04 13:30:00+00:00,15,5,10,No Signal,12947.10156
2023-05-04 14:30:00+00:00,8,11,-3,No Signal,13005.21289
2023-05-04 15:30:00+00:00,7,9,-2,No Signal,13008.5293
2023-05-04 16:30:00+00:00,9,7,2,No Signal,13041.78613
2023-05-04 17:30:00+00:00,7,7,0,No Signal,12998.51953
2023-05-04 18:30:00+00:00,12,7,5,No Signal,12997.41895
2023-05-04 19:30:00+00:00,11,4,7,No Signal,12978.26465
2023-05-05 13:30:00+00:00,9,12,-3,No Signal,13167.98438
2023-05-05 14:30:00+00:00,7,11,-4,No Signal,13205.375
2023-05-05 15:30:00+00:00,7,13,-6,No Signal,13182.88281
2023-05-05 16:30:00+00:00,7,11,-4,No Signal,13220.37109
2023-05-05 17:30:00+00:00,9,10,-1,No Signal,13254.63184
2023-05-05 18:30:00+00:00,3,29,-26,Short,13274.72266
2023-05-05 19:30:00+00:00,3,32,-29,No Signal,13256.83105
2023-05-08 13:30:00+00:00,4,33,-29,No Signal,13211.32422
2023-05-08 14:30:00+00:00,5,32,-27,No Signal,13227.28027
2023-05-08 15:30:00+00:00,5,33,-28,No Signal,13253.35254
2023-05-08 16:30:00+00:00,5,30,-25,No Signal,13276.32813
2023-05-08 17:30:00+00:00,5,37,-32,No Signal,13276.4082
2023-05-08 18:30:00+00:00,5,37,-32,No Signal,13280.90039
2023-05-08 19:30:00+00:00,3,42,-39,No Signal,13288.94531
2023-05-09 13:30:00+00:00,8,17,-9,No Signal,13221.58789
2023-05-09 14:30:00+00:00,8,16,-8,No Signal,13214.00781
2023-05-09 15:30:00+00:00,9,14,-5,No Signal,13201.125
2023-05-09 16:30:00+00:00,13,16,-3,No Signal,13219.49707
2023-05-09 17:30:00+00:00,11,10,1,No Signal,13223.49707
2023-05-09 18:30:00+00:00,23,8,15,No Signal,13201.0166
2023-05-09 19:30:00+00:00,18,11,7,No Signal,13200.4541
2023-05-10 13:30:00+00:00,4,18,-14,No Signal,13336.09082
2023-05-10 14:30:00+00:00,6,17,-11,No Signal,13304.99805
2023-05-10 15:30:00+00:00,7,12,-5,No Signal,13296.31445
2023-05-10 16:30:00+00:00,15,7,8,No Signal,13215.57031
2023-05-10 17:30:00+00:00,6,11,-5,No Signal,13288.52246
2023-05-10 18:30:00+00:00,3,13,-10,No Signal,13369.78125
2023-05-10 19:30:00+00:00,5,12,-7,No Signal,13346.72754
2023-05-11 13:30:00+00:00,5,9,-4,No Signal,13346.44629
2023-05-11 14:30:00+00:00,7,9,-2,No Signal,13376.51465
2023-05-11 15:30:00+00:00,7,9,-2,No Signal,13383.40625
2023-05-11 16:30:00+00:00,7,8,-1,No Signal,13374.73145
2023-05-11 17:30:00+00:00,7,11,-4,No Signal,13379.70605
2023-05-11 18:30:00+00:00,5,10,-5,No Signal,13399.10254
2023-05-11 19:30:00+00:00,4,12,-8,No Signal,13387.24512
2023-05-12 13:30:00+00:00,11,6,5,No Signal,13350.27051
2023-05-12 14:30:00+00:00,10,4,6,No Signal,13321.39941
2023-05-12 15:30:00+00:00,16,7,9,No Signal,13297.32227
2023-05-12 16:30:00+00:00,9,10,-1,No Signal,13297.24219
2023-05-12 17:30:00+00:00,15,5,10,No Signal,13270.58789
2023-05-12 18:30:00+00:00,24,4,20,Long,13301.53516
2023-05-12 19:30:00+00:00,11,7,4,No Signal,13338.52441
2023-05-15 13:30:00+00:00,7,6,1,No Signal,13310.46777
2023-05-15 14:30:00+00:00,6,17,-11,No Signal,13373.11621
2023-05-15 15:30:00+00:00,5,19,-14,No Signal,13380.34375
2023-05-15 16:30:00+00:00,2,28,-26,Short,13396.11621
2023-05-15 17:30:00+00:00,3,25,-22,No Signal,13395.25098
2023-05-15 18:30:00+00:00,4,24,-20,No Signal,13404.4502
2023-05-15 19:30:00+00:00,6,26,-20,No Signal,13414.97852
2023-05-16 13:30:00+00:00,12,24,-12,No Signal,13448.8252
2023-05-16 14:30:00+00:00,12,34,-22,No Signal,13481.47168
2023-05-16 15:30:00+00:00,12,30,-18,No Signal,13485.46191
2023-05-16 16:30:00+00:00,10,28,-18,No Signal,13473.92676
2023-05-16 17:30:00+00:00,10,33,-23,No Signal,13468.66113
2023-05-16 18:30:00+00:00,11,29,-18,No Signal,13483.46875
2023-05-16 19:30:00+00:00,18,16,2,No Signal,13426.87793
2023-05-17 13:30:00+00:00,20,13,7,No Signal,13458.09082
2023-05-17 14:30:00+00:00,20,16,4,No Signal,13478.38086
2023-05-17 15:30:00+00:00,15,16,-1,No Signal,13494.83008
2023-05-17 16:30:00+00:00,10,20,-10,No Signal,13584.08887
2023-05-17 17:30:00+00:00,10,18,-8,No Signal,13594.06445
2023-05-17 18:30:00+00:00,12,17,-5,No Signal,13579.71191
2023-05-17 19:30:00+00:00,12,16,-4,No Signal,13588.31836
2023-05-18 13:30:00+00:00,9,38,-29,No Signal,13718.98047
2023-05-18 14:30:00+00:00,8,36,-28,No Signal,13766.82324
2023-05-18 15:30:00+00:00,12,29,-17,No Signal,13729.83105
2023-05-18 16:30:00+00:00,13,36,-23,No Signal,13746.9873
2023-05-18 17:30:00+00:00,11,36,-25,No Signal,13734.17285
2023-05-18 18:30:00+00:00,11,40,-29,No Signal,13791.18359
2023-05-18 19:30:00+00:00,6,51,-45,No Signal,13836.04297
2023-05-19 13:30:00+00:00,3,47,-44,No Signal,13842.55176
2023-05-19 14:30:00+00:00,3,37,-34,No Signal,13805.41504
2023-05-19 15:30:00+00:00,4,32,-28,No Signal,13795.94043
2023-05-19 16:30:00+00:00,4,22,-18,No Signal,13813.63867
2023-05-19 17:30:00+00:00,4,27,-23,No Signal,13775.82422
2023-05-19 18:30:00+00:00,5,27,-22,No Signal,13785.20508
2023-05-19 19:30:00+00:00,4,27,-23,No Signal,13804.10254
2023-05-22 13:30:00+00:00,3,20,-17,No Signal,13852.71484
2023-05-22 14:30:00+00:00,7,19,-12,No Signal,13860.69238
2023-05-22 15:30:00+00:00,7,24,-17,No Signal,13832.16309
2023-05-22 16:30:00+00:00,6,26,-20,No Signal,13852.99219
2023-05-22 17:30:00+00:00,5,30,-25,No Signal,13867.91504
2023-05-22 18:30:00+00:00,12,22,-10,No Signal,13851.55957
2023-05-22 19:30:00+00:00,15,14,1,No Signal,13850.24219
2023-05-23 13:30:00+00:00,26,8,18,No Signal,13806.12891
2023-05-23 14:30:00+00:00,20,17,3,No Signal,13817.54395
2023-05-23 15:30:00+00:00,23,13,10,No Signal,13784.41699
2023-05-23 16:30:00+00:00,26,5,21,Long,13738.375
2023-05-23 17:30:00+00:00,27,6,21,No Signal,13682.41016
2023-05-23 18:30:00+00:00,28,5,23,No Signal,13688.60938
2023-05-23 19:30:00+00:00,33,3,30,No Signal,13675.44043
2023-05-24 13:30:00+00:00,56,1,55,No Signal,13545.92285
2023-05-24 14:30:00+00:00,49,2,47,No Signal,13569.15332
2023-05-24 15:30:00+00:00,52,2,50,No Signal,13536.05566
2023-05-24 16:30:00+00:00,53,1,52,No Signal,13556.89355
2023-05-24 17:30:00+00:00,55,1,54,No Signal,13562.23047
2023-05-24 18:30:00+00:00,42,1,41,No Signal,13633.2041
2023-05-24 19:30:00+00:00,47,3,44,No Signal,13603.64941
2023-05-25 13:30:00+00:00,39,4,35,No Signal,13846.46875
2023-05-25 14:30:00+00:00,38,6,32,No Signal,13923.55664
2023-05-25 15:30:00+00:00,30,6,24,No Signal,13951.91113
2023-05-25 16:30:00+00:00,28,14,14,No Signal,13950.6084
2023-05-25 17:30:00+00:00,23,18,5,No Signal,13956.49902
2023-05-25 18:30:00+00:00,22,17,5,No Signal,13971.28516
2023-05-25 19:30:00+00:00,23,16,7,No Signal,13937.11035
2023-05-26 13:30:00+00:00,9,46,-37,Short,14163.96191
2023-05-26 14:30:00+00:00,12,42,-30,No Signal,14206.58203
2023-05-26 15:30:00+00:00,9,49,-40,No Signal,14263.28223
2023-05-26 16:30:00+00:00,10,46,-36,No Signal,14280.06055
2023-05-26 17:30:00+00:00,8,44,-36,No Signal,14284.94629
2023-05-26 18:30:00+00:00,12,39,-27,No Signal,14306.7041
2023-05-26 19:30:00+00:00,10,40,-30,No Signal,14297.16797
2023-05-30 13:30:00+00:00,7,39,-32,No Signal,14388.35645
2023-05-30 14:30:00+00:00,6,41,-35,No Signal,14415.09277
2023-05-30 15:30:00+00:00,7,38,-31,No Signal,14376.00098
2023-05-30 16:30:00+00:00,7,35,-28,No Signal,14350.05957
2023-05-30 17:30:00+00:00,7,34,-27,No Signal,14364.41016
2023-05-30 18:30:00+00:00,9,36,-27,No Signal,14379.22559
2023-05-30 19:30:00+00:00,3,36,-33,No Signal,14354.8252
2023-05-31 13:30:00+00:00,19,8,11,No Signal,14261.02051
2023-05-31 14:30:00+00:00,19,8,11,No Signal,14232.79004
2023-05-31 15:30:00+00:00,17,6,11,No Signal,14229.25586
2023-05-31 16:30:00+00:00,15,11,4,No Signal,14278.22852
2023-05-31 17:30:00+00:00,12,11,1,No Signal,14310.65234
2023-05-31 18:30:00+00:00,16,12,4,No Signal,14279.74121
2023-05-31 19:30:00+00:00,17,11,6,No Signal,14259.15332
2023-06-01 13:30:00+00:00,11,10,1,No Signal,14269.80859
2023-06-01 14:30:00+00:00,9,14,-5,No Signal,14351.44434
2023-06-01 15:30:00+00:00,6,20,-14,No Signal,14419.63477
2023-06-01 16:30:00+00:00,6,20,-14,No Signal,14419.46387
2023-06-01 17:30:00+00:00,4,16,-12,No Signal,14456.46289
2023-06-01 18:30:00+00:00,4,16,-12,No Signal,14449.59668
2023-06-01 19:30:00+00:00,6,14,-8,No Signal,14439.52637
2023-06-02 13:30:00+00:00,4,43,-39,No Signal,14494.30859
2023-06-02 14:30:00+00:00,3,48,-45,No Signal,14559.18164
2023-06-02 15:30:00+00:00,4,45,-41,No Signal,14540.72168
2023-06-02 16:30:00+00:00,3,42,-39,No Signal,14569.21094
2023-06-02 17:30:00+00:00,6,35,-29,No Signal,14543.08789
2023-06-02 18:30:00+00:00,4,36,-32,No Signal,14546.66113
2023-06-02 19:30:00+00:00,3,40,-37,No Signal,14542.84766
2023-06-05 13:30:00+00:00,0,36,-36,No Signal,14578.70801
2023-06-05 14:30:00+00:00,2,35,-33,No Signal,14645.02734
2023-06-05 15:30:00+00:00,4,34,-30,No Signal,14648.88184
2023-06-05 16:30:00+00:00,3,28,-25,No Signal,14620.74902
2023-06-05 17:30:00+00:00,10,25,-15,No Signal,14585.70117
2023-06-05 18:30:00+00:00,10,27,-17,No Signal,14562.47559
2023-06-05 19:30:00+00:00,8,28,-20,No Signal,14559.39355
2023-06-06 13:30:00+00:00,9,18,-9,No Signal,14542.17676
2023-06-06 14:30:00+00:00,7,13,-6,No Signal,14533.57227
2023-06-06 15:30:00+00:00,10,16,-6,No Signal,14564.69531
2023-06-06 16:30:00+00:00,14,10,4,No Signal,14542.80859
2023-06-06 17:30:00+00:00,9,14,-5,No Signal,14546.32813
2023-06-06 18:30:00+00:00,11,12,-1,No Signal,14560.56543
2023-06-06 19:30:00+00:00,10,14,-4,No Signal,14558.47266
2023-06-07 13:30:00+00:00,14,17,-3,No Signal,14524.50684
2023-06-07 14:30:00+00:00,22,12,10,No Signal,14462.12793
2023-06-07 15:30:00+00:00,34,5,29,Long,14363.07227
2023-06-07 16:30:00+00:00,31,6,25,No Signal,14354.2207
2023-06-07 17:30:00+00:00,33,7,26,No Signal,14361.38672
2023-06-07 18:30:00+00:00,38,9,29,No Signal,14331.13867
2023-06-07 19:30:00+00:00,39,8,31,No Signal,14304.85059
2023-06-08 13:30:00+00:00,26,6,20,No Signal,14394.86328
2023-06-08 14:30:00+00:00,20,5,15,No Signal,14470.42969
2023-06-08 15:30:00+00:00,17,6,11,No Signal,14502.67969
2023-06-08 16:30:00+00:00,16,12,4,No Signal,14443.54492
2023-06-08 17:30:00+00:00,15,9,6,No Signal,14448.88086
2023-06-08 18:30:00+00:00,14,11,3,No Signal,14470.44727
2023-06-08 19:30:00+00:00,12,9,3,No Signal,14483.43945
2023-06-09 13:30:00+00:00,3,10,-7,No Signal,14656.7334
2023-06-09 14:30:00+00:00,8,6,2,No Signal,14540.93457
2023-06-09 15:30:00+00:00,2,10,-8,No Signal,14507.80762
2023-06-09 16:30:00+00:00,2,15,-13,No Signal,14569.25684
2023-06-09 17:30:00+00:00,3,17,-14,No Signal,14580.87109
2023-06-09 18:30:00+00:00,3,17,-14,No Signal,14550.65234
2023-06-09 19:30:00+00:00,3,18,-15,No Signal,14529.48535
2023-06-12 13:30:00+00:00,5,21,-16,No Signal,14612.03125
2023-06-12 14:30:00+00:00,5,13,-8,No Signal,14621.05664
2023-06-12 15:30:00+00:00,4,12,-8,No Signal,14650.01465
2023-06-12 16:30:00+00:00,6,17,-11,No Signal,14659.91406
2023-06-12 17:30:00+00:00,7,19,-12,No Signal,14692.95898
2023-06-12 18:30:00+00:00,3,21,-18,No Signal,14756.92773
2023-06-12 19:30:00+00:00,4,30,-26,Short,14785.23828
2023-06-13 13:30:00+00:00,1,27,-26,No Signal,14799.83398
2023-06-13 14:30:00+00:00,1,59,-58,No Signal,14895.36719
2023-06-13 15:30:00+00:00,0,61,-61,No Signal,14873.7998
2023-06-13 16:30:00+00:00,0,57,-57,No Signal,14893.37695
2023-06-13 17:30:00+00:00,1,45,-44,No Signal,14832.71582
2023-06-13 18:30:00+00:00,2,51,-49,No Signal,14875.43848
2023-06-13 19:30:00+00:00,0,56,-56,No Signal,14904.22949
2023-06-14 13:30:00+00:00,1,49,-48,No Signal,14951.32324
2023-06-14 14:30:00+00:00,1,51,-50,No Signal,15000.93359
2023-06-14 15:30:00+00:00,1,40,-39,No Signal,14982.47754
2023-06-14 16:30:00+00:00,2,36,-34,No Signal,14941.62891
2023-06-14 17:30:00+00:00,2,17,-15,No Signal,14846.5332
2023-06-14 18:30:00+00:00,2,22,-20,No Signal,14950.97363
2023-06-14 19:30:00+00:00,4,20,-16,No Signal,15006.08301
2023-06-15 13:30:00+00:00,3,26,-23,No Signal,15075.4873
2023-06-15 14:30:00+00:00,1,22,-21,No Signal,15105.71973
2023-06-15 15:30:00+00:00,2,25,-23,No Signal,15111.7959
2023-06-15 16:30:00+00:00,2,25,-23,No Signal,15115.14551
2023-06-15 17:30:00+00:00,1,33,-32,No Signal,15164.11719
2023-06-15 18:30:00+00:00,2,39,-37,No Signal,15218.63867
2023-06-15 19:30:00+00:00,2,32,-30,No Signal,15186.4043
2023-06-16 13:30:00+00:00,1,36,-35,No Signal,15225.5957
2023-06-16 14:30:00+00:00,4,16,-12,No Signal,15160.21582
2023-06-16 15:30:00+00:00,1,14,-13,No Signal,15203.11035
2023-06-16 16:30:00+00:00,1,19,-18,No Signal,15187.2627
2023-06-16 17:30:00+00:00,0,39,-39,No Signal,15169.81836
2023-06-16 18:30:00+00:00,2,20,-18,No Signal,15111.45898
2023-06-16 19:30:00+00:00,7,19,-12,No Signal,15084.99902
2023-06-20 13:30:00+00:00,15,4,11,No Signal,14957.01367
2023-06-20 14:30:00+00:00,18,2,16,No Signal,14994.32617
2023-06-20 15:30:00+00:00,12,2,10,No Signal,15059.18359
2023-06-20 16:30:00+00:00,10,4,6,No Signal,15084.36719
2023-06-20 17:30:00+00:00,18,3,15,No Signal,15085.04102
2023-06-20 18:30:00+00:00,32,3,29,Long,15069.52246
2023-06-20 19:30:00+00:00,28,2,26,No Signal,15074.06738
2023-06-21 13:30:00+00:00,48,1,47,No Signal,14919.25684
2023-06-21 14:30:00+00:00,47,1,46,No Signal,14865.66504
2023-06-21 15:30:00+00:00,46,1,45,No Signal,14890.73438
2023-06-21 16:30:00+00:00,46,1,45,No Signal,14872.80566
2023-06-21 17:30:00+00:00,35,3,32,No Signal,14954.13477
2023-06-21 18:30:00+00:00,34,4,30,No Signal,14919.39844
2023-06-21 19:30:00+00:00,34,5,29,No Signal,14865.77148
2023-06-22 13:30:00+00:00,14,6,8,No Signal,14964.37988
2023-06-22 14:30:00+00:00,17,6,11,No Signal,14939.14844
2023-06-22 15:30:00+00:00,23,5,18,No Signal,14952.82129
2023-06-22 16:30:00+00:00,27,3,24,No Signal,14946.19629
2023-06-22 17:30:00+00:00,20,5,15,No Signal,14983.37012
2023-06-22 18:30:00+00:00,22,5,17,No Signal,14986.99414
2023-06-22 19:30:00+00:00,18,7,11,No Signal,15043.00293
2023-06-23 13:30:00+00:00,23,5,18,No Signal,14878.6543
2023-06-23 14:30:00+00:00,22,2,20,No Signal,14849.91016
2023-06-23 15:30:00+00:00,17,3,14,No Signal,14941.04395
2023-06-23 16:30:00+00:00,14,2,12,No Signal,14973.43066
2023-06-23 17:30:00+00:00,25,0,25,No Signal,14936.64355
2023-06-23 18:30:00+00:00,25,1,24,No Signal,14893.54688
2023-06-23 19:30:00+00:00,20,2,18,No Signal,14889.37988
2023-06-26 13:30:00+00:00,16,3,13,No Signal,14956.32129
2023-06-26 14:30:00+00:00,14,3,11,No Signal,14832.82324
2023-06-26 15:30:00+00:00,14,2,12,No Signal,14749.36328
2023-06-26 16:30:00+00:00,13,3,10,No Signal,14757.36035
2023-06-26 17:30:00+00:00,20,2,18,No Signal,14744.06738
2023-06-26 18:30:00+00:00,20,2,18,No Signal,14755.66797
2023-06-26 19:30:00+00:00,22,1,21,No Signal,14691.21387
2023-06-27 13:30:00+00:00,12,13,-1,No Signal,14767.76953
2023-06-27 14:30:00+00:00,9,20,-11,No Signal,14813.27637
2023-06-27 15:30:00+00:00,11,19,-8,No Signal,14861.53613
2023-06-27 16:30:00+00:00,6,21,-15,No Signal,14905.80957
2023-06-27 17:30:00+00:00,5,27,-22,Short,14956.1123
2023-06-27 18:30:00+00:00,5,32,-27,No Signal,14971.7666
2023-06-27 19:30:00+00:00,6,29,-23,No Signal,14945.41895
2023-06-28 13:30:00+00:00,3,15,-12,No Signal,14975.63281
2023-06-28 14:30:00+00:00,2,22,-20,No Signal,14978.29102
2023-06-28 15:30:00+00:00,4,26,-22,No Signal,14981.73926
2023-06-28 16:30:00+00:00,6,20,-14,No Signal,14958.22168
2023-06-28 17:30:00+00:00,4,29,-25,No Signal,14972.44141
2023-06-28 18:30:00+00:00,5,21,-16,No Signal,14940.61914
2023-06-28 19:30:00+00:00,4,38,-34,No Signal,14968.41016
