Date_Time,Buy_Count,Sell_Count,B_S,Position,Close
2022-05-06 18:30:00+00:00,71,2,69,Long,12616.10938
2022-05-06 19:30:00+00:00,64,0,64,No Signal,12692.31836
2022-05-09 13:30:00+00:00,55,0,55,No Signal,12349.29688
2022-05-09 14:30:00+00:00,52,1,51,No Signal,12277.84766
2022-05-09 15:30:00+00:00,37,1,36,No Signal,12376.13672
2022-05-09 16:30:00+00:00,45,1,44,No Signal,12317.12109
2022-05-09 17:30:00+00:00,40,2,38,No Signal,12237.10547
2022-05-09 18:30:00+00:00,37,5,32,No Signal,12231.31738
2022-05-09 19:30:00+00:00,62,0,62,No Signal,12193.96094
2022-05-10 13:30:00+00:00,15,5,10,No Signal,12417.10059
2022-05-10 14:30:00+00:00,52,1,51,No Signal,12221.14941
2022-05-10 15:30:00+00:00,45,1,44,No Signal,12241.45703
2022-05-10 16:30:00+00:00,24,2,22,No Signal,12338.51758
2022-05-10 17:30:00+00:00,7,0,7,No Signal,12422.11426
2022-05-10 18:30:00+00:00,7,0,7,No Signal,12393
2022-05-10 19:30:00+00:00,16,0,16,No Signal,12346.91602
2022-05-11 13:30:00+00:00,1,4,-3,No Signal,12386.61035
2022-05-11 14:30:00+00:00,2,5,-3,No Signal,12315.45117
2022-05-11 15:30:00+00:00,9,1,8,No Signal,12210.27246
2022-05-11 16:30:00+00:00,12,1,11,No Signal,12092.9668
2022-05-11 17:30:00+00:00,9,1,8,No Signal,12082.89844
2022-05-11 18:30:00+00:00,11,1,10,No Signal,12012.05176
2022-05-11 19:30:00+00:00,11,2,9,No Signal,11971.78711
2022-05-12 13:30:00+00:00,18,1,17,No Signal,11979.26074
2022-05-12 14:30:00+00:00,6,2,4,No Signal,12037.6582
2022-05-12 15:30:00+00:00,10,3,7,No Signal,11905.67676
2022-05-12 16:30:00+00:00,22,2,20,No Signal,11849.9502
2022-05-12 17:30:00+00:00,45,1,44,No Signal,11756.14063
2022-05-12 18:30:00+00:00,37,1,36,No Signal,11821.1582
2022-05-12 19:30:00+00:00,21,3,18,No Signal,11949.69727
2022-05-13 13:30:00+00:00,0,3,-3,No Signal,12323.82422
2022-05-13 14:30:00+00:00,0,5,-5,No Signal,12346.58887
2022-05-13 15:30:00+00:00,0,13,-13,No Signal,12396.46289
2022-05-13 16:30:00+00:00,0,21,-21,Short,12361.11035
2022-05-13 17:30:00+00:00,0,15,-15,No Signal,12248.46875
2022-05-13 18:30:00+00:00,0,37,-37,No Signal,12420.19434
2022-05-13 19:30:00+00:00,0,41,-41,No Signal,12384.16992
2022-05-16 13:30:00+00:00,0,33,-33,No Signal,12358.75684
2022-05-16 14:30:00+00:00,0,10,-10,No Signal,12230.85645
2022-05-16 15:30:00+00:00,0,19,-19,No Signal,12273.99219
2022-05-16 16:30:00+00:00,0,27,-27,No Signal,12319.73926
2022-05-16 17:30:00+00:00,1,52,-51,No Signal,12376.43359
2022-05-16 18:30:00+00:00,0,25,-25,No Signal,12275.86328
2022-05-16 19:30:00+00:00,0,12,-12,No Signal,12246.02246
2022-05-17 13:30:00+00:00,6,6,0,No Signal,12406.97266
2022-05-17 14:30:00+00:00,3,5,-2,No Signal,12436.50684
2022-05-17 15:30:00+00:00,5,7,-2,No Signal,12472.6748
2022-05-17 16:30:00+00:00,4,9,-5,No Signal,12487.50684
2022-05-17 17:30:00+00:00,5,8,-3,No Signal,12423.27539
2022-05-17 18:30:00+00:00,9,5,4,No Signal,12559.26855
2022-05-17 19:30:00+00:00,7,7,0,No Signal,12566.5
2022-05-18 13:30:00+00:00,14,3,11,No Signal,12305.83105
2022-05-18 14:30:00+00:00,10,5,5,No Signal,12149.05762
2022-05-18 15:30:00+00:00,12,4,8,No Signal,12076.04492
2022-05-18 16:30:00+00:00,18,4,14,No Signal,12018.67383
2022-05-18 17:30:00+00:00,28,1,27,Long,11991.98535
2022-05-18 18:30:00+00:00,24,0,24,No Signal,11914.11719
2022-05-18 19:30:00+00:00,21,0,21,No Signal,11933.48145
2022-05-19 13:30:00+00:00,32,2,30,No Signal,11912.53906
2022-05-19 14:30:00+00:00,30,2,28,No Signal,11941.2207
2022-05-19 15:30:00+00:00,27,3,24,No Signal,12012.92871
2022-05-19 16:30:00+00:00,35,3,32,No Signal,11890.90723
2022-05-19 17:30:00+00:00,22,2,20,No Signal,11936.44141
2022-05-19 18:30:00+00:00,44,0,44,No Signal,11890.23145
2022-05-19 19:30:00+00:00,45,0,45,No Signal,11875.77441
2022-05-20 13:30:00+00:00,23,3,20,No Signal,11944.27246
2022-05-20 14:30:00+00:00,25,2,23,No Signal,11760.06445
2022-05-20 15:30:00+00:00,24,1,23,No Signal,11642.40723
2022-05-20 16:30:00+00:00,29,1,28,No Signal,11498.01855
2022-05-20 17:30:00+00:00,20,1,19,No Signal,11556.88574
2022-05-20 18:30:00+00:00,5,3,2,No Signal,11671.27344
2022-05-20 19:30:00+00:00,1,4,-3,No Signal,11835.84473
2022-05-23 13:30:00+00:00,0,11,-11,No Signal,11880.72559
2022-05-23 14:30:00+00:00,1,13,-12,No Signal,11948.99316
2022-05-23 15:30:00+00:00,0,10,-10,No Signal,12011.46289
2022-05-23 16:30:00+00:00,0,8,-8,No Signal,11952.34277
2022-05-23 17:30:00+00:00,0,6,-6,No Signal,12009.77051
2022-05-23 18:30:00+00:00,0,6,-6,No Signal,11983.77344
2022-05-23 19:30:00+00:00,0,8,-8,No Signal,12030.65918
2022-05-24 13:30:00+00:00,10,4,6,No Signal,11648.92773
2022-05-24 14:30:00+00:00,2,5,-3,No Signal,11655.86719
2022-05-24 15:30:00+00:00,0,12,-12,No Signal,11730.79492
2022-05-24 16:30:00+00:00,0,17,-17,No Signal,11676.61914
2022-05-24 17:30:00+00:00,1,18,-17,No Signal,11734.19141
2022-05-24 18:30:00+00:00,6,14,-8,No Signal,11728.26563
2022-05-24 19:30:00+00:00,11,9,2,No Signal,11778.65332
2022-05-25 13:30:00+00:00,4,6,-2,No Signal,11883.97852
2022-05-25 14:30:00+00:00,2,6,-4,No Signal,11868.73438
2022-05-25 15:30:00+00:00,12,4,8,No Signal,11806.33691
2022-05-25 16:30:00+00:00,7,7,0,No Signal,11829.44434
2022-05-25 17:30:00+00:00,6,6,0,No Signal,11934.73828
2022-05-25 18:30:00+00:00,1,10,-9,No Signal,11990.42285
2022-05-25 19:30:00+00:00,4,8,-4,No Signal,11941.90723
2022-05-26 13:30:00+00:00,0,59,-59,Short,12154.82324
2022-05-26 14:30:00+00:00,0,62,-62,No Signal,12203.65918
2022-05-26 15:30:00+00:00,0,60,-60,No Signal,12300.80859
2022-05-26 16:30:00+00:00,0,68,-68,No Signal,12287.30176
2022-05-26 17:30:00+00:00,0,65,-65,No Signal,12313.72363
2022-05-26 18:30:00+00:00,0,55,-55,No Signal,12258.0625
2022-05-26 19:30:00+00:00,1,52,-51,No Signal,12272.06934
2022-05-27 13:30:00+00:00,0,69,-69,No Signal,12560.3457
2022-05-27 14:30:00+00:00,0,71,-71,No Signal,12559.875
2022-05-27 15:30:00+00:00,0,73,-73,No Signal,12579.48633
2022-05-27 16:30:00+00:00,0,74,-74,No Signal,12586.74805
2022-05-27 17:30:00+00:00,0,68,-68,No Signal,12594.81641
2022-05-27 18:30:00+00:00,1,68,-67,No Signal,12654.90723
2022-05-27 19:30:00+00:00,0,74,-74,No Signal,12680.57617
2022-05-31 13:30:00+00:00,3,37,-34,No Signal,12567.0498
2022-05-31 14:30:00+00:00,2,35,-33,No Signal,12591.14453
2022-05-31 15:30:00+00:00,1,34,-33,No Signal,12700.36426
2022-05-31 16:30:00+00:00,2,31,-29,No Signal,12674.09473
2022-05-31 17:30:00+00:00,0,28,-28,No Signal,12730.68066
2022-05-31 18:30:00+00:00,1,35,-34,No Signal,12709.76855
2022-05-31 19:30:00+00:00,1,26,-25,No Signal,12648.77344
2022-06-01 13:30:00+00:00,12,7,5,No Signal,12617.33496
2022-06-01 14:30:00+00:00,17,2,15,No Signal,12553.68066
2022-06-01 15:30:00+00:00,23,1,22,Long,12487.19434
2022-06-01 16:30:00+00:00,18,2,16,No Signal,12523.37402
2022-06-01 17:30:00+00:00,10,2,8,No Signal,12630.87891
2022-06-01 18:30:00+00:00,16,2,14,No Signal,12624.03516
2022-06-01 19:30:00+00:00,23,2,21,No Signal,12546.86133
2022-06-02 13:30:00+00:00,11,2,9,No Signal,12518.73535
2022-06-02 14:30:00+00:00,6,7,-1,No Signal,12671.39746
2022-06-02 15:30:00+00:00,5,8,-3,No Signal,12763.69824
2022-06-02 16:30:00+00:00,3,11,-8,No Signal,12796.54297
2022-06-02 17:30:00+00:00,3,11,-8,No Signal,12844.57617
2022-06-02 18:30:00+00:00,3,14,-11,No Signal,12815.81738
2022-06-02 19:30:00+00:00,2,21,-19,No Signal,12893.45605
2022-06-03 13:30:00+00:00,1,11,-10,No Signal,12635.30566
2022-06-03 14:30:00+00:00,2,8,-6,No Signal,12518.96094
2022-06-03 15:30:00+00:00,0,12,-12,No Signal,12569.13574
2022-06-03 16:30:00+00:00,0,12,-12,No Signal,12575.58301
2022-06-03 17:30:00+00:00,0,8,-8,No Signal,12596.75684
2022-06-03 18:30:00+00:00,2,6,-4,No Signal,12546.21582
2022-06-03 19:30:00+00:00,1,12,-11,No Signal,12545.89746
2022-06-06 13:30:00+00:00,0,23,-23,Short,12782.03809
2022-06-06 14:30:00+00:00,2,6,-4,No Signal,12655.73438
2022-06-06 15:30:00+00:00,4,2,2,No Signal,12557.29395
2022-06-06 16:30:00+00:00,8,2,6,No Signal,12582.0918
2022-06-06 17:30:00+00:00,14,1,13,No Signal,12594.72852
2022-06-06 18:30:00+00:00,16,1,15,No Signal,12563.50391
2022-06-06 19:30:00+00:00,22,1,21,Long,12599.66504
2022-06-07 13:30:00+00:00,12,5,7,No Signal,12588.91309
2022-06-07 14:30:00+00:00,6,12,-6,No Signal,12597.76855
2022-06-07 15:30:00+00:00,9,8,1,No Signal,12582.77246
2022-06-07 16:30:00+00:00,3,9,-6,No Signal,12650.23633
2022-06-07 17:30:00+00:00,3,11,-8,No Signal,12686.87402
2022-06-07 18:30:00+00:00,3,13,-10,No Signal,12689.30371
2022-06-07 19:30:00+00:00,0,14,-14,No Signal,12708.66309
2022-06-08 13:30:00+00:00,9,9,0,No Signal,12726.22266
2022-06-08 14:30:00+00:00,5,23,-18,No Signal,12758.49609
2022-06-08 15:30:00+00:00,3,25,-22,Short,12684.61816
2022-06-08 16:30:00+00:00,7,16,-9,No Signal,12624.73438
2022-06-08 17:30:00+00:00,9,13,-4,No Signal,12604.58496
2022-06-08 18:30:00+00:00,4,17,-13,No Signal,12632.91211
2022-06-08 19:30:00+00:00,8,13,-5,No Signal,12614.09082
2022-06-09 13:30:00+00:00,5,7,-2,No Signal,12640.55664
2022-06-09 14:30:00+00:00,9,1,8,No Signal,12557.0625
2022-06-09 15:30:00+00:00,4,2,2,No Signal,12565.86523
2022-06-09 16:30:00+00:00,15,1,14,No Signal,12549.18457
2022-06-09 17:30:00+00:00,31,1,30,Long,12505.57813
2022-06-09 18:30:00+00:00,47,0,47,No Signal,12366.5791
2022-06-09 19:30:00+00:00,59,0,59,No Signal,12269.08203
2022-06-10 13:30:00+00:00,81,0,81,No Signal,11872.41797
2022-06-10 14:30:00+00:00,86,0,86,No Signal,11836.70898
2022-06-10 15:30:00+00:00,84,0,84,No Signal,11854.29688
2022-06-10 16:30:00+00:00,75,1,74,No Signal,11880.61523
2022-06-10 17:30:00+00:00,72,0,72,No Signal,11892.72168
2022-06-10 18:30:00+00:00,74,0,74,No Signal,11945.85059
2022-06-10 19:30:00+00:00,81,0,81,No Signal,11832.46094
2022-06-13 13:30:00+00:00,91,1,90,No Signal,11394.55273
2022-06-13 14:30:00+00:00,91,0,91,No Signal,11387.37891
2022-06-13 15:30:00+00:00,89,0,89,No Signal,11442.31543
2022-06-13 16:30:00+00:00,90,0,90,No Signal,11390.88086
2022-06-13 17:30:00+00:00,89,0,89,No Signal,11395.13867
2022-06-13 18:30:00+00:00,89,0,89,No Signal,11300.65527
2022-06-13 19:30:00+00:00,86,0,86,No Signal,11290.46875
2022-06-14 13:30:00+00:00,67,0,67,No Signal,11268.62402
2022-06-14 14:30:00+00:00,60,0,60,No Signal,11295.10254
2022-06-14 15:30:00+00:00,59,1,58,No Signal,11305.72168
2022-06-14 16:30:00+00:00,55,0,55,No Signal,11370.13281
2022-06-14 17:30:00+00:00,62,1,61,No Signal,11324.00684
2022-06-14 18:30:00+00:00,76,0,76,No Signal,11270.69434
2022-06-14 19:30:00+00:00,58,0,58,No Signal,11310.61328
2022-06-15 13:30:00+00:00,3,9,-6,No Signal,11487.51563
2022-06-15 14:30:00+00:00,5,12,-7,No Signal,11467.97852
2022-06-15 15:30:00+00:00,5,9,-4,No Signal,11528.10254
2022-06-15 16:30:00+00:00,3,10,-7,No Signal,11507.00879
2022-06-15 17:30:00+00:00,4,7,-3,No Signal,11435.83203
2022-06-15 18:30:00+00:00,0,36,-36,Short,11696.25879
2022-06-15 19:30:00+00:00,0,14,-14,No Signal,11592.0918
2022-06-16 13:30:00+00:00,1,0,1,No Signal,11208.71191
2022-06-16 14:30:00+00:00,3,2,1,No Signal,11186.27344
2022-06-16 15:30:00+00:00,2,3,-1,No Signal,11159.72754
2022-06-16 16:30:00+00:00,4,1,3,No Signal,11183.63965
2022-06-16 17:30:00+00:00,7,1,6,No Signal,11064.21973
2022-06-16 18:30:00+00:00,3,1,2,No Signal,11130.96094
2022-06-16 19:30:00+00:00,3,0,3,No Signal,11126.61328
2022-06-17 13:30:00+00:00,20,2,18,No Signal,11162.90039
2022-06-17 14:30:00+00:00,7,0,7,No Signal,11254.81152
2022-06-17 15:30:00+00:00,13,2,11,No Signal,11226.46484
2022-06-17 16:30:00+00:00,5,0,5,No Signal,11315.10547
2022-06-17 17:30:00+00:00,3,2,1,No Signal,11320.18262
2022-06-17 18:30:00+00:00,31,0,31,Long,11312.19531
2022-06-17 19:30:00+00:00,27,2,25,No Signal,11261.70898
2022-06-21 13:30:00+00:00,1,33,-32,Short,11597.34375
2022-06-21 14:30:00+00:00,0,38,-38,No Signal,11609.77051
2022-06-21 15:30:00+00:00,1,34,-33,No Signal,11568.22754
2022-06-21 16:30:00+00:00,1,34,-33,No Signal,11579.14941
2022-06-21 17:30:00+00:00,1,56,-55,No Signal,11561.56641
2022-06-21 18:30:00+00:00,0,51,-51,No Signal,11575.85156
2022-06-21 19:30:00+00:00,1,47,-46,No Signal,11545.95996
2022-06-22 13:30:00+00:00,2,60,-58,No Signal,11670.16113
2022-06-22 14:30:00+00:00,3,47,-44,No Signal,11642.04688
2022-06-22 15:30:00+00:00,2,36,-34,No Signal,11581.16504
2022-06-22 16:30:00+00:00,2,32,-30,No Signal,11629.94043
2022-06-22 17:30:00+00:00,2,34,-32,No Signal,11633.32227
2022-06-22 18:30:00+00:00,3,20,-17,No Signal,11568.49316
2022-06-22 19:30:00+00:00,3,24,-21,No Signal,11530.87793
2022-06-23 13:30:00+00:00,15,20,-5,No Signal,11617.03418
2022-06-23 14:30:00+00:00,10,21,-11,No Signal,11676.37891
2022-06-23 15:30:00+00:00,14,21,-7,No Signal,11601
2022-06-23 16:30:00+00:00,21,15,6,No Signal,11543.31738
2022-06-23 17:30:00+00:00,16,26,-10,No Signal,11609.39258
2022-06-23 18:30:00+00:00,11,27,-16,No Signal,11660.8916
2022-06-23 19:30:00+00:00,10,30,-20,No Signal,11698.71582
2022-06-24 13:30:00+00:00,0,41,-41,No Signal,12011.54492
2022-06-24 14:30:00+00:00,0,32,-32,No Signal,11969.57129
2022-06-24 15:30:00+00:00,0,47,-47,No Signal,11979.95996
2022-06-24 16:30:00+00:00,0,42,-42,No Signal,11985.64355
2022-06-24 17:30:00+00:00,0,41,-41,No Signal,11995.44238
2022-06-24 18:30:00+00:00,0,56,-56,No Signal,12019.06934
2022-06-24 19:30:00+00:00,0,65,-65,No Signal,12112.15918
2022-06-27 13:30:00+00:00,1,38,-37,No Signal,12012.01172
2022-06-27 14:30:00+00:00,0,45,-45,No Signal,12103.59082
2022-06-27 15:30:00+00:00,0,40,-40,No Signal,12023.93359
2022-06-27 16:30:00+00:00,0,54,-54,No Signal,12040.45703
2022-06-27 17:30:00+00:00,0,44,-44,No Signal,12011.63477
2022-06-27 18:30:00+00:00,0,40,-40,No Signal,12012.73047
2022-06-27 19:30:00+00:00,0,34,-34,No Signal,11982.45996
2022-06-28 13:30:00+00:00,0,11,-11,No Signal,11983.16699
2022-06-28 14:30:00+00:00,3,5,-2,No Signal,11832.40234
2022-06-28 15:30:00+00:00,13,5,8,No Signal,11773.36328
2022-06-28 16:30:00+00:00,18,4,14,No Signal,11740.47656
2022-06-28 17:30:00+00:00,21,4,17,No Signal,11696.12598
2022-06-28 18:30:00+00:00,29,4,25,Long,11676.59277
2022-06-28 19:30:00+00:00,54,1,53,No Signal,11637.49316
2022-06-29 13:30:00+00:00,38,2,36,No Signal,11655.82227
2022-06-29 14:30:00+00:00,63,2,61,No Signal,11639.39355
2022-06-29 15:30:00+00:00,61,0,61,No Signal,11576.87012
2022-06-29 16:30:00+00:00,58,0,58,No Signal,11617.70996
2022-06-29 17:30:00+00:00,48,1,47,No Signal,11671.14063
2022-06-29 18:30:00+00:00,49,2,47,No Signal,11683.55859
2022-06-29 19:30:00+00:00,47,1,46,No Signal,11659.1875
2022-06-30 13:30:00+00:00,71,1,70,No Signal,11358.44922
2022-06-30 14:30:00+00:00,22,1,21,No Signal,11548.89063
2022-06-30 15:30:00+00:00,5,2,3,No Signal,11619.35449
2022-06-30 16:30:00+00:00,5,2,3,No Signal,11580.17969
2022-06-30 17:30:00+00:00,4,2,2,No Signal,11574.44531
2022-06-30 18:30:00+00:00,5,6,-1,No Signal,11521.23438
2022-06-30 19:30:00+00:00,4,4,0,No Signal,11507.52148
2022-07-01 13:30:00+00:00,11,6,5,No Signal,11420.92285
2022-07-01 14:30:00+00:00,9,8,1,No Signal,11453.13184
2022-07-01 15:30:00+00:00,6,7,-1,No Signal,11459.27637
2022-07-01 16:30:00+00:00,8,6,2,No Signal,11446.3291
2022-07-01 17:30:00+00:00,6,9,-3,No Signal,11516.48828
2022-07-01 18:30:00+00:00,5,8,-3,No Signal,11545.63867
2022-07-01 19:30:00+00:00,5,12,-7,No Signal,11582.16895
2022-07-05 13:30:00+00:00,3,28,-25,Short,11471.6709
2022-07-05 14:30:00+00:00,18,17,1,No Signal,11467.57813
2022-07-05 15:30:00+00:00,16,17,-1,No Signal,11604.49316
2022-07-05 16:30:00+00:00,14,23,-9,No Signal,11636.41211
2022-07-05 17:30:00+00:00,9,26,-17,No Signal,11684.41895
2022-07-05 18:30:00+00:00,4,35,-31,No Signal,11763.4707
2022-07-05 19:30:00+00:00,4,41,-37,No Signal,11780.98145
2022-07-06 13:30:00+00:00,1,39,-38,No Signal,11786.12402
2022-07-06 14:30:00+00:00,3,33,-30,No Signal,11764.60742
2022-07-06 15:30:00+00:00,2,35,-33,No Signal,11778.15723
2022-07-06 16:30:00+00:00,1,39,-38,No Signal,11808.16895
2022-07-06 17:30:00+00:00,1,37,-36,No Signal,11843.43457
2022-07-06 18:30:00+00:00,1,41,-40,No Signal,11925.53516
2022-07-06 19:30:00+00:00,0,26,-26,No Signal,11852.67676
2022-07-07 13:30:00+00:00,2,52,-50,No Signal,12004.13672
2022-07-07 14:30:00+00:00,0,64,-64,No Signal,12009.43945
2022-07-07 15:30:00+00:00,0,54,-54,No Signal,12062.55469
2022-07-07 16:30:00+00:00,1,53,-52,No Signal,12057.5293
2022-07-07 17:30:00+00:00,1,51,-50,No Signal,12114.09961
2022-07-07 18:30:00+00:00,1,45,-44,No Signal,12113.40234
2022-07-07 19:30:00+00:00,3,41,-38,No Signal,12104.18457
2022-07-08 13:30:00+00:00,0,40,-40,No Signal,12084.88379
2022-07-08 14:30:00+00:00,0,56,-56,No Signal,12174.01074
2022-07-08 15:30:00+00:00,0,23,-23,No Signal,12062.18555
2022-07-08 16:30:00+00:00,1,24,-23,No Signal,12087.62988
2022-07-08 17:30:00+00:00,1,25,-24,No Signal,12135.99219
2022-07-08 18:30:00+00:00,1,13,-12,No Signal,12124.3916
2022-07-08 19:30:00+00:00,1,24,-23,No Signal,12125.83691
2022-07-11 13:30:00+00:00,8,2,6,No Signal,11884.9502
2022-07-11 14:30:00+00:00,9,1,8,No Signal,11910.10352
2022-07-11 15:30:00+00:00,15,1,14,No Signal,11900.61133
2022-07-11 16:30:00+00:00,8,0,8,No Signal,11950.9707
2022-07-11 17:30:00+00:00,16,0,16,No Signal,11918.70117
2022-07-11 18:30:00+00:00,21,0,21,Long,11870.53613
2022-07-11 19:30:00+00:00,20,0,20,No Signal,11860.08594
2022-07-12 13:30:00+00:00,30,0,30,No Signal,11808.23633
2022-07-12 14:30:00+00:00,32,2,30,No Signal,11890.04004
2022-07-12 15:30:00+00:00,20,2,18,No Signal,11875.8125
2022-07-12 16:30:00+00:00,29,1,28,No Signal,11851.10645
2022-07-12 17:30:00+00:00,34,1,33,No Signal,11847.7666
2022-07-12 18:30:00+00:00,45,0,45,No Signal,11722.2334
2022-07-12 19:30:00+00:00,42,0,42,No Signal,11746.96094
2022-07-13 13:30:00+00:00,34,2,32,No Signal,11634.81152
2022-07-13 14:30:00+00:00,27,2,25,No Signal,11717.10156
2022-07-13 15:30:00+00:00,19,3,16,No Signal,11744.50977
2022-07-13 16:30:00+00:00,22,2,20,No Signal,11783.5918
2022-07-13 17:30:00+00:00,20,3,17,No Signal,11775.20508
2022-07-13 18:30:00+00:00,18,4,14,No Signal,11761.82422
2022-07-13 19:30:00+00:00,21,2,19,No Signal,11726.79688
2022-07-14 13:30:00+00:00,35,1,34,No Signal,11528.66309
2022-07-14 14:30:00+00:00,32,0,32,No Signal,11624.49023
2022-07-14 15:30:00+00:00,29,2,27,No Signal,11626.12695
2022-07-14 16:30:00+00:00,20,2,18,No Signal,11679.89551
2022-07-14 17:30:00+00:00,19,3,16,No Signal,11771.20508
2022-07-14 18:30:00+00:00,7,12,-5,No Signal,11791.81445
2022-07-14 19:30:00+00:00,11,10,1,No Signal,11765.33887
2022-07-15 13:30:00+00:00,4,24,-20,Short,11940.88574
2022-07-15 14:30:00+00:00,11,19,-8,No Signal,11948.83691
2022-07-15 15:30:00+00:00,9,15,-6,No Signal,11925.6582
2022-07-15 16:30:00+00:00,8,13,-5,No Signal,11947.31934
2022-07-15 17:30:00+00:00,8,12,-4,No Signal,11947.49902
2022-07-15 18:30:00+00:00,4,17,-13,No Signal,11949.03809
2022-07-15 19:30:00+00:00,3,22,-19,No Signal,11984.14648
2022-07-18 13:30:00+00:00,0,71,-71,No Signal,12097.46973
2022-07-18 14:30:00+00:00,0,62,-62,No Signal,12112.85254
2022-07-18 15:30:00+00:00,0,69,-69,No Signal,12136.91211
2022-07-18 16:30:00+00:00,0,65,-65,No Signal,12096.24609
2022-07-18 17:30:00+00:00,2,16,-14,No Signal,11953.73828
2022-07-18 18:30:00+00:00,6,8,-2,No Signal,11896.21875
2022-07-18 19:30:00+00:00,4,7,-3,No Signal,11873.65137
2022-07-19 13:30:00+00:00,2,20,-18,No Signal,12056.57422
2022-07-19 14:30:00+00:00,0,28,-28,No Signal,12138.03027
2022-07-19 15:30:00+00:00,0,28,-28,No Signal,12156.19141
2022-07-19 16:30:00+00:00,1,28,-27,No Signal,12171.03027
2022-07-19 17:30:00+00:00,0,29,-29,No Signal,12204.6582
2022-07-19 18:30:00+00:00,0,33,-33,No Signal,12230.9834
2022-07-19 19:30:00+00:00,1,29,-28,No Signal,12245.11035
2022-07-20 13:30:00+00:00,3,38,-35,No Signal,12364.82324
2022-07-20 14:30:00+00:00,1,42,-41,No Signal,12441.56348
2022-07-20 15:30:00+00:00,4,43,-39,No Signal,12458.73828
2022-07-20 16:30:00+00:00,3,36,-33,No Signal,12384.59375
2022-07-20 17:30:00+00:00,0,64,-64,No Signal,12418.73633
2022-07-20 18:30:00+00:00,0,73,-73,No Signal,12468.41406
2022-07-20 19:30:00+00:00,1,69,-68,No Signal,12438.52637
2022-07-21 13:30:00+00:00,4,53,-49,No Signal,12372.86719
2022-07-21 14:30:00+00:00,3,54,-51,No Signal,12480.33691
2022-07-21 15:30:00+00:00,1,55,-54,No Signal,12578.75781
2022-07-21 16:30:00+00:00,2,53,-51,No Signal,12555.98633
2022-07-21 17:30:00+00:00,4,52,-48,No Signal,12585.12305
2022-07-21 18:30:00+00:00,4,48,-44,No Signal,12585.71289
2022-07-21 19:30:00+00:00,4,51,-47,No Signal,12619.09863
2022-07-22 13:30:00+00:00,2,26,-24,No Signal,12554.27637
2022-07-22 14:30:00+00:00,5,8,-3,No Signal,12464.1084
2022-07-22 15:30:00+00:00,9,6,3,No Signal,12402.08008
2022-07-22 16:30:00+00:00,8,8,0,No Signal,12368.02051
2022-07-22 17:30:00+00:00,9,2,7,No Signal,12341.5127
2022-07-22 18:30:00+00:00,10,3,7,No Signal,12400.05371
2022-07-22 19:30:00+00:00,10,5,5,No Signal,12398.33301
2022-07-25 13:30:00+00:00,11,8,3,No Signal,12306.18945
2022-07-25 14:30:00+00:00,17,7,10,No Signal,12330.99609
2022-07-25 15:30:00+00:00,28,6,22,Long,12330.79297
2022-07-25 16:30:00+00:00,25,8,17,No Signal,12335.33203
2022-07-25 17:30:00+00:00,36,5,31,No Signal,12286.73535
2022-07-25 18:30:00+00:00,38,4,34,No Signal,12257.81543
2022-07-25 19:30:00+00:00,31,5,26,No Signal,12326.19922
2022-07-26 13:30:00+00:00,47,4,43,No Signal,12159.93945
2022-07-26 14:30:00+00:00,42,5,37,No Signal,12123.81641
2022-07-26 15:30:00+00:00,32,6,26,No Signal,12108.89844
2022-07-26 16:30:00+00:00,27,9,18,No Signal,12129.14844
2022-07-26 17:30:00+00:00,28,8,20,No Signal,12070.17578
2022-07-26 18:30:00+00:00,40,9,31,No Signal,12071.57813
2022-07-26 19:30:00+00:00,41,7,34,No Signal,12083.06836
2022-07-27 13:30:00+00:00,5,12,-7,No Signal,12384.22754
2022-07-27 14:30:00+00:00,5,6,-1,No Signal,12398.49121
2022-07-27 15:30:00+00:00,4,6,-2,No Signal,12439.36035
2022-07-27 16:30:00+00:00,5,6,-1,No Signal,12414.48535
2022-07-27 17:30:00+00:00,5,12,-7,No Signal,12433.29785
2022-07-27 18:30:00+00:00,0,37,-37,Short,12651.21191
2022-07-27 19:30:00+00:00,2,14,-12,No Signal,12594.87402
2022-07-28 13:30:00+00:00,2,25,-23,No Signal,12453.62109
2022-07-28 14:30:00+00:00,1,51,-50,No Signal,12640.9834
2022-07-28 15:30:00+00:00,3,47,-44,No Signal,12647.5
2022-07-28 16:30:00+00:00,4,50,-46,No Signal,12664.94434
2022-07-28 17:30:00+00:00,1,62,-61,No Signal,12686.45996
2022-07-28 18:30:00+00:00,1,68,-67,No Signal,12726.97363
2022-07-28 19:30:00+00:00,1,68,-67,No Signal,12713.96875
2022-07-29 13:30:00+00:00,2,55,-53,No Signal,12898.38965
2022-07-29 14:30:00+00:00,5,38,-33,No Signal,12780.16016
2022-07-29 15:30:00+00:00,4,38,-34,No Signal,12838.94434
2022-07-29 16:30:00+00:00,4,49,-45,No Signal,12871.3584
2022-07-29 17:30:00+00:00,3,49,-46,No Signal,12929.66309
2022-07-29 18:30:00+00:00,4,36,-32,No Signal,12969.33496
2022-07-29 19:30:00+00:00,6,45,-39,No Signal,12945.32129
2022-08-01 13:30:00+00:00,0,48,-48,No Signal,12960.33398
2022-08-01 14:30:00+00:00,5,36,-31,No Signal,13051.01758
2022-08-01 15:30:00+00:00,3,30,-27,No Signal,13013.28516
2022-08-01 16:30:00+00:00,3,17,-14,No Signal,12920.01855
