Datetime,Buy_Count,Sell_Count,B_S,Position
2022-06-08 19:30:00+01:00,4,17,-13,No Signal
2022-06-08 20:30:00+01:00,8,13,-5,No Signal
2022-06-09 14:30:00+01:00,5,7,-2,No Signal
2022-06-09 15:30:00+01:00,9,1,8,No Signal
2022-06-09 16:30:00+01:00,4,2,2,No Signal
2022-06-09 17:30:00+01:00,15,1,14,No Signal
2022-06-09 18:30:00+01:00,31,1,30,Short
2022-06-09 19:30:00+01:00,47,0,47,No Signal
2022-06-09 20:30:00+01:00,59,0,59,No Signal
2022-06-10 14:30:00+01:00,81,0,81,No Signal
2022-06-10 15:30:00+01:00,86,0,86,No Signal
2022-06-10 16:30:00+01:00,84,0,84,No Signal
2022-06-10 17:30:00+01:00,75,1,74,No Signal
2022-06-10 18:30:00+01:00,72,0,72,No Signal
2022-06-10 19:30:00+01:00,74,0,74,No Signal
2022-06-10 20:30:00+01:00,81,0,81,No Signal
2022-06-13 14:30:00+01:00,91,1,90,No Signal
2022-06-13 15:30:00+01:00,91,0,91,No Signal
2022-06-13 16:30:00+01:00,89,0,89,No Signal
2022-06-13 17:30:00+01:00,90,0,90,No Signal
2022-06-13 18:30:00+01:00,89,0,89,No Signal
2022-06-13 19:30:00+01:00,89,0,89,No Signal
2022-06-13 20:30:00+01:00,86,0,86,No Signal
2022-06-14 14:30:00+01:00,67,0,67,No Signal
2022-06-14 15:30:00+01:00,60,0,60,No Signal
2022-06-14 16:30:00+01:00,59,1,58,No Signal
2022-06-14 17:30:00+01:00,55,0,55,No Signal
2022-06-14 18:30:00+01:00,62,1,61,No Signal
2022-06-14 19:30:00+01:00,76,0,76,No Signal
2022-06-14 20:30:00+01:00,58,0,58,No Signal
2022-06-15 14:30:00+01:00,3,9,-6,No Signal
2022-06-15 15:30:00+01:00,5,12,-7,No Signal
2022-06-15 16:30:00+01:00,5,9,-4,No Signal
2022-06-15 17:30:00+01:00,3,10,-7,No Signal
2022-06-15 18:30:00+01:00,4,7,-3,No Signal
2022-06-15 19:30:00+01:00,0,36,-36,Long
2022-06-15 20:30:00+01:00,0,14,-14,No Signal
2022-06-16 14:30:00+01:00,1,0,1,No Signal
2022-06-16 15:30:00+01:00,3,2,1,No Signal
2022-06-16 16:30:00+01:00,2,3,-1,No Signal
2022-06-16 17:30:00+01:00,4,1,3,No Signal
2022-06-16 18:30:00+01:00,7,1,6,No Signal
2022-06-16 19:30:00+01:00,3,1,2,No Signal
2022-06-16 20:30:00+01:00,3,0,3,No Signal
2022-06-17 14:30:00+01:00,20,2,18,No Signal
2022-06-17 15:30:00+01:00,7,0,7,No Signal
2022-06-17 16:30:00+01:00,13,2,11,No Signal
2022-06-17 17:30:00+01:00,5,0,5,No Signal
2022-06-17 18:30:00+01:00,3,2,1,No Signal
2022-06-17 19:30:00+01:00,31,0,31,Short
2022-06-17 20:30:00+01:00,27,2,25,No Signal
2022-06-21 14:30:00+01:00,1,33,-32,Long
2022-06-21 15:30:00+01:00,0,38,-38,No Signal
2022-06-21 16:30:00+01:00,1,34,-33,No Signal
2022-06-21 17:30:00+01:00,1,34,-33,No Signal
2022-06-21 18:30:00+01:00,1,56,-55,No Signal
2022-06-21 19:30:00+01:00,0,51,-51,No Signal
2022-06-21 20:30:00+01:00,1,47,-46,No Signal
2022-06-22 14:30:00+01:00,2,60,-58,No Signal
2022-06-22 15:30:00+01:00,3,47,-44,No Signal
2022-06-22 16:30:00+01:00,2,36,-34,No Signal
2022-06-22 17:30:00+01:00,2,32,-30,No Signal
2022-06-22 18:30:00+01:00,2,34,-32,No Signal
2022-06-22 19:30:00+01:00,3,20,-17,No Signal
2022-06-22 20:30:00+01:00,3,24,-21,No Signal
2022-06-23 14:30:00+01:00,15,20,-5,No Signal
2022-06-23 15:30:00+01:00,10,21,-11,No Signal
2022-06-23 16:30:00+01:00,14,21,-7,No Signal
2022-06-23 17:30:00+01:00,21,15,6,No Signal
2022-06-23 18:30:00+01:00,16,26,-10,No Signal
2022-06-23 19:30:00+01:00,11,27,-16,No Signal
2022-06-23 20:30:00+01:00,10,30,-20,No Signal
2022-06-24 14:30:00+01:00,0,41,-41,No Signal
2022-06-24 15:30:00+01:00,0,32,-32,No Signal
2022-06-24 16:30:00+01:00,0,47,-47,No Signal
2022-06-24 17:30:00+01:00,0,42,-42,No Signal
2022-06-24 18:30:00+01:00,0,41,-41,No Signal
2022-06-24 19:30:00+01:00,0,56,-56,No Signal
2022-06-24 20:30:00+01:00,0,65,-65,No Signal
2022-06-27 14:30:00+01:00,1,38,-37,No Signal
2022-06-27 15:30:00+01:00,0,45,-45,No Signal
2022-06-27 16:30:00+01:00,0,40,-40,No Signal
2022-06-27 17:30:00+01:00,0,54,-54,No Signal
2022-06-27 18:30:00+01:00,0,44,-44,No Signal
2022-06-27 19:30:00+01:00,0,40,-40,No Signal
2022-06-27 20:30:00+01:00,0,34,-34,No Signal
2022-06-28 14:30:00+01:00,0,11,-11,No Signal
2022-06-28 15:30:00+01:00,3,5,-2,No Signal
2022-06-28 16:30:00+01:00,13,5,8,No Signal
2022-06-28 17:30:00+01:00,18,4,14,No Signal
2022-06-28 18:30:00+01:00,21,4,17,No Signal
2022-06-28 19:30:00+01:00,29,4,25,Short
2022-06-28 20:30:00+01:00,54,1,53,No Signal
2022-06-29 14:30:00+01:00,38,2,36,No Signal
2022-06-29 15:30:00+01:00,63,2,61,No Signal
2022-06-29 16:30:00+01:00,61,0,61,No Signal
2022-06-29 17:30:00+01:00,58,0,58,No Signal
2022-06-29 18:30:00+01:00,48,1,47,No Signal
2022-06-29 19:30:00+01:00,49,2,47,No Signal
2022-06-29 20:30:00+01:00,47,1,46,No Signal
2022-06-30 14:30:00+01:00,71,1,70,No Signal
2022-06-30 15:30:00+01:00,22,1,21,No Signal
2022-06-30 16:30:00+01:00,5,2,3,No Signal
2022-06-30 17:30:00+01:00,5,2,3,No Signal
2022-06-30 18:30:00+01:00,4,2,2,No Signal
2022-06-30 19:30:00+01:00,5,6,-1,No Signal
2022-06-30 20:30:00+01:00,4,4,0,No Signal
2022-07-01 14:30:00+01:00,11,6,5,No Signal
2022-07-01 15:30:00+01:00,9,8,1,No Signal
2022-07-01 16:30:00+01:00,6,7,-1,No Signal
2022-07-01 17:30:00+01:00,8,6,2,No Signal
2022-07-01 18:30:00+01:00,6,9,-3,No Signal
2022-07-01 19:30:00+01:00,5,8,-3,No Signal
2022-07-01 20:30:00+01:00,5,12,-7,No Signal
2022-07-05 14:30:00+01:00,3,28,-25,Long
2022-07-05 15:30:00+01:00,18,17,1,No Signal
2022-07-05 16:30:00+01:00,16,17,-1,No Signal
2022-07-05 17:30:00+01:00,14,23,-9,No Signal
2022-07-05 18:30:00+01:00,9,26,-17,No Signal
2022-07-05 19:30:00+01:00,4,35,-31,No Signal
2022-07-05 20:30:00+01:00,4,41,-37,No Signal
2022-07-06 14:30:00+01:00,1,39,-38,No Signal
2022-07-06 15:30:00+01:00,3,33,-30,No Signal
2022-07-06 16:30:00+01:00,2,35,-33,No Signal
2022-07-06 17:30:00+01:00,1,39,-38,No Signal
2022-07-06 18:30:00+01:00,1,37,-36,No Signal
2022-07-06 19:30:00+01:00,1,41,-40,No Signal
2022-07-06 20:30:00+01:00,0,26,-26,No Signal
2022-07-07 14:30:00+01:00,2,52,-50,No Signal
2022-07-07 15:30:00+01:00,0,64,-64,No Signal
2022-07-07 16:30:00+01:00,0,54,-54,No Signal
2022-07-07 17:30:00+01:00,1,53,-52,No Signal
2022-07-07 18:30:00+01:00,1,51,-50,No Signal
2022-07-07 19:30:00+01:00,1,45,-44,No Signal
2022-07-07 20:30:00+01:00,3,41,-38,No Signal
2022-07-08 14:30:00+01:00,0,40,-40,No Signal
2022-07-08 15:30:00+01:00,0,56,-56,No Signal
2022-07-08 16:30:00+01:00,0,23,-23,No Signal
2022-07-08 17:30:00+01:00,1,24,-23,No Signal
2022-07-08 18:30:00+01:00,1,25,-24,No Signal
2022-07-08 19:30:00+01:00,1,13,-12,No Signal
2022-07-08 20:30:00+01:00,1,24,-23,No Signal
2022-07-11 14:30:00+01:00,8,2,6,No Signal
2022-07-11 15:30:00+01:00,9,1,8,No Signal
2022-07-11 16:30:00+01:00,15,1,14,No Signal
2022-07-11 17:30:00+01:00,8,0,8,No Signal
2022-07-11 18:30:00+01:00,16,0,16,No Signal
2022-07-11 19:30:00+01:00,21,0,21,Short
2022-07-11 20:30:00+01:00,20,0,20,No Signal
2022-07-12 14:30:00+01:00,30,0,30,No Signal
2022-07-12 15:30:00+01:00,32,2,30,No Signal
2022-07-12 16:30:00+01:00,20,2,18,No Signal
2022-07-12 17:30:00+01:00,29,1,28,No Signal
2022-07-12 18:30:00+01:00,34,1,33,No Signal
2022-07-12 19:30:00+01:00,45,0,45,No Signal
2022-07-12 20:30:00+01:00,42,0,42,No Signal
2022-07-13 14:30:00+01:00,34,2,32,No Signal
2022-07-13 15:30:00+01:00,27,2,25,No Signal
2022-07-13 16:30:00+01:00,19,3,16,No Signal
2022-07-13 17:30:00+01:00,22,2,20,No Signal
2022-07-13 18:30:00+01:00,20,3,17,No Signal
2022-07-13 19:30:00+01:00,18,4,14,No Signal
2022-07-13 20:30:00+01:00,21,2,19,No Signal
2022-07-14 14:30:00+01:00,35,1,34,No Signal
2022-07-14 15:30:00+01:00,32,0,32,No Signal
2022-07-14 16:30:00+01:00,29,2,27,No Signal
2022-07-14 17:30:00+01:00,20,2,18,No Signal
2022-07-14 18:30:00+01:00,19,3,16,No Signal
2022-07-14 19:30:00+01:00,7,12,-5,No Signal
2022-07-14 20:30:00+01:00,11,10,1,No Signal
2022-07-15 14:30:00+01:00,4,24,-20,Long
2022-07-15 15:30:00+01:00,11,19,-8,No Signal
2022-07-15 16:30:00+01:00,9,15,-6,No Signal
2022-07-15 17:30:00+01:00,8,13,-5,No Signal
2022-07-15 18:30:00+01:00,8,12,-4,No Signal
2022-07-15 19:30:00+01:00,4,17,-13,No Signal
2022-07-15 20:30:00+01:00,3,22,-19,No Signal
2022-07-18 14:30:00+01:00,0,71,-71,No Signal
2022-07-18 15:30:00+01:00,0,62,-62,No Signal
2022-07-18 16:30:00+01:00,0,69,-69,No Signal
2022-07-18 17:30:00+01:00,0,65,-65,No Signal
2022-07-18 18:30:00+01:00,2,16,-14,No Signal
2022-07-18 19:30:00+01:00,6,8,-2,No Signal
2022-07-18 20:30:00+01:00,4,7,-3,No Signal
2022-07-19 14:30:00+01:00,2,20,-18,No Signal
2022-07-19 15:30:00+01:00,0,28,-28,No Signal
2022-07-19 16:30:00+01:00,0,28,-28,No Signal
2022-07-19 17:30:00+01:00,1,28,-27,No Signal
2022-07-19 18:30:00+01:00,0,29,-29,No Signal
2022-07-19 19:30:00+01:00,0,33,-33,No Signal
2022-07-19 20:30:00+01:00,1,29,-28,No Signal
2022-07-20 14:30:00+01:00,3,38,-35,No Signal
2022-07-20 15:30:00+01:00,1,42,-41,No Signal
2022-07-20 16:30:00+01:00,4,43,-39,No Signal
2022-07-20 17:30:00+01:00,3,36,-33,No Signal
2022-07-20 18:30:00+01:00,0,64,-64,No Signal
2022-07-20 19:30:00+01:00,0,73,-73,No Signal
2022-07-20 20:30:00+01:00,1,69,-68,No Signal
2022-07-21 14:30:00+01:00,4,53,-49,No Signal
2022-07-21 15:30:00+01:00,3,54,-51,No Signal
2022-07-21 16:30:00+01:00,1,55,-54,No Signal
2022-07-21 17:30:00+01:00,2,53,-51,No Signal
2022-07-21 18:30:00+01:00,4,52,-48,No Signal
2022-07-21 19:30:00+01:00,4,48,-44,No Signal
2022-07-21 20:30:00+01:00,4,51,-47,No Signal
2022-07-22 14:30:00+01:00,2,26,-24,No Signal
2022-07-22 15:30:00+01:00,5,8,-3,No Signal
2022-07-22 16:30:00+01:00,9,6,3,No Signal
2022-07-22 17:30:00+01:00,8,8,0,No Signal
2022-07-22 18:30:00+01:00,9,2,7,No Signal
2022-07-22 19:30:00+01:00,10,3,7,No Signal
2022-07-22 20:30:00+01:00,10,5,5,No Signal
2022-07-25 14:30:00+01:00,11,8,3,No Signal
2022-07-25 15:30:00+01:00,17,7,10,No Signal
2022-07-25 16:30:00+01:00,28,6,22,Short
2022-07-25 17:30:00+01:00,25,8,17,No Signal
2022-07-25 18:30:00+01:00,36,5,31,No Signal
2022-07-25 19:30:00+01:00,38,4,34,No Signal
2022-07-25 20:30:00+01:00,31,5,26,No Signal
2022-07-26 14:30:00+01:00,47,4,43,No Signal
2022-07-26 15:30:00+01:00,42,5,37,No Signal
2022-07-26 16:30:00+01:00,32,6,26,No Signal
2022-07-26 17:30:00+01:00,27,9,18,No Signal
2022-07-26 18:30:00+01:00,28,8,20,No Signal
2022-07-26 19:30:00+01:00,40,9,31,No Signal
2022-07-26 20:30:00+01:00,41,7,34,No Signal
2022-07-27 14:30:00+01:00,5,12,-7,No Signal
2022-07-27 15:30:00+01:00,5,6,-1,No Signal
2022-07-27 16:30:00+01:00,4,6,-2,No Signal
2022-07-27 17:30:00+01:00,5,6,-1,No Signal
2022-07-27 18:30:00+01:00,5,12,-7,No Signal
2022-07-27 19:30:00+01:00,0,37,-37,Long
2022-07-27 20:30:00+01:00,2,14,-12,No Signal
2022-07-28 14:30:00+01:00,2,25,-23,No Signal
2022-07-28 15:30:00+01:00,1,51,-50,No Signal
2022-07-28 16:30:00+01:00,3,47,-44,No Signal
2022-07-28 17:30:00+01:00,4,50,-46,No Signal
2022-07-28 18:30:00+01:00,1,62,-61,No Signal
2022-07-28 19:30:00+01:00,1,68,-67,No Signal
2022-07-28 20:30:00+01:00,1,68,-67,No Signal
2022-07-29 14:30:00+01:00,2,55,-53,No Signal
2022-07-29 15:30:00+01:00,5,38,-33,No Signal
2022-07-29 16:30:00+01:00,4,38,-34,No Signal
2022-07-29 17:30:00+01:00,4,49,-45,No Signal
2022-07-29 18:30:00+01:00,3,49,-46,No Signal
2022-07-29 19:30:00+01:00,4,36,-32,No Signal
2022-07-29 20:30:00+01:00,6,45,-39,No Signal
2022-08-01 14:30:00+01:00,0,48,-48,No Signal
2022-08-01 15:30:00+01:00,5,36,-31,No Signal
2022-08-01 16:30:00+01:00,3,30,-27,No Signal
2022-08-01 17:30:00+01:00,3,17,-14,No Signal
2022-08-01 18:30:00+01:00,8,14,-6,No Signal
2022-08-01 19:30:00+01:00,6,12,-6,No Signal
2022-08-01 20:30:00+01:00,3,15,-12,No Signal
2022-08-02 14:30:00+01:00,3,4,-1,No Signal
2022-08-02 15:30:00+01:00,0,20,-20,No Signal
2022-08-02 16:30:00+01:00,0,27,-27,No Signal
2022-08-02 17:30:00+01:00,0,12,-12,No Signal
2022-08-02 18:30:00+01:00,0,13,-13,No Signal
2022-08-02 19:30:00+01:00,0,10,-10,No Signal
2022-08-02 20:30:00+01:00,0,4,-4,No Signal
2022-08-03 14:30:00+01:00,4,18,-14,No Signal
2022-08-03 15:30:00+01:00,2,13,-11,No Signal
2022-08-03 16:30:00+01:00,1,20,-19,No Signal
2022-08-03 17:30:00+01:00,1,30,-29,No Signal
2022-08-03 18:30:00+01:00,1,37,-36,No Signal
2022-08-03 19:30:00+01:00,2,35,-33,No Signal
2022-08-03 20:30:00+01:00,2,28,-26,No Signal
2022-08-04 14:30:00+01:00,2,39,-37,No Signal
2022-08-04 15:30:00+01:00,5,25,-20,No Signal
2022-08-04 16:30:00+01:00,3,24,-21,No Signal
2022-08-04 17:30:00+01:00,2,30,-28,No Signal
2022-08-04 18:30:00+01:00,3,38,-35,No Signal
2022-08-04 19:30:00+01:00,4,44,-40,No Signal
2022-08-04 20:30:00+01:00,1,50,-49,No Signal
2022-08-05 14:30:00+01:00,6,30,-24,No Signal
2022-08-05 15:30:00+01:00,14,3,11,No Signal
2022-08-05 16:30:00+01:00,12,7,5,No Signal
2022-08-05 17:30:00+01:00,11,5,6,No Signal
2022-08-05 18:30:00+01:00,16,6,10,No Signal
2022-08-05 19:30:00+01:00,10,6,4,No Signal
2022-08-05 20:30:00+01:00,9,9,0,No Signal
2022-08-08 14:30:00+01:00,5,18,-13,No Signal
2022-08-08 15:30:00+01:00,6,18,-12,No Signal
2022-08-08 16:30:00+01:00,13,5,8,No Signal
2022-08-08 17:30:00+01:00,9,5,4,No Signal
2022-08-08 18:30:00+01:00,11,3,8,No Signal
2022-08-08 19:30:00+01:00,10,4,6,No Signal
2022-08-08 20:30:00+01:00,9,3,6,No Signal
2022-08-09 14:30:00+01:00,20,7,13,No Signal
2022-08-09 15:30:00+01:00,6,12,-6,No Signal
2022-08-09 16:30:00+01:00,23,6,17,No Signal
2022-08-09 17:30:00+01:00,24,3,21,Short
2022-08-09 18:30:00+01:00,22,1,21,No Signal
2022-08-09 19:30:00+01:00,19,3,16,No Signal
2022-08-09 20:30:00+01:00,27,1,26,No Signal
2022-08-10 14:30:00+01:00,10,0,10,No Signal
2022-08-10 15:30:00+01:00,4,1,3,No Signal
2022-08-10 16:30:00+01:00,2,11,-9,No Signal
2022-08-10 17:30:00+01:00,2,11,-9,No Signal
2022-08-10 18:30:00+01:00,1,12,-11,No Signal
2022-08-10 19:30:00+01:00,2,15,-13,No Signal
2022-08-10 20:30:00+01:00,2,18,-16,No Signal
2022-08-11 14:30:00+01:00,0,61,-61,Long
2022-08-11 15:30:00+01:00,0,35,-35,No Signal
2022-08-11 16:30:00+01:00,1,43,-42,No Signal
2022-08-11 17:30:00+01:00,2,47,-45,No Signal
2022-08-11 18:30:00+01:00,1,34,-33,No Signal
2022-08-11 19:30:00+01:00,1,17,-16,No Signal
2022-08-11 20:30:00+01:00,2,23,-21,No Signal
2022-08-12 14:30:00+01:00,3,13,-10,No Signal
2022-08-12 15:30:00+01:00,3,9,-6,No Signal
2022-08-12 16:30:00+01:00,2,14,-12,No Signal
2022-08-12 17:30:00+01:00,1,13,-12,No Signal
2022-08-12 18:30:00+01:00,0,15,-15,No Signal
2022-08-12 19:30:00+01:00,1,16,-15,No Signal
2022-08-12 20:30:00+01:00,2,14,-12,No Signal
2022-08-15 14:30:00+01:00,9,9,0,No Signal
2022-08-15 15:30:00+01:00,2,22,-20,No Signal
2022-08-15 16:30:00+01:00,2,34,-32,No Signal
2022-08-15 17:30:00+01:00,1,32,-31,No Signal
2022-08-15 18:30:00+01:00,1,43,-42,No Signal
2022-08-15 19:30:00+01:00,1,63,-62,No Signal
2022-08-15 20:30:00+01:00,0,65,-65,No Signal
2022-08-16 14:30:00+01:00,5,30,-25,No Signal
2022-08-16 15:30:00+01:00,2,28,-26,No Signal
2022-08-16 16:30:00+01:00,1,26,-25,No Signal
2022-08-16 17:30:00+01:00,1,29,-28,No Signal
2022-08-16 18:30:00+01:00,2,30,-28,No Signal
2022-08-16 19:30:00+01:00,1,17,-16,No Signal
2022-08-16 20:30:00+01:00,2,16,-14,No Signal
2022-08-17 14:30:00+01:00,10,5,5,No Signal
2022-08-17 15:30:00+01:00,19,6,13,No Signal
2022-08-17 16:30:00+01:00,32,2,30,Short
2022-08-17 17:30:00+01:00,26,1,25,No Signal
2022-08-17 18:30:00+01:00,12,5,7,No Signal
2022-08-17 19:30:00+01:00,25,2,23,No Signal
2022-08-17 20:30:00+01:00,24,2,22,No Signal
2022-08-18 14:30:00+01:00,15,2,13,No Signal
2022-08-18 15:30:00+01:00,10,2,8,No Signal
2022-08-18 16:30:00+01:00,19,2,17,No Signal
2022-08-18 17:30:00+01:00,15,2,13,No Signal
2022-08-18 18:30:00+01:00,28,2,26,No Signal
2022-08-18 19:30:00+01:00,17,6,11,No Signal
2022-08-18 20:30:00+01:00,20,4,16,No Signal
2022-08-19 14:30:00+01:00,25,2,23,No Signal
2022-08-19 15:30:00+01:00,23,2,21,No Signal
2022-08-19 16:30:00+01:00,25,2,23,No Signal
2022-08-19 17:30:00+01:00,25,2,23,No Signal
2022-08-19 18:30:00+01:00,48,1,47,No Signal
2022-08-19 19:30:00+01:00,32,1,31,No Signal
2022-08-19 20:30:00+01:00,33,2,31,No Signal
2022-08-22 14:30:00+01:00,68,3,65,No Signal
2022-08-22 15:30:00+01:00,76,0,76,No Signal
2022-08-22 16:30:00+01:00,72,2,70,No Signal
2022-08-22 17:30:00+01:00,76,2,74,No Signal
2022-08-22 18:30:00+01:00,81,1,80,No Signal
2022-08-22 19:30:00+01:00,81,0,81,No Signal
2022-08-22 20:30:00+01:00,80,1,79,No Signal
2022-08-23 14:30:00+01:00,58,5,53,No Signal
2022-08-23 15:30:00+01:00,56,5,51,No Signal
2022-08-23 16:30:00+01:00,62,6,56,No Signal
2022-08-23 17:30:00+01:00,54,5,49,No Signal
2022-08-23 18:30:00+01:00,54,4,50,No Signal
2022-08-23 19:30:00+01:00,58,5,53,No Signal
2022-08-23 20:30:00+01:00,60,5,55,No Signal
2022-08-24 14:30:00+01:00,19,11,8,No Signal
2022-08-24 15:30:00+01:00,13,13,0,No Signal
2022-08-24 16:30:00+01:00,11,12,-1,No Signal
2022-08-24 17:30:00+01:00,12,7,5,No Signal
2022-08-24 18:30:00+01:00,6,9,-3,No Signal
2022-08-24 19:30:00+01:00,3,9,-6,No Signal
2022-08-24 20:30:00+01:00,5,9,-4,No Signal
2022-08-25 14:30:00+01:00,2,19,-17,No Signal
2022-08-25 15:30:00+01:00,2,12,-10,No Signal
2022-08-25 16:30:00+01:00,2,17,-15,No Signal
2022-08-25 17:30:00+01:00,2,17,-15,No Signal
2022-08-25 18:30:00+01:00,2,22,-20,Long
2022-08-25 19:30:00+01:00,2,26,-24,No Signal
2022-08-25 20:30:00+01:00,0,48,-48,No Signal
2022-08-26 14:30:00+01:00,2,6,-4,No Signal
2022-08-26 15:30:00+01:00,7,5,2,No Signal
2022-08-26 16:30:00+01:00,6,5,1,No Signal
2022-08-26 17:30:00+01:00,2,4,-2,No Signal
2022-08-26 18:30:00+01:00,9,3,6,No Signal
2022-08-26 19:30:00+01:00,14,3,11,No Signal
2022-08-26 20:30:00+01:00,20,2,18,No Signal
2022-08-29 14:30:00+01:00,67,1,66,Short
2022-08-29 15:30:00+01:00,67,1,66,No Signal
2022-08-29 16:30:00+01:00,61,2,59,No Signal
2022-08-29 17:30:00+01:00,57,0,57,No Signal
2022-08-29 18:30:00+01:00,68,1,67,No Signal
2022-08-29 19:30:00+01:00,68,0,68,No Signal
2022-08-29 20:30:00+01:00,78,0,78,No Signal
2022-08-30 14:30:00+01:00,77,0,77,No Signal
2022-08-30 15:30:00+01:00,69,1,68,No Signal
2022-08-30 16:30:00+01:00,68,1,67,No Signal
2022-08-30 17:30:00+01:00,76,0,76,No Signal
2022-08-30 18:30:00+01:00,69,2,67,No Signal
2022-08-30 19:30:00+01:00,51,1,50,No Signal
2022-08-30 20:30:00+01:00,35,1,34,No Signal
2022-08-31 14:30:00+01:00,27,2,25,No Signal
2022-08-31 15:30:00+01:00,26,1,25,No Signal
2022-08-31 16:30:00+01:00,29,3,26,No Signal
2022-08-31 17:30:00+01:00,43,0,43,No Signal
2022-08-31 18:30:00+01:00,34,0,34,No Signal
2022-08-31 19:30:00+01:00,28,3,25,No Signal
2022-08-31 20:30:00+01:00,25,5,20,No Signal
2022-09-01 14:30:00+01:00,34,3,31,No Signal
2022-09-01 15:30:00+01:00,35,2,33,No Signal
2022-09-01 16:30:00+01:00,29,4,25,No Signal
2022-09-01 17:30:00+01:00,15,4,11,No Signal
2022-09-01 18:30:00+01:00,11,3,8,No Signal
2022-09-01 19:30:00+01:00,12,4,8,No Signal
2022-09-01 20:30:00+01:00,8,7,1,No Signal
2022-09-02 14:30:00+01:00,5,11,-6,No Signal
2022-09-02 15:30:00+01:00,3,12,-9,No Signal
2022-09-02 16:30:00+01:00,4,5,-1,No Signal
2022-09-02 17:30:00+01:00,8,2,6,No Signal
2022-09-02 18:30:00+01:00,7,3,4,No Signal
2022-09-02 19:30:00+01:00,11,3,8,No Signal
2022-09-02 20:30:00+01:00,9,2,7,No Signal
2022-09-06 14:30:00+01:00,9,2,7,No Signal
2022-09-06 15:30:00+01:00,2,6,-4,No Signal
2022-09-06 16:30:00+01:00,5,5,0,No Signal
2022-09-06 17:30:00+01:00,9,3,6,No Signal
2022-09-06 18:30:00+01:00,6,5,1,No Signal
2022-09-06 19:30:00+01:00,10,4,6,No Signal
2022-09-06 20:30:00+01:00,21,4,17,No Signal
2022-09-07 14:30:00+01:00,30,2,28,No Signal
2022-09-07 15:30:00+01:00,29,3,26,No Signal
2022-09-07 16:30:00+01:00,17,7,10,No Signal
2022-09-07 17:30:00+01:00,4,17,-13,No Signal
2022-09-07 18:30:00+01:00,3,19,-16,No Signal
2022-09-07 19:30:00+01:00,0,31,-31,Long
2022-09-07 20:30:00+01:00,1,27,-26,No Signal
2022-09-08 14:30:00+01:00,3,39,-36,No Signal
2022-09-08 15:30:00+01:00,0,44,-44,No Signal
2022-09-08 16:30:00+01:00,1,19,-18,No Signal
2022-09-08 17:30:00+01:00,0,46,-46,No Signal
2022-09-08 18:30:00+01:00,0,33,-33,No Signal
2022-09-08 19:30:00+01:00,0,35,-35,No Signal
2022-09-08 20:30:00+01:00,0,42,-42,No Signal
2022-09-09 14:30:00+01:00,0,50,-50,No Signal
2022-09-09 15:30:00+01:00,0,50,-50,No Signal
2022-09-09 16:30:00+01:00,0,44,-44,No Signal
2022-09-09 17:30:00+01:00,0,47,-47,No Signal
2022-09-09 18:30:00+01:00,0,39,-39,No Signal
2022-09-09 19:30:00+01:00,0,34,-34,No Signal
2022-09-09 20:30:00+01:00,0,39,-39,No Signal
2022-09-12 14:30:00+01:00,0,58,-58,No Signal
2022-09-12 15:30:00+01:00,1,35,-34,No Signal
2022-09-12 16:30:00+01:00,0,67,-67,No Signal
2022-09-12 17:30:00+01:00,1,60,-59,No Signal
2022-09-12 18:30:00+01:00,2,51,-49,No Signal
2022-09-12 19:30:00+01:00,3,56,-53,No Signal
2022-09-12 20:30:00+01:00,1,55,-54,No Signal
2022-09-13 14:30:00+01:00,23,2,21,Short
2022-09-13 15:30:00+01:00,36,0,36,No Signal
2022-09-13 16:30:00+01:00,33,2,31,No Signal
2022-09-13 17:30:00+01:00,29,1,28,No Signal
2022-09-13 18:30:00+01:00,45,2,43,No Signal
2022-09-13 19:30:00+01:00,57,1,56,No Signal
2022-09-13 20:30:00+01:00,55,0,55,No Signal
2022-09-14 14:30:00+01:00,80,0,80,No Signal
2022-09-14 15:30:00+01:00,64,0,64,No Signal
2022-09-14 16:30:00+01:00,60,1,59,No Signal
2022-09-14 17:30:00+01:00,60,1,59,No Signal
2022-09-14 18:30:00+01:00,61,0,61,No Signal
2022-09-14 19:30:00+01:00,70,0,70,No Signal
2022-09-14 20:30:00+01:00,62,0,62,No Signal
2022-09-15 14:30:00+01:00,31,2,29,No Signal
2022-09-15 15:30:00+01:00,26,4,22,No Signal
2022-09-15 16:30:00+01:00,30,3,27,No Signal
2022-09-15 17:30:00+01:00,16,2,14,No Signal
2022-09-15 18:30:00+01:00,15,1,14,No Signal
2022-09-15 19:30:00+01:00,13,0,13,No Signal
2022-09-15 20:30:00+01:00,5,2,3,No Signal
2022-09-16 14:30:00+01:00,14,0,14,No Signal
2022-09-16 15:30:00+01:00,25,0,25,No Signal
2022-09-16 16:30:00+01:00,34,0,34,No Signal
2022-09-16 17:30:00+01:00,39,0,39,No Signal
2022-09-16 18:30:00+01:00,16,1,15,No Signal
2022-09-16 19:30:00+01:00,13,2,11,No Signal
2022-09-16 20:30:00+01:00,21,2,19,No Signal
2022-09-19 14:30:00+01:00,23,0,23,No Signal
2022-09-19 15:30:00+01:00,13,0,13,No Signal
2022-09-19 16:30:00+01:00,12,0,12,No Signal
2022-09-19 17:30:00+01:00,24,0,24,No Signal
2022-09-19 18:30:00+01:00,17,1,16,No Signal
2022-09-19 19:30:00+01:00,1,11,-10,No Signal
