Datetime,Buy_Count,Sell_Count,B_S,Position
2023-05-12 18:30:00+01:00,15,5,10,No Signal
2023-05-12 19:30:00+01:00,24,4,20,Short
2023-05-12 20:30:00+01:00,11,7,4,No Signal
2023-05-15 14:30:00+01:00,7,6,1,No Signal
2023-05-15 15:30:00+01:00,6,17,-11,No Signal
2023-05-15 16:30:00+01:00,5,19,-14,No Signal
2023-05-15 17:30:00+01:00,2,28,-26,Long
2023-05-15 18:30:00+01:00,3,25,-22,No Signal
2023-05-15 19:30:00+01:00,4,24,-20,No Signal
2023-05-15 20:30:00+01:00,6,26,-20,No Signal
2023-05-16 14:30:00+01:00,12,24,-12,No Signal
2023-05-16 15:30:00+01:00,12,34,-22,No Signal
2023-05-16 16:30:00+01:00,12,30,-18,No Signal
2023-05-16 17:30:00+01:00,10,28,-18,No Signal
2023-05-16 18:30:00+01:00,10,33,-23,No Signal
2023-05-16 19:30:00+01:00,11,29,-18,No Signal
2023-05-16 20:30:00+01:00,18,16,2,No Signal
2023-05-17 14:30:00+01:00,20,13,7,No Signal
2023-05-17 15:30:00+01:00,20,16,4,No Signal
2023-05-17 16:30:00+01:00,15,16,-1,No Signal
2023-05-17 17:30:00+01:00,10,20,-10,No Signal
2023-05-17 18:30:00+01:00,10,18,-8,No Signal
2023-05-17 19:30:00+01:00,12,17,-5,No Signal
2023-05-17 20:30:00+01:00,12,16,-4,No Signal
2023-05-18 14:30:00+01:00,9,38,-29,No Signal
2023-05-18 15:30:00+01:00,8,36,-28,No Signal
2023-05-18 16:30:00+01:00,12,29,-17,No Signal
2023-05-18 17:30:00+01:00,13,36,-23,No Signal
2023-05-18 18:30:00+01:00,11,36,-25,No Signal
2023-05-18 19:30:00+01:00,11,40,-29,No Signal
2023-05-18 20:30:00+01:00,6,51,-45,No Signal
2023-05-19 14:30:00+01:00,3,47,-44,No Signal
2023-05-19 15:30:00+01:00,3,37,-34,No Signal
2023-05-19 16:30:00+01:00,4,32,-28,No Signal
2023-05-19 17:30:00+01:00,4,22,-18,No Signal
2023-05-19 18:30:00+01:00,4,27,-23,No Signal
2023-05-19 19:30:00+01:00,5,27,-22,No Signal
2023-05-19 20:30:00+01:00,4,27,-23,No Signal
2023-05-22 14:30:00+01:00,3,20,-17,No Signal
2023-05-22 15:30:00+01:00,7,19,-12,No Signal
2023-05-22 16:30:00+01:00,7,24,-17,No Signal
2023-05-22 17:30:00+01:00,6,26,-20,No Signal
2023-05-22 18:30:00+01:00,5,30,-25,No Signal
2023-05-22 19:30:00+01:00,12,22,-10,No Signal
2023-05-22 20:30:00+01:00,15,14,1,No Signal
2023-05-23 14:30:00+01:00,26,8,18,No Signal
2023-05-23 15:30:00+01:00,20,17,3,No Signal
2023-05-23 16:30:00+01:00,23,13,10,No Signal
2023-05-23 17:30:00+01:00,26,5,21,Short
2023-05-23 18:30:00+01:00,27,6,21,No Signal
2023-05-23 19:30:00+01:00,28,5,23,No Signal
2023-05-23 20:30:00+01:00,33,3,30,No Signal
2023-05-24 14:30:00+01:00,56,1,55,No Signal
2023-05-24 15:30:00+01:00,49,2,47,No Signal
2023-05-24 16:30:00+01:00,52,2,50,No Signal
2023-05-24 17:30:00+01:00,53,1,52,No Signal
2023-05-24 18:30:00+01:00,55,1,54,No Signal
2023-05-24 19:30:00+01:00,42,1,41,No Signal
2023-05-24 20:30:00+01:00,47,3,44,No Signal
2023-05-25 14:30:00+01:00,39,4,35,No Signal
2023-05-25 15:30:00+01:00,38,6,32,No Signal
2023-05-25 16:30:00+01:00,30,6,24,No Signal
2023-05-25 17:30:00+01:00,28,14,14,No Signal
2023-05-25 18:30:00+01:00,23,18,5,No Signal
2023-05-25 19:30:00+01:00,22,17,5,No Signal
2023-05-25 20:30:00+01:00,23,16,7,No Signal
2023-05-26 14:30:00+01:00,9,46,-37,Long
2023-05-26 15:30:00+01:00,12,42,-30,No Signal
2023-05-26 16:30:00+01:00,9,49,-40,No Signal
2023-05-26 17:30:00+01:00,10,46,-36,No Signal
2023-05-26 18:30:00+01:00,8,44,-36,No Signal
2023-05-26 19:30:00+01:00,12,39,-27,No Signal
2023-05-26 20:30:00+01:00,10,40,-30,No Signal
2023-05-30 14:30:00+01:00,7,39,-32,No Signal
2023-05-30 15:30:00+01:00,6,41,-35,No Signal
2023-05-30 16:30:00+01:00,7,38,-31,No Signal
2023-05-30 17:30:00+01:00,7,35,-28,No Signal
2023-05-30 18:30:00+01:00,7,34,-27,No Signal
2023-05-30 19:30:00+01:00,9,36,-27,No Signal
2023-05-30 20:30:00+01:00,3,36,-33,No Signal
2023-05-31 14:30:00+01:00,19,8,11,No Signal
2023-05-31 15:30:00+01:00,19,8,11,No Signal
2023-05-31 16:30:00+01:00,17,6,11,No Signal
2023-05-31 17:30:00+01:00,15,11,4,No Signal
2023-05-31 18:30:00+01:00,12,11,1,No Signal
2023-05-31 19:30:00+01:00,16,12,4,No Signal
2023-05-31 20:30:00+01:00,17,11,6,No Signal
2023-06-01 14:30:00+01:00,11,10,1,No Signal
2023-06-01 15:30:00+01:00,9,14,-5,No Signal
2023-06-01 16:30:00+01:00,6,20,-14,No Signal
2023-06-01 17:30:00+01:00,6,20,-14,No Signal
2023-06-01 18:30:00+01:00,4,16,-12,No Signal
2023-06-01 19:30:00+01:00,4,16,-12,No Signal
2023-06-01 20:30:00+01:00,6,14,-8,No Signal
2023-06-02 14:30:00+01:00,4,43,-39,No Signal
2023-06-02 15:30:00+01:00,3,48,-45,No Signal
2023-06-02 16:30:00+01:00,4,45,-41,No Signal
2023-06-02 17:30:00+01:00,3,42,-39,No Signal
2023-06-02 18:30:00+01:00,6,35,-29,No Signal
2023-06-02 19:30:00+01:00,4,36,-32,No Signal
2023-06-02 20:30:00+01:00,3,40,-37,No Signal
2023-06-05 14:30:00+01:00,0,36,-36,No Signal
2023-06-05 15:30:00+01:00,2,35,-33,No Signal
2023-06-05 16:30:00+01:00,4,34,-30,No Signal
2023-06-05 17:30:00+01:00,3,28,-25,No Signal
2023-06-05 18:30:00+01:00,10,25,-15,No Signal
2023-06-05 19:30:00+01:00,10,27,-17,No Signal
2023-06-05 20:30:00+01:00,8,28,-20,No Signal
2023-06-06 14:30:00+01:00,9,18,-9,No Signal
2023-06-06 15:30:00+01:00,7,13,-6,No Signal
2023-06-06 16:30:00+01:00,10,16,-6,No Signal
2023-06-06 17:30:00+01:00,14,10,4,No Signal
2023-06-06 18:30:00+01:00,9,14,-5,No Signal
2023-06-06 19:30:00+01:00,11,12,-1,No Signal
2023-06-06 20:30:00+01:00,10,14,-4,No Signal
2023-06-07 14:30:00+01:00,14,17,-3,No Signal
2023-06-07 15:30:00+01:00,22,12,10,No Signal
2023-06-07 16:30:00+01:00,34,5,29,Short
2023-06-07 17:30:00+01:00,31,6,25,No Signal
2023-06-07 18:30:00+01:00,33,7,26,No Signal
2023-06-07 19:30:00+01:00,38,9,29,No Signal
2023-06-07 20:30:00+01:00,39,8,31,No Signal
2023-06-08 14:30:00+01:00,26,6,20,No Signal
2023-06-08 15:30:00+01:00,20,5,15,No Signal
2023-06-08 16:30:00+01:00,17,6,11,No Signal
2023-06-08 17:30:00+01:00,16,12,4,No Signal
2023-06-08 18:30:00+01:00,15,9,6,No Signal
2023-06-08 19:30:00+01:00,14,11,3,No Signal
2023-06-08 20:30:00+01:00,12,9,3,No Signal
2023-06-09 14:30:00+01:00,3,10,-7,No Signal
2023-06-09 15:30:00+01:00,8,6,2,No Signal
2023-06-09 16:30:00+01:00,2,10,-8,No Signal
2023-06-09 17:30:00+01:00,2,15,-13,No Signal
2023-06-09 18:30:00+01:00,3,17,-14,No Signal
2023-06-09 19:30:00+01:00,3,17,-14,No Signal
2023-06-09 20:30:00+01:00,3,18,-15,No Signal
2023-06-12 14:30:00+01:00,5,21,-16,No Signal
2023-06-12 15:30:00+01:00,5,13,-8,No Signal
2023-06-12 16:30:00+01:00,4,12,-8,No Signal
2023-06-12 17:30:00+01:00,6,17,-11,No Signal
2023-06-12 18:30:00+01:00,7,19,-12,No Signal
2023-06-12 19:30:00+01:00,3,21,-18,No Signal
2023-06-12 20:30:00+01:00,4,30,-26,Long
2023-06-13 14:30:00+01:00,1,27,-26,No Signal
2023-06-13 15:30:00+01:00,1,59,-58,No Signal
2023-06-13 16:30:00+01:00,0,61,-61,No Signal
2023-06-13 17:30:00+01:00,0,57,-57,No Signal
2023-06-13 18:30:00+01:00,1,45,-44,No Signal
2023-06-13 19:30:00+01:00,2,51,-49,No Signal
2023-06-13 20:30:00+01:00,0,56,-56,No Signal
2023-06-14 14:30:00+01:00,1,49,-48,No Signal
2023-06-14 15:30:00+01:00,1,51,-50,No Signal
2023-06-14 16:30:00+01:00,1,40,-39,No Signal
2023-06-14 17:30:00+01:00,2,36,-34,No Signal
2023-06-14 18:30:00+01:00,2,17,-15,No Signal
2023-06-14 19:30:00+01:00,2,22,-20,No Signal
2023-06-14 20:30:00+01:00,4,20,-16,No Signal
2023-06-15 14:30:00+01:00,3,26,-23,No Signal
2023-06-15 15:30:00+01:00,1,22,-21,No Signal
2023-06-15 16:30:00+01:00,2,25,-23,No Signal
2023-06-15 17:30:00+01:00,2,25,-23,No Signal
2023-06-15 18:30:00+01:00,1,33,-32,No Signal
2023-06-15 19:30:00+01:00,2,39,-37,No Signal
2023-06-15 20:30:00+01:00,2,32,-30,No Signal
2023-06-16 14:30:00+01:00,1,36,-35,No Signal
2023-06-16 15:30:00+01:00,4,16,-12,No Signal
2023-06-16 16:30:00+01:00,1,14,-13,No Signal
2023-06-16 17:30:00+01:00,1,19,-18,No Signal
2023-06-16 18:30:00+01:00,0,39,-39,No Signal
2023-06-16 19:30:00+01:00,2,20,-18,No Signal
2023-06-16 20:30:00+01:00,7,19,-12,No Signal
2023-06-20 14:30:00+01:00,15,4,11,No Signal
2023-06-20 15:30:00+01:00,18,2,16,No Signal
2023-06-20 16:30:00+01:00,12,2,10,No Signal
2023-06-20 17:30:00+01:00,10,4,6,No Signal
2023-06-20 18:30:00+01:00,18,3,15,No Signal
2023-06-20 19:30:00+01:00,32,3,29,Short
2023-06-20 20:30:00+01:00,28,2,26,No Signal
2023-06-21 14:30:00+01:00,48,1,47,No Signal
2023-06-21 15:30:00+01:00,47,1,46,No Signal
2023-06-21 16:30:00+01:00,46,1,45,No Signal
2023-06-21 17:30:00+01:00,46,1,45,No Signal
2023-06-21 18:30:00+01:00,35,3,32,No Signal
2023-06-21 19:30:00+01:00,34,4,30,No Signal
2023-06-21 20:30:00+01:00,34,5,29,No Signal
2023-06-22 14:30:00+01:00,14,6,8,No Signal
2023-06-22 15:30:00+01:00,17,6,11,No Signal
2023-06-22 16:30:00+01:00,23,5,18,No Signal
2023-06-22 17:30:00+01:00,27,3,24,No Signal
2023-06-22 18:30:00+01:00,20,5,15,No Signal
2023-06-22 19:30:00+01:00,22,5,17,No Signal
2023-06-22 20:30:00+01:00,18,7,11,No Signal
2023-06-23 14:30:00+01:00,23,5,18,No Signal
2023-06-23 15:30:00+01:00,22,2,20,No Signal
2023-06-23 16:30:00+01:00,17,3,14,No Signal
2023-06-23 17:30:00+01:00,14,2,12,No Signal
2023-06-23 18:30:00+01:00,25,0,25,No Signal
2023-06-23 19:30:00+01:00,25,1,24,No Signal
2023-06-23 20:30:00+01:00,20,2,18,No Signal
2023-06-26 14:30:00+01:00,16,3,13,No Signal
2023-06-26 15:30:00+01:00,14,3,11,No Signal
2023-06-26 16:30:00+01:00,14,2,12,No Signal
2023-06-26 17:30:00+01:00,13,3,10,No Signal
2023-06-26 18:30:00+01:00,20,2,18,No Signal
2023-06-26 19:30:00+01:00,20,2,18,No Signal
2023-06-26 20:30:00+01:00,22,1,21,No Signal
2023-06-27 14:30:00+01:00,12,13,-1,No Signal
2023-06-27 15:30:00+01:00,9,20,-11,No Signal
2023-06-27 16:30:00+01:00,11,19,-8,No Signal
2023-06-27 17:30:00+01:00,6,21,-15,No Signal
2023-06-27 18:30:00+01:00,5,27,-22,Long
2023-06-27 19:30:00+01:00,5,32,-27,No Signal
2023-06-27 20:30:00+01:00,6,29,-23,No Signal
2023-06-28 14:30:00+01:00,3,15,-12,No Signal
2023-06-28 15:30:00+01:00,2,22,-20,No Signal
2023-06-28 16:30:00+01:00,4,26,-22,No Signal
2023-06-28 17:30:00+01:00,6,20,-14,No Signal
2023-06-28 18:30:00+01:00,4,29,-25,No Signal
2023-06-28 19:30:00+01:00,5,21,-16,No Signal
2023-06-28 20:30:00+01:00,4,38,-34,No Signal
2023-06-29 14:30:00+01:00,7,23,-16,No Signal
2023-06-29 15:30:00+01:00,6,23,-17,No Signal
2023-06-29 16:30:00+01:00,8,18,-10,No Signal
2023-06-29 17:30:00+01:00,9,14,-5,No Signal
2023-06-29 18:30:00+01:00,13,9,4,No Signal
2023-06-29 19:30:00+01:00,14,9,5,No Signal
2023-06-29 20:30:00+01:00,14,14,0,No Signal
2023-06-30 14:30:00+01:00,2,22,-20,No Signal
2023-06-30 15:30:00+01:00,2,27,-25,No Signal
2023-06-30 16:30:00+01:00,1,28,-27,No Signal
2023-06-30 17:30:00+01:00,3,36,-33,No Signal
2023-06-30 18:30:00+01:00,2,41,-39,No Signal
2023-06-30 19:30:00+01:00,2,40,-38,No Signal
2023-06-30 20:30:00+01:00,2,32,-30,No Signal
2023-07-03 14:30:00+01:00,2,37,-35,No Signal
2023-07-03 15:30:00+01:00,3,27,-24,No Signal
2023-07-03 16:30:00+01:00,2,32,-30,No Signal
2023-07-05 14:30:00+01:00,3,24,-21,No Signal
2023-07-05 15:30:00+01:00,2,26,-24,No Signal
2023-07-05 16:30:00+01:00,2,23,-21,No Signal
2023-07-05 17:30:00+01:00,2,21,-19,No Signal
2023-07-05 18:30:00+01:00,12,7,5,No Signal
2023-07-05 19:30:00+01:00,9,12,-3,No Signal
2023-07-05 20:30:00+01:00,11,11,0,No Signal
2023-07-06 14:30:00+01:00,39,2,37,Short
2023-07-06 15:30:00+01:00,42,3,39,No Signal
2023-07-06 16:30:00+01:00,30,2,28,No Signal
2023-07-06 17:30:00+01:00,24,2,22,No Signal
2023-07-06 18:30:00+01:00,26,2,24,No Signal
2023-07-06 19:30:00+01:00,20,2,18,No Signal
2023-07-06 20:30:00+01:00,27,2,25,No Signal
2023-07-07 14:30:00+01:00,21,2,19,No Signal
2023-07-07 15:30:00+01:00,17,0,17,No Signal
2023-07-07 16:30:00+01:00,14,1,13,No Signal
2023-07-07 17:30:00+01:00,8,3,5,No Signal
2023-07-07 18:30:00+01:00,11,3,8,No Signal
2023-07-07 19:30:00+01:00,16,1,15,No Signal
2023-07-07 20:30:00+01:00,22,1,21,No Signal
2023-07-10 14:30:00+01:00,3,31,-28,Long
2023-07-10 15:30:00+01:00,5,44,-39,No Signal
2023-07-10 16:30:00+01:00,10,39,-29,No Signal
2023-07-10 17:30:00+01:00,10,38,-28,No Signal
2023-07-10 18:30:00+01:00,9,37,-28,No Signal
2023-07-10 19:30:00+01:00,10,36,-26,No Signal
2023-07-10 20:30:00+01:00,8,35,-27,No Signal
2023-07-11 14:30:00+01:00,6,28,-22,No Signal
2023-07-11 15:30:00+01:00,6,30,-24,No Signal
2023-07-11 16:30:00+01:00,9,28,-19,No Signal
2023-07-11 17:30:00+01:00,9,24,-15,No Signal
2023-07-11 18:30:00+01:00,9,23,-14,No Signal
2023-07-11 19:30:00+01:00,6,38,-32,No Signal
2023-07-11 20:30:00+01:00,4,50,-46,No Signal
2023-07-12 14:30:00+01:00,1,53,-52,No Signal
2023-07-12 15:30:00+01:00,3,44,-41,No Signal
2023-07-12 16:30:00+01:00,3,28,-25,No Signal
2023-07-12 17:30:00+01:00,2,30,-28,No Signal
2023-07-12 18:30:00+01:00,2,33,-31,No Signal
2023-07-12 19:30:00+01:00,2,30,-28,No Signal
2023-07-12 20:30:00+01:00,4,32,-28,No Signal
2023-07-13 14:30:00+01:00,2,50,-48,No Signal
2023-07-13 15:30:00+01:00,3,49,-46,No Signal
2023-07-13 16:30:00+01:00,3,54,-51,No Signal
2023-07-13 17:30:00+01:00,2,51,-49,No Signal
2023-07-13 18:30:00+01:00,2,55,-53,No Signal
2023-07-13 19:30:00+01:00,2,55,-53,No Signal
2023-07-13 20:30:00+01:00,2,51,-49,No Signal
2023-07-14 14:30:00+01:00,9,30,-21,No Signal
2023-07-14 15:30:00+01:00,6,31,-25,No Signal
2023-07-14 16:30:00+01:00,4,42,-38,No Signal
2023-07-14 17:30:00+01:00,6,37,-31,No Signal
2023-07-14 18:30:00+01:00,6,30,-24,No Signal
2023-07-14 19:30:00+01:00,4,31,-27,No Signal
2023-07-14 20:30:00+01:00,4,31,-27,No Signal
2023-07-17 14:30:00+01:00,3,26,-23,No Signal
2023-07-17 15:30:00+01:00,7,25,-18,No Signal
2023-07-17 16:30:00+01:00,5,26,-21,No Signal
2023-07-17 17:30:00+01:00,3,26,-23,No Signal
2023-07-17 18:30:00+01:00,1,28,-27,No Signal
2023-07-17 19:30:00+01:00,4,34,-30,No Signal
2023-07-17 20:30:00+01:00,5,27,-22,No Signal
2023-07-18 14:30:00+01:00,6,24,-18,No Signal
2023-07-18 15:30:00+01:00,11,23,-12,No Signal
2023-07-18 16:30:00+01:00,10,16,-6,No Signal
2023-07-18 17:30:00+01:00,12,17,-5,No Signal
2023-07-18 18:30:00+01:00,8,22,-14,No Signal
2023-07-18 19:30:00+01:00,7,33,-26,No Signal
2023-07-18 20:30:00+01:00,6,29,-23,No Signal
2023-07-19 14:30:00+01:00,4,26,-22,No Signal
2023-07-19 15:30:00+01:00,3,19,-16,No Signal
2023-07-19 16:30:00+01:00,4,14,-10,No Signal
2023-07-19 17:30:00+01:00,8,8,0,No Signal
2023-07-19 18:30:00+01:00,12,8,4,No Signal
2023-07-19 19:30:00+01:00,8,7,1,No Signal
2023-07-19 20:30:00+01:00,10,8,2,No Signal
2023-07-20 14:30:00+01:00,11,3,8,No Signal
2023-07-20 15:30:00+01:00,10,3,7,No Signal
2023-07-20 16:30:00+01:00,13,19,-6,No Signal
2023-07-20 17:30:00+01:00,13,19,-6,No Signal
2023-07-20 18:30:00+01:00,26,14,12,No Signal
2023-07-20 19:30:00+01:00,29,14,15,No Signal
2023-07-20 20:30:00+01:00,30,10,20,Short
2023-07-21 14:30:00+01:00,34,12,22,No Signal
2023-07-21 15:30:00+01:00,26,12,14,No Signal
2023-07-21 16:30:00+01:00,19,14,5,No Signal
2023-07-21 17:30:00+01:00,12,12,0,No Signal
2023-07-21 18:30:00+01:00,13,13,0,No Signal
2023-07-21 19:30:00+01:00,27,15,12,No Signal
2023-07-21 20:30:00+01:00,22,13,9,No Signal
2023-07-24 14:30:00+01:00,10,3,7,No Signal
2023-07-24 15:30:00+01:00,8,5,3,No Signal
2023-07-24 16:30:00+01:00,8,7,1,No Signal
2023-07-24 17:30:00+01:00,8,5,3,No Signal
2023-07-24 18:30:00+01:00,6,14,-8,No Signal
2023-07-24 19:30:00+01:00,4,12,-8,No Signal
2023-07-24 20:30:00+01:00,3,14,-11,No Signal
2023-07-25 14:30:00+01:00,11,18,-7,No Signal
2023-07-25 15:30:00+01:00,10,16,-6,No Signal
2023-07-25 16:30:00+01:00,8,16,-8,No Signal
2023-07-25 17:30:00+01:00,9,15,-6,No Signal
2023-07-25 18:30:00+01:00,5,18,-13,No Signal
2023-07-25 19:30:00+01:00,4,19,-15,No Signal
2023-07-25 20:30:00+01:00,4,18,-14,No Signal
2023-07-26 14:30:00+01:00,8,19,-11,No Signal
2023-07-26 15:30:00+01:00,10,12,-2,No Signal
2023-07-26 16:30:00+01:00,10,14,-4,No Signal
2023-07-26 17:30:00+01:00,8,16,-8,No Signal
2023-07-26 18:30:00+01:00,10,12,-2,No Signal
2023-07-26 19:30:00+01:00,8,16,-8,No Signal
2023-07-26 20:30:00+01:00,7,17,-10,No Signal
2023-07-27 14:30:00+01:00,10,18,-8,No Signal
2023-07-27 15:30:00+01:00,13,20,-7,No Signal
2023-07-27 16:30:00+01:00,12,21,-9,No Signal
2023-07-27 17:30:00+01:00,17,14,3,No Signal
2023-07-27 18:30:00+01:00,28,8,20,No Signal
2023-07-27 19:30:00+01:00,31,8,23,No Signal
2023-07-27 20:30:00+01:00,31,9,22,No Signal
2023-07-28 14:30:00+01:00,10,15,-5,No Signal
2023-07-28 15:30:00+01:00,11,21,-10,No Signal
2023-07-28 16:30:00+01:00,11,19,-8,No Signal
2023-07-28 17:30:00+01:00,10,17,-7,No Signal
2023-07-28 18:30:00+01:00,10,18,-8,No Signal
2023-07-28 19:30:00+01:00,10,17,-7,No Signal
2023-07-28 20:30:00+01:00,11,17,-6,No Signal
2023-07-31 14:30:00+01:00,15,14,1,No Signal
2023-07-31 15:30:00+01:00,13,10,3,No Signal
2023-07-31 16:30:00+01:00,14,8,6,No Signal
2023-07-31 17:30:00+01:00,11,13,-2,No Signal
2023-07-31 18:30:00+01:00,4,30,-26,Long
2023-07-31 19:30:00+01:00,4,37,-33,No Signal
2023-07-31 20:30:00+01:00,3,40,-37,No Signal
2023-08-01 14:30:00+01:00,15,15,0,No Signal
2023-08-01 15:30:00+01:00,18,14,4,No Signal
2023-08-01 16:30:00+01:00,16,8,8,No Signal
2023-08-01 17:30:00+01:00,15,12,3,No Signal
2023-08-01 18:30:00+01:00,17,13,4,No Signal
2023-08-01 19:30:00+01:00,15,13,2,No Signal
2023-08-01 20:30:00+01:00,17,13,4,No Signal
2023-08-02 14:30:00+01:00,40,4,36,Short
2023-08-02 15:30:00+01:00,48,7,41,No Signal
2023-08-02 16:30:00+01:00,51,8,43,No Signal
2023-08-02 17:30:00+01:00,42,8,34,No Signal
2023-08-02 18:30:00+01:00,38,3,35,No Signal
2023-08-02 19:30:00+01:00,47,3,44,No Signal
2023-08-02 20:30:00+01:00,47,3,44,No Signal
2023-08-03 14:30:00+01:00,45,5,40,No Signal
2023-08-03 15:30:00+01:00,34,4,30,No Signal
2023-08-03 16:30:00+01:00,27,7,20,No Signal
2023-08-03 17:30:00+01:00,31,5,26,No Signal
2023-08-03 18:30:00+01:00,33,4,29,No Signal
2023-08-03 19:30:00+01:00,42,3,39,No Signal
2023-08-03 20:30:00+01:00,37,3,34,No Signal
2023-08-04 14:30:00+01:00,16,10,6,No Signal
2023-08-04 15:30:00+01:00,19,13,6,No Signal
2023-08-04 16:30:00+01:00,14,25,-11,No Signal
2023-08-04 17:30:00+01:00,17,15,2,No Signal
2023-08-04 18:30:00+01:00,22,7,15,No Signal
2023-08-04 19:30:00+01:00,19,7,12,No Signal
2023-08-04 20:30:00+01:00,24,8,16,No Signal
2023-08-07 14:30:00+01:00,10,13,-3,No Signal
2023-08-07 15:30:00+01:00,19,7,12,No Signal
2023-08-07 16:30:00+01:00,17,7,10,No Signal
2023-08-07 17:30:00+01:00,17,6,11,No Signal
2023-08-07 18:30:00+01:00,18,6,12,No Signal
2023-08-07 19:30:00+01:00,13,5,8,No Signal
2023-08-07 20:30:00+01:00,9,7,2,No Signal
2023-08-08 14:30:00+01:00,20,4,16,No Signal
2023-08-08 15:30:00+01:00,28,2,26,No Signal
2023-08-08 16:30:00+01:00,35,1,34,No Signal
2023-08-08 17:30:00+01:00,29,2,27,No Signal
2023-08-08 18:30:00+01:00,17,4,13,No Signal
2023-08-08 19:30:00+01:00,10,9,1,No Signal
2023-08-08 20:30:00+01:00,11,11,0,No Signal
2023-08-09 14:30:00+01:00,16,5,11,No Signal
2023-08-09 15:30:00+01:00,17,9,8,No Signal
2023-08-09 16:30:00+01:00,21,6,15,No Signal
2023-08-09 17:30:00+01:00,14,7,7,No Signal
2023-08-09 18:30:00+01:00,10,8,2,No Signal
2023-08-09 19:30:00+01:00,13,8,5,No Signal
2023-08-09 20:30:00+01:00,34,5,29,No Signal
2023-08-10 14:30:00+01:00,2,36,-34,Long
2023-08-10 15:30:00+01:00,4,14,-10,No Signal
2023-08-10 16:30:00+01:00,4,6,-2,No Signal
2023-08-10 17:30:00+01:00,4,3,1,No Signal
2023-08-10 18:30:00+01:00,5,1,4,No Signal
2023-08-10 19:30:00+01:00,7,2,5,No Signal
2023-08-10 20:30:00+01:00,6,1,5,No Signal
2023-08-11 14:30:00+01:00,11,3,8,No Signal
2023-08-11 15:30:00+01:00,12,2,10,No Signal
2023-08-11 16:30:00+01:00,11,2,9,No Signal
2023-08-11 17:30:00+01:00,12,1,11,No Signal
2023-08-11 18:30:00+01:00,16,1,15,No Signal
2023-08-11 19:30:00+01:00,14,2,12,No Signal
2023-08-11 20:30:00+01:00,13,5,8,No Signal
2023-08-14 14:30:00+01:00,37,2,35,Short
2023-08-14 15:30:00+01:00,20,2,18,No Signal
2023-08-14 16:30:00+01:00,15,8,7,No Signal
2023-08-14 17:30:00+01:00,10,9,1,No Signal
2023-08-14 18:30:00+01:00,13,11,2,No Signal
2023-08-14 19:30:00+01:00,12,9,3,No Signal
2023-08-14 20:30:00+01:00,6,15,-9,No Signal
2023-08-15 14:30:00+01:00,11,5,6,No Signal
2023-08-15 15:30:00+01:00,6,14,-8,No Signal
2023-08-15 16:30:00+01:00,9,13,-4,No Signal
2023-08-15 17:30:00+01:00,13,10,3,No Signal
2023-08-15 18:30:00+01:00,15,12,3,No Signal
2023-08-15 19:30:00+01:00,21,6,15,No Signal
2023-08-15 20:30:00+01:00,16,6,10,No Signal
2023-08-16 14:30:00+01:00,14,6,8,No Signal
2023-08-16 15:30:00+01:00,19,4,15,No Signal
2023-08-16 16:30:00+01:00,29,2,27,No Signal
2023-08-16 17:30:00+01:00,33,1,32,No Signal
2023-08-16 18:30:00+01:00,21,1,20,No Signal
2023-08-16 19:30:00+01:00,38,1,37,No Signal
2023-08-16 20:30:00+01:00,54,0,54,No Signal
2023-08-17 14:30:00+01:00,34,3,31,No Signal
2023-08-17 15:30:00+01:00,46,1,45,No Signal
2023-08-17 16:30:00+01:00,29,4,25,No Signal
2023-08-17 17:30:00+01:00,36,2,34,No Signal
2023-08-17 18:30:00+01:00,35,1,34,No Signal
2023-08-17 19:30:00+01:00,37,3,34,No Signal
2023-08-17 20:30:00+01:00,42,3,39,No Signal
2023-08-18 14:30:00+01:00,58,1,57,No Signal
2023-08-18 15:30:00+01:00,56,1,55,No Signal
2023-08-18 16:30:00+01:00,42,1,41,No Signal
2023-08-18 17:30:00+01:00,42,2,40,No Signal
2023-08-18 18:30:00+01:00,44,1,43,No Signal
2023-08-18 19:30:00+01:00,30,4,26,No Signal
2023-08-18 20:30:00+01:00,28,4,24,No Signal
2023-08-21 14:30:00+01:00,26,8,18,No Signal
2023-08-21 15:30:00+01:00,24,11,13,No Signal
2023-08-21 16:30:00+01:00,26,11,15,No Signal
2023-08-21 17:30:00+01:00,16,12,4,No Signal
2023-08-21 18:30:00+01:00,14,17,-3,No Signal
2023-08-21 19:30:00+01:00,7,26,-19,No Signal
2023-08-21 20:30:00+01:00,6,29,-23,Long
2023-08-22 14:30:00+01:00,4,40,-36,No Signal
2023-08-22 15:30:00+01:00,4,40,-36,No Signal
2023-08-22 16:30:00+01:00,4,21,-17,No Signal
2023-08-22 17:30:00+01:00,4,22,-18,No Signal
2023-08-22 18:30:00+01:00,5,20,-15,No Signal
2023-08-22 19:30:00+01:00,4,21,-17,No Signal
2023-08-22 20:30:00+01:00,7,20,-13,No Signal
2023-08-23 14:30:00+01:00,6,38,-32,No Signal
2023-08-23 15:30:00+01:00,3,49,-46,No Signal
2023-08-23 16:30:00+01:00,3,42,-39,No Signal
2023-08-23 17:30:00+01:00,4,41,-37,No Signal
2023-08-23 18:30:00+01:00,4,39,-35,No Signal
2023-08-23 19:30:00+01:00,3,36,-33,No Signal
2023-08-23 20:30:00+01:00,4,30,-26,No Signal
2023-08-24 14:30:00+01:00,3,17,-14,No Signal
